Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida
Folia da Sorte,Interior,26/01/2024,300 x 250,37,0,R$000 ,0.0
Folia da Sorte,Interior,27/01/2024,300 x 250,1,0,R$000 ,0.0
Folia da Sorte,Interior,28/01/2024,300 x 250,18,0,R$000 ,0.0
Folia da Sorte,Interior,29/01/2024,300 x 250,23,0,R$000 ,0.0
Folia da Sorte,Interior,30/01/2024,300 x 250,5,0,R$000 ,0.0
Folia da Sorte,Interior,31/01/2024,300 x 250,9,0,R$000 ,0.0
Folia da Sorte,Interior,26/01/2024,320 x 50,4,0,R$000 ,0.0
Folia da Sorte,Interior,26/01/2024,320 x 50,4,0,R$000 ,0.0
Folia da Sorte,Interior,28/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Interior,31/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,Interior,25/01/2024,970 x 250,3,0,R$000 ,0.0
Folia da Sorte,Interior,26/01/2024,300 x 250,7,0,R$000 ,0.0
Folia da Sorte,Interior,26/01/2024,320 x 50,4,0,R$000 ,0.0
Folia da Sorte,JC Online,02/01/2024,300 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,02/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,JC Online,03/01/2024,970 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,04/01/2024,300 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,04/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,JC Online,04/01/2024,970 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,08/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,09/01/2024,300 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,09/01/2024,320 x 50,13,0,R$000 ,0.0
Folia da Sorte,JC Online,09/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,10/01/2024,300 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,10/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,JC Online,10/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,10/01/2024,970 x 250,3,0,R$000 ,0.0
Folia da Sorte,JC Online,13/01/2024,300 x 250,2,1,R$000 ,0.0
Folia da Sorte,JC Online,13/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,JC Online,15/01/2024,970 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,15/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,16/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,16/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,17/01/2024,970 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,18/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,19/01/2024,728 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,19/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,21/01/2024,300 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,21/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,JC Online,22/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,300 x 250,4714,15,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,320 x 50,9351,9,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,970 x 250,7,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,24/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,300 x 250,2734,3,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,320 x 50,2797,3,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,728 x 90,3,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,970 x 250,85,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,300 x 250,2060,3,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,320 x 50,2350,3,R$000 ,0.0
Folia da Sorte,JC Online,27/01/2024,300 x 250,725,1,R$000 ,0.0
Folia da Sorte,JC Online,27/01/2024,320 x 50,844,3,R$000 ,0.0
Folia da Sorte,JC Online,28/01/2024,300 x 250,608,2,R$000 ,0.0
Folia da Sorte,JC Online,28/01/2024,320 x 50,1087,3,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,300 x 250,989,3,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,320 x 50,437,1,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,970 x 250,43,0,R$000 ,0.0
Folia da Sorte,JC Online,30/01/2024,300 x 250,1365,1,R$000 ,0.0
Folia da Sorte,JC Online,30/01/2024,320 x 50,571,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,300 x 250,772,1,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,320 x 50,1009,3,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,728 x 90,4,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,970 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,03/01/2024,728 x 90,6,0,R$000 ,0.0
Folia da Sorte,JC Online,03/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,04/01/2024,728 x 90,5,0,R$000 ,0.0
Folia da Sorte,JC Online,04/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,08/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,09/01/2024,320 x 50,21,0,R$000 ,0.0
Folia da Sorte,JC Online,09/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,10/01/2024,728 x 90,6,0,R$000 ,0.0
Folia da Sorte,JC Online,10/01/2024,970 x 90,7,0,R$000 ,0.0
Folia da Sorte,JC Online,13/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,JC Online,15/01/2024,728 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,15/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,16/01/2024,728 x 90,11,1,R$000 ,0.0
Folia da Sorte,JC Online,16/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,17/01/2024,728 x 90,4,0,R$000 ,0.0
Folia da Sorte,JC Online,18/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,19/01/2024,728 x 90,4,0,R$000 ,0.0
Folia da Sorte,JC Online,19/01/2024,970 x 90,4,0,R$000 ,0.0
Folia da Sorte,JC Online,21/01/2024,320 x 50,6,0,R$000 ,0.0
Folia da Sorte,JC Online,22/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,320 x 50,773,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,728 x 90,9,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,24/01/2024,728 x 90,2,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,320 x 50,709,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,728 x 90,7,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,970 x 90,4,0,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,320 x 50,1443,0,R$000 ,0.0
Folia da Sorte,JC Online,27/01/2024,320 x 50,286,0,R$000 ,0.0
Folia da Sorte,JC Online,28/01/2024,320 x 50,157,0,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,320 x 50,283,1,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,JC Online,30/01/2024,320 x 50,224,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,320 x 50,201,1,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,728 x 90,7,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,970 x 90,38,0,R$000 ,0.0
Folia da Sorte,Social 1,01/01/2024,728 x 90,2,0,R$000 ,0.0
Folia da Sorte,Social 1,02/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,02/01/2024,728 x 90,3,0,R$000 ,0.0
Folia da Sorte,Social 1,02/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,03/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,04/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,Social 1,04/01/2024,728 x 90,8,0,R$000 ,0.0
Folia da Sorte,Social 1,04/01/2024,970 x 90,4,0,R$000 ,0.0
Folia da Sorte,Social 1,06/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,Social 1,06/01/2024,728 x 90,12,0,R$000 ,0.0
Folia da Sorte,Social 1,07/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,07/01/2024,970 x 90,2,0,R$000 ,0.0
Folia da Sorte,Social 1,08/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,Social 1,08/01/2024,728 x 90,16,0,R$000 ,0.0
Folia da Sorte,Social 1,08/01/2024,970 x 90,8,0,R$000 ,0.0
Folia da Sorte,Social 1,09/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,Social 1,09/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,10/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,11/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,Social 1,11/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,12/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,12/01/2024,970 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,13/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,14/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,Social 1,15/01/2024,320 x 50,4,0,R$000 ,0.0
Folia da Sorte,Social 1,15/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,16/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,16/01/2024,728 x 90,3,0,R$000 ,0.0
Folia da Sorte,Social 1,17/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,Social 1,18/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,20/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,21/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,Social 1,22/01/2024,728 x 90,12,0,R$000 ,0.0
Folia da Sorte,Social 1,23/01/2024,728 x 90,4,0,R$000 ,0.0
Folia da Sorte,Social 1,25/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Social 1,27/01/2024,728 x 90,1,0,R$000 ,0.0
Folia da Sorte,Social 1,28/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,23/01/2024,300 x 250,6631,21,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,23/01/2024,320 x 50,14109,14,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,23/01/2024,970 x 250,21,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,25/01/2024,300 x 250,6442,18,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,25/01/2024,320 x 50,11079,18,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,25/01/2024,970 x 250,14,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,26/01/2024,300 x 250,6896,17,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,26/01/2024,320 x 50,8180,8,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,26/01/2024,970 x 250,15,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,27/01/2024,300 x 250,269,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,27/01/2024,320 x 50,623,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,28/01/2024,300 x 250,369,2,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,28/01/2024,320 x 50,679,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,29/01/2024,300 x 250,273,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,29/01/2024,320 x 50,261,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,29/01/2024,970 x 250,9,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,30/01/2024,300 x 250,660,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,30/01/2024,320 x 50,298,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,31/01/2024,300 x 250,284,2,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,31/01/2024,320 x 50,503,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,08/01/2024,320 x 50,28,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,14/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,23/01/2024,320 x 50,197,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,25/01/2024,320 x 50,698,3,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,26/01/2024,320 x 50,761,1,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,27/01/2024,320 x 50,160,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,28/01/2024,320 x 50,128,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,29/01/2024,320 x 50,73,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,30/01/2024,320 x 50,94,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,31/01/2024,320 x 50,47,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,23/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Blog do Torcedor,26/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,JC Online,03/01/2024,300 x 250,1,0,R$000 ,0.0
Folia da Sorte,JC Online,04/01/2024,300 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,300 x 250,80,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,300 x 250,82,0,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,300 x 250,29,0,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,300 x 250,12,0,R$000 ,0.0
Folia da Sorte,JC Online,30/01/2024,300 x 250,4,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,300 x 250,7,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,300 x 250,10,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,320 x 50,25,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,300 x 250,35,0,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,320 x 50,59,0,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,300 x 250,61,0,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,320 x 50,70,0,R$000 ,0.0
Folia da Sorte,JC Online,27/01/2024,300 x 250,2,0,R$000 ,0.0
Folia da Sorte,JC Online,27/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,300 x 250,32,0,R$000 ,0.0
Folia da Sorte,JC Online,29/01/2024,320 x 50,5,0,R$000 ,0.0
Folia da Sorte,JC Online,30/01/2024,300 x 250,5,0,R$000 ,0.0
Folia da Sorte,JC Online,30/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,300 x 250,13,0,R$000 ,0.0
Folia da Sorte,JC Online,31/01/2024,320 x 50,30,0,R$000 ,0.0
Folia da Sorte,JC Online,23/01/2024,320 x 50,1,1,R$000 ,0.0
Folia da Sorte,JC Online,25/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,JC Online,26/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,Portal NE10,23/01/2024,300 x 250,242,1,R$000 ,0.0
Folia da Sorte,Portal NE10,23/01/2024,320 x 50,202,0,R$000 ,0.0
Folia da Sorte,Portal NE10,25/01/2024,300 x 250,617,5,R$000 ,0.0
Folia da Sorte,Portal NE10,25/01/2024,320 x 50,412,2,R$000 ,0.0
Folia da Sorte,Portal NE10,25/01/2024,970 x 250,15,0,R$000 ,0.0
Folia da Sorte,Portal NE10,26/01/2024,300 x 250,2268,3,R$000 ,0.0
Folia da Sorte,Portal NE10,26/01/2024,320 x 50,1335,0,R$000 ,0.0
Folia da Sorte,Portal NE10,26/01/2024,970 x 250,84,0,R$000 ,0.0
Folia da Sorte,Portal NE10,27/01/2024,300 x 250,916,1,R$000 ,0.0
Folia da Sorte,Portal NE10,27/01/2024,320 x 50,458,1,R$000 ,0.0
Folia da Sorte,Portal NE10,27/01/2024,970 x 250,27,0,R$000 ,0.0
Folia da Sorte,Portal NE10,28/01/2024,300 x 250,2193,3,R$000 ,0.0
Folia da Sorte,Portal NE10,28/01/2024,320 x 50,1163,1,R$000 ,0.0
Folia da Sorte,Portal NE10,28/01/2024,970 x 250,70,0,R$000 ,0.0
Folia da Sorte,Portal NE10,29/01/2024,300 x 250,1771,2,R$000 ,0.0
Folia da Sorte,Portal NE10,29/01/2024,320 x 50,389,0,R$000 ,0.0
Folia da Sorte,Portal NE10,29/01/2024,970 x 250,200,0,R$000 ,0.0
Folia da Sorte,Portal NE10,30/01/2024,300 x 250,5,0,R$000 ,0.0
Folia da Sorte,Portal NE10,30/01/2024,320 x 50,2,0,R$000 ,0.0
Folia da Sorte,Portal NE10,30/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,Portal NE10,31/01/2024,300 x 250,1,0,R$000 ,0.0
Folia da Sorte,Portal NE10,31/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,Portal NE10,23/01/2024,320 x 50,8,0,R$000 ,0.0
Folia da Sorte,Portal NE10,25/01/2024,320 x 50,7,0,R$000 ,0.0
Folia da Sorte,Portal NE10,26/01/2024,320 x 50,152,0,R$000 ,0.0
Folia da Sorte,Portal NE10,27/01/2024,320 x 50,60,0,R$000 ,0.0
Folia da Sorte,Portal NE10,28/01/2024,320 x 50,189,0,R$000 ,0.0
Folia da Sorte,Portal NE10,29/01/2024,320 x 50,67,0,R$000 ,0.0
Folia da Sorte,Portal NE10,26/01/2024,300 x 250,2,0,R$000 ,0.0
Folia da Sorte,Portal NE10,27/01/2024,300 x 250,3,0,R$000 ,0.0
Folia da Sorte,Portal NE10,28/01/2024,300 x 250,4,0,R$000 ,0.0
Folia da Sorte,Portal NE10,29/01/2024,300 x 250,2,0,R$000 ,0.0
Folia da Sorte,TV Jornal,23/01/2024,300 x 250,1084,3,R$000 ,0.0
Folia da Sorte,TV Jornal,23/01/2024,320 x 50,761,2,R$000 ,0.0
Folia da Sorte,TV Jornal,23/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,300 x 250,4132,9,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,320 x 50,1449,1,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,970 x 250,340,1,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,300 x 250,4851,3,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,320 x 50,1904,4,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,970 x 250,23,0,R$000 ,0.0
Folia da Sorte,TV Jornal,27/01/2024,300 x 250,1106,1,R$000 ,0.0
Folia da Sorte,TV Jornal,27/01/2024,320 x 50,545,2,R$000 ,0.0
Folia da Sorte,TV Jornal,27/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,TV Jornal,28/01/2024,300 x 250,1404,1,R$000 ,0.0
Folia da Sorte,TV Jornal,28/01/2024,320 x 50,660,0,R$000 ,0.0
Folia da Sorte,TV Jornal,29/01/2024,300 x 250,1568,3,R$000 ,0.0
Folia da Sorte,TV Jornal,29/01/2024,320 x 50,183,0,R$000 ,0.0
Folia da Sorte,TV Jornal,29/01/2024,970 x 250,1,0,R$000 ,0.0
Folia da Sorte,TV Jornal,30/01/2024,300 x 250,1679,1,R$000 ,0.0
Folia da Sorte,TV Jornal,30/01/2024,320 x 50,131,0,R$000 ,0.0
Folia da Sorte,TV Jornal,31/01/2024,300 x 250,1458,2,R$000 ,0.0
Folia da Sorte,TV Jornal,31/01/2024,320 x 50,461,4,R$000 ,0.0
Folia da Sorte,TV Jornal,11/01/2024,320 x 50,13,0,R$000 ,0.0
Folia da Sorte,TV Jornal,15/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,TV Jornal,23/01/2024,320 x 50,192,0,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,320 x 50,566,1,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,320 x 50,732,0,R$000 ,0.0
Folia da Sorte,TV Jornal,27/01/2024,320 x 50,70,0,R$000 ,0.0
Folia da Sorte,TV Jornal,28/01/2024,320 x 50,102,0,R$000 ,0.0
Folia da Sorte,TV Jornal,29/01/2024,320 x 50,153,0,R$000 ,0.0
Folia da Sorte,TV Jornal,30/01/2024,320 x 50,80,0,R$000 ,0.0
Folia da Sorte,TV Jornal,31/01/2024,320 x 50,166,0,R$000 ,0.0
Folia da Sorte,TV Jornal,23/01/2024,320 x 50,14,0,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,300 x 250,19,0,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,320 x 50,35,0,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,300 x 250,44,0,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,320 x 50,14,0,R$000 ,0.0
Folia da Sorte,TV Jornal,29/01/2024,300 x 250,33,0,R$000 ,0.0
Folia da Sorte,TV Jornal,30/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,TV Jornal,31/01/2024,320 x 50,9,0,R$000 ,0.0
Folia da Sorte,TV Jornal,23/01/2024,320 x 50,1,0,R$000 ,0.0
Folia da Sorte,TV Jornal,25/01/2024,320 x 50,14,0,R$000 ,0.0
Folia da Sorte,TV Jornal,26/01/2024,320 x 50,3,0,R$000 ,0.0
Folia da Sorte,TV Jornal,30/01/2024,320 x 50,9,0,R$000 ,0.0
GGE,Portal NE10,11/01/2024,300 x 250,8,0,R$000 ,0.0
GGE,Portal NE10,13/01/2024,300 x 250,2,0,R$000 ,0.0
GGE,Portal NE10,15/01/2024,300 x 250,2,0,R$000 ,0.0
GGE,Portal NE10,16/01/2024,300 x 250,5,0,R$000 ,0.0
GGE,Portal NE10,26/01/2024,300 x 250,3,0,R$000 ,0.0
GGE,Portal NE10,29/01/2024,300 x 250,6,0,R$000 ,0.0
GGE,Portal NE10,30/01/2024,300 x 250,2,0,R$000 ,0.0
GGE,Portal NE10,01/01/2024,300 x 250,5011,5,R$000 ,0.0
GGE,Portal NE10,02/01/2024,300 x 250,5163,1,R$000 ,0.0
GGE,Portal NE10,03/01/2024,300 x 250,4350,1,R$000 ,0.0
GGE,Portal NE10,04/01/2024,300 x 250,5246,2,R$000 ,0.0
GGE,Portal NE10,05/01/2024,300 x 250,5106,1,R$000 ,0.0
GGE,Portal NE10,06/01/2024,300 x 250,4662,6,R$000 ,0.0
GGE,Portal NE10,07/01/2024,300 x 250,4806,3,R$000 ,0.0
GGE,Portal NE10,08/01/2024,300 x 250,6988,2,R$000 ,0.0
GGE,Portal NE10,09/01/2024,300 x 250,5018,1,R$000 ,0.0
GGE,Portal NE10,10/01/2024,300 x 250,3711,4,R$000 ,0.0
GGE,Portal NE10,11/01/2024,300 x 250,4342,3,R$000 ,0.0
GGE,Portal NE10,12/01/2024,300 x 250,3540,3,R$000 ,0.0
GGE,Portal NE10,13/01/2024,300 x 250,4816,9,R$000 ,0.0
GGE,Portal NE10,14/01/2024,300 x 250,4432,4,R$000 ,0.0
GGE,Portal NE10,15/01/2024,300 x 250,6108,4,R$000 ,0.0
GGE,Portal NE10,16/01/2024,300 x 250,5771,4,R$000 ,0.0
GGE,Portal NE10,17/01/2024,300 x 250,4871,4,R$000 ,0.0
GGE,Portal NE10,18/01/2024,300 x 250,4765,3,R$000 ,0.0
GGE,Portal NE10,19/01/2024,300 x 250,5714,6,R$000 ,0.0
GGE,Portal NE10,20/01/2024,300 x 250,3138,0,R$000 ,0.0
GGE,Portal NE10,21/01/2024,300 x 250,3070,3,R$000 ,0.0
GGE,Portal NE10,22/01/2024,300 x 250,7469,5,R$000 ,0.0
GGE,Portal NE10,23/01/2024,300 x 250,6270,7,R$000 ,0.0
GGE,Portal NE10,24/01/2024,300 x 250,4546,1,R$000 ,0.0
GGE,Portal NE10,25/01/2024,300 x 250,3578,1,R$000 ,0.0
GGE,Portal NE10,26/01/2024,300 x 250,3322,2,R$000 ,0.0
GGE,Portal NE10,27/01/2024,300 x 250,4433,1,R$000 ,0.0
GGE,Portal NE10,28/01/2024,300 x 250,4446,3,R$000 ,0.0
GGE,Portal NE10,29/01/2024,300 x 250,5868,3,R$000 ,0.0
GGE,Portal NE10,30/01/2024,300 x 250,4189,5,R$000 ,0.0
GGE,Portal NE10,31/01/2024,300 x 250,4314,3,R$000 ,0.0
GGE,Portal NE10,01/01/2024,300 x 250,337,1,R$000 ,0.0
GGE,Portal NE10,02/01/2024,300 x 250,1366,0,R$000 ,0.0
GGE,Portal NE10,03/01/2024,300 x 250,957,0,R$000 ,0.0
GGE,Portal NE10,04/01/2024,300 x 250,455,1,R$000 ,0.0
GGE,Portal NE10,05/01/2024,300 x 250,440,0,R$000 ,0.0
GGE,Portal NE10,06/01/2024,300 x 250,76,0,R$000 ,0.0
GGE,Portal NE10,07/01/2024,300 x 250,49,0,R$000 ,0.0
GGE,Portal NE10,08/01/2024,300 x 250,535,0,R$000 ,0.0
GGE,Portal NE10,09/01/2024,300 x 250,893,0,R$000 ,0.0
GGE,Portal NE10,10/01/2024,300 x 250,207,0,R$000 ,0.0
GGE,Portal NE10,11/01/2024,300 x 250,47,0,R$000 ,0.0
GGE,Portal NE10,12/01/2024,300 x 250,79,0,R$000 ,0.0
GGE,Portal NE10,13/01/2024,300 x 250,82,0,R$000 ,0.0
GGE,Portal NE10,14/01/2024,300 x 250,64,0,R$000 ,0.0
GGE,Portal NE10,15/01/2024,300 x 250,334,0,R$000 ,0.0
GGE,Portal NE10,16/01/2024,300 x 250,186,0,R$000 ,0.0
GGE,Portal NE10,17/01/2024,300 x 250,2,0,R$000 ,0.0
GGE,Portal NE10,18/01/2024,300 x 250,1,0,R$000 ,0.0
GGE,Portal NE10,19/01/2024,300 x 250,12,0,R$000 ,0.0
GGE,Portal NE10,20/01/2024,300 x 250,263,0,R$000 ,0.0
GGE,Portal NE10,21/01/2024,300 x 250,228,0,R$000 ,0.0
GGE,Portal NE10,22/01/2024,300 x 250,265,0,R$000 ,0.0
GGE,Portal NE10,23/01/2024,300 x 250,130,0,R$000 ,0.0
GGE,Portal NE10,24/01/2024,300 x 250,65,0,R$000 ,0.0
