Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida
Não Identificado,Portal NE10,01/01/2024,0 x 0,61,0,R$016 ,9.6
Não Identificado,Portal NE10,02/01/2024,0 x 0,65,1,R$008 ,4.8
Não Identificado,Portal NE10,03/01/2024,0 x 0,58,0,R$008 ,4.8
Não Identificado,Portal NE10,04/01/2024,0 x 0,48,0,R$010 ,6.0
Não Identificado,Portal NE10,05/01/2024,0 x 0,59,1,R$017 ,10.2
Não Identificado,Portal NE10,06/01/2024,0 x 0,50,0,R$007 ,4.2
Não Identificado,Portal NE10,07/01/2024,0 x 0,23,0,R$006 ,3.6
Não Identificado,Portal NE10,08/01/2024,0 x 0,53,0,R$011 ,6.6
Não Identificado,Portal NE10,09/01/2024,0 x 0,26,0,R$005 ,3.0
Não Identificado,Portal NE10,10/01/2024,0 x 0,27,0,R$004 ,2.4
Não Identificado,Portal NE10,11/01/2024,0 x 0,36,0,R$010 ,6.0
Não Identificado,Portal NE10,12/01/2024,0 x 0,48,0,R$010 ,6.0
Não Identificado,Portal NE10,13/01/2024,0 x 0,78,0,R$015 ,9.0
Não Identificado,Portal NE10,14/01/2024,0 x 0,52,0,R$007 ,4.2
Não Identificado,Portal NE10,15/01/2024,0 x 0,71,0,R$014 ,8.4
Não Identificado,Portal NE10,16/01/2024,0 x 0,86,0,R$016 ,9.6
Não Identificado,Portal NE10,17/01/2024,0 x 0,58,0,R$012 ,7.2
Não Identificado,Portal NE10,18/01/2024,0 x 0,21,0,R$006 ,3.6
Não Identificado,Portal NE10,19/01/2024,0 x 0,42,0,R$006 ,3.6
Não Identificado,Portal NE10,20/01/2024,0 x 0,75,0,R$010 ,6.0
Não Identificado,Portal NE10,21/01/2024,0 x 0,189,0,R$028 ,16.8
Não Identificado,Portal NE10,22/01/2024,0 x 0,143,0,R$019 ,11.4
Não Identificado,Portal NE10,23/01/2024,0 x 0,105,0,R$020 ,12.0
Não Identificado,Portal NE10,24/01/2024,0 x 0,178,0,R$029 ,17.4
Não Identificado,Portal NE10,25/01/2024,0 x 0,212,0,R$048 ,28.8
Não Identificado,Portal NE10,26/01/2024,0 x 0,93,0,R$039 ,23.4
Não Identificado,Portal NE10,27/01/2024,0 x 0,93,0,R$010 ,6.0
Não Identificado,Portal NE10,28/01/2024,0 x 0,105,0,R$020 ,12.0
Não Identificado,Portal NE10,29/01/2024,0 x 0,155,0,R$016 ,9.6
Não Identificado,Portal NE10,30/01/2024,0 x 0,249,0,R$028 ,16.8
Não Identificado,Portal NE10,31/01/2024,0 x 0,176,0,R$020 ,12.0
Não Identificado,Portal NE10,01/01/2024,0 x 0,219,0,R$029 ,17.4
Não Identificado,Portal NE10,02/01/2024,0 x 0,725,0,R$040 ,24.0
Não Identificado,Portal NE10,03/01/2024,0 x 0,956,1,R$060 ,36.0
Não Identificado,Portal NE10,04/01/2024,0 x 0,1031,1,R$055 ,33.0
Não Identificado,Portal NE10,05/01/2024,0 x 0,769,2,R$106 ,63.6
Não Identificado,Portal NE10,06/01/2024,0 x 0,580,4,R$113 ,67.8
Não Identificado,Portal NE10,07/01/2024,0 x 0,245,0,R$025 ,15.0
Não Identificado,Portal NE10,08/01/2024,0 x 0,1010,1,R$087 ,52.2
Não Identificado,Portal NE10,09/01/2024,0 x 0,4452,3,R$470 ,282.0
Não Identificado,Portal NE10,10/01/2024,0 x 0,970,2,R$137 ,82.2
Não Identificado,Portal NE10,11/01/2024,0 x 0,1223,1,R$129 ,77.4
Não Identificado,Portal NE10,12/01/2024,0 x 0,1069,7,R$122 ,73.2
Não Identificado,Portal NE10,13/01/2024,0 x 0,811,1,R$109 ,65.4
Não Identificado,Portal NE10,14/01/2024,0 x 0,296,0,R$041 ,24.6
Não Identificado,Portal NE10,15/01/2024,0 x 0,634,0,R$082 ,49.2
Não Identificado,Portal NE10,16/01/2024,0 x 0,710,3,R$092 ,55.2
Não Identificado,Portal NE10,17/01/2024,0 x 0,2716,6,R$289 ,173.4
Não Identificado,Portal NE10,18/01/2024,0 x 0,1129,4,R$153 ,91.8
Não Identificado,Portal NE10,19/01/2024,0 x 0,1637,10,R$286 ,171.6
Não Identificado,Portal NE10,20/01/2024,0 x 0,788,2,R$140 ,84.0
Não Identificado,Portal NE10,21/01/2024,0 x 0,707,2,R$166 ,99.6
Não Identificado,Portal NE10,22/01/2024,0 x 0,993,2,R$170 ,102.0
Não Identificado,Portal NE10,23/01/2024,0 x 0,872,1,R$174 ,104.4
Não Identificado,Portal NE10,24/01/2024,0 x 0,1139,1,R$287 ,172.2
Não Identificado,Portal NE10,25/01/2024,0 x 0,1053,1,R$159 ,95.4
Não Identificado,Portal NE10,26/01/2024,0 x 0,637,0,R$096 ,57.6
Não Identificado,Portal NE10,27/01/2024,0 x 0,513,0,R$047 ,28.2
Não Identificado,Portal NE10,28/01/2024,0 x 0,286,0,R$033 ,19.8
Não Identificado,Portal NE10,29/01/2024,0 x 0,597,1,R$089 ,53.4
Não Identificado,Portal NE10,30/01/2024,0 x 0,357,0,R$048 ,28.8
Não Identificado,Portal NE10,31/01/2024,0 x 0,458,0,R$114 ,68.4
Não Identificado,Portal NE10,01/01/2024,0 x 0,4,0,R$000 ,0.0
Não Identificado,Portal NE10,21/01/2024,0 x 0,1,0,R$001 ,0.6
Não Identificado,Portal NE10,24/01/2024,0 x 0,3,0,R$000 ,0.0
Não Identificado,Portal NE10,25/01/2024,0 x 0,2,0,R$000 ,0.0
Não Identificado,Portal NE10,29/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Portal NE10,31/01/2024,0 x 0,2,0,R$001 ,0.6
Não Identificado,Portal NE10,09/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Portal NE10,01/01/2024,0 x 0,488,0,R$115 ,69.0
Não Identificado,Portal NE10,02/01/2024,0 x 0,730,0,R$190 ,114.0
Não Identificado,Portal NE10,03/01/2024,0 x 0,558,0,R$129 ,77.4
Não Identificado,Portal NE10,04/01/2024,0 x 0,529,0,R$188 ,112.8
Não Identificado,Portal NE10,05/01/2024,0 x 0,549,0,R$221 ,132.6
Não Identificado,Portal NE10,06/01/2024,0 x 0,288,1,R$114 ,68.4
Não Identificado,Portal NE10,07/01/2024,0 x 0,322,0,R$072 ,43.2
Não Identificado,Portal NE10,08/01/2024,0 x 0,540,0,R$262 ,157.2
Não Identificado,Portal NE10,09/01/2024,0 x 0,394,0,R$177 ,106.2
Não Identificado,Portal NE10,10/01/2024,0 x 0,199,1,R$080 ,48.0
Não Identificado,Portal NE10,11/01/2024,0 x 0,215,0,R$130 ,78.0
Não Identificado,Portal NE10,12/01/2024,0 x 0,253,0,R$224 ,134.4
Não Identificado,Portal NE10,13/01/2024,0 x 0,140,0,R$060 ,36.0
Não Identificado,Portal NE10,14/01/2024,0 x 0,105,0,R$042 ,25.2
Não Identificado,Portal NE10,15/01/2024,0 x 0,266,0,R$331 ,198.6
Não Identificado,Portal NE10,16/01/2024,0 x 0,237,0,R$281 ,168.6
Não Identificado,Portal NE10,17/01/2024,0 x 0,245,0,R$251 ,150.6
Não Identificado,Portal NE10,18/01/2024,0 x 0,129,0,R$119 ,71.4
Não Identificado,Portal NE10,19/01/2024,0 x 0,162,0,R$116 ,69.6
Não Identificado,Portal NE10,20/01/2024,0 x 0,198,1,R$110 ,66.0
Não Identificado,Portal NE10,21/01/2024,0 x 0,223,0,R$107 ,64.2
Não Identificado,Portal NE10,22/01/2024,0 x 0,878,1,R$517 ,310.2
Não Identificado,Portal NE10,23/01/2024,0 x 0,759,0,R$372 ,223.2
Não Identificado,Portal NE10,24/01/2024,0 x 0,808,0,R$275 ,165.0
Não Identificado,Portal NE10,25/01/2024,0 x 0,1137,0,R$478 ,286.8
Não Identificado,Portal NE10,26/01/2024,0 x 0,485,0,R$253 ,151.8
Não Identificado,Portal NE10,27/01/2024,0 x 0,519,0,R$128 ,76.8
Não Identificado,Portal NE10,28/01/2024,0 x 0,561,0,R$139 ,83.4
Não Identificado,Portal NE10,29/01/2024,0 x 0,1246,1,R$375 ,225.0
Não Identificado,Portal NE10,30/01/2024,0 x 0,2173,0,R$400 ,240.0
Não Identificado,Portal NE10,31/01/2024,0 x 0,1673,0,R$352 ,211.2
Não Identificado,Portal NE10,01/01/2024,0 x 0,41,0,R$002 ,1.2
Não Identificado,Portal NE10,02/01/2024,0 x 0,54,0,R$003 ,1.8
Não Identificado,Portal NE10,03/01/2024,0 x 0,22,0,R$001 ,0.6
Não Identificado,Portal NE10,04/01/2024,0 x 0,45,0,R$001 ,0.6
Não Identificado,Portal NE10,05/01/2024,0 x 0,31,0,R$001 ,0.6
Não Identificado,Portal NE10,06/01/2024,0 x 0,21,0,R$001 ,0.6
Não Identificado,Portal NE10,07/01/2024,0 x 0,15,0,R$001 ,0.6
Não Identificado,Portal NE10,08/01/2024,0 x 0,95,0,R$005 ,3.0
Não Identificado,Portal NE10,09/01/2024,0 x 0,55,0,R$002 ,1.2
Não Identificado,Portal NE10,10/01/2024,0 x 0,86,0,R$005 ,3.0
Não Identificado,Portal NE10,11/01/2024,0 x 0,44,0,R$002 ,1.2
Não Identificado,Portal NE10,12/01/2024,0 x 0,29,0,R$002 ,1.2
Não Identificado,Portal NE10,13/01/2024,0 x 0,45,0,R$003 ,1.8
Não Identificado,Portal NE10,14/01/2024,0 x 0,8,0,R$000 ,0.0
Não Identificado,Portal NE10,15/01/2024,0 x 0,85,0,R$003 ,1.8
Não Identificado,Portal NE10,16/01/2024,0 x 0,35,0,R$002 ,1.2
Não Identificado,Portal NE10,17/01/2024,0 x 0,88,0,R$005 ,3.0
Não Identificado,Portal NE10,18/01/2024,0 x 0,113,0,R$006 ,3.6
Não Identificado,Portal NE10,19/01/2024,0 x 0,109,0,R$005 ,3.0
Não Identificado,Portal NE10,20/01/2024,0 x 0,34,0,R$002 ,1.2
Não Identificado,Portal NE10,21/01/2024,0 x 0,15,0,R$001 ,0.6
Não Identificado,Portal NE10,22/01/2024,0 x 0,157,0,R$008 ,4.8
Não Identificado,Portal NE10,23/01/2024,0 x 0,155,0,R$007 ,4.2
Não Identificado,Portal NE10,24/01/2024,0 x 0,92,0,R$004 ,2.4
Não Identificado,Portal NE10,25/01/2024,0 x 0,91,0,R$004 ,2.4
Não Identificado,Portal NE10,26/01/2024,0 x 0,136,0,R$006 ,3.6
Não Identificado,Portal NE10,27/01/2024,0 x 0,27,0,R$001 ,0.6
Não Identificado,Portal NE10,28/01/2024,0 x 0,18,0,R$001 ,0.6
Não Identificado,Portal NE10,29/01/2024,0 x 0,157,0,R$007 ,4.2
Não Identificado,Portal NE10,30/01/2024,0 x 0,117,0,R$006 ,3.6
Não Identificado,Portal NE10,31/01/2024,0 x 0,136,0,R$006 ,3.6
Não Identificado,Portal NE10,01/01/2024,0 x 0,195,1,R$031 ,18.6
Não Identificado,Portal NE10,02/01/2024,0 x 0,527,0,R$087 ,52.2
Não Identificado,Portal NE10,03/01/2024,0 x 0,461,0,R$077 ,46.2
Não Identificado,Portal NE10,04/01/2024,0 x 0,88,2,R$030 ,18.0
Não Identificado,Portal NE10,05/01/2024,0 x 0,65,0,R$037 ,22.2
Não Identificado,Portal NE10,06/01/2024,0 x 0,45,1,R$028 ,16.8
Não Identificado,Portal NE10,07/01/2024,0 x 0,67,0,R$036 ,21.6
Não Identificado,Portal NE10,08/01/2024,0 x 0,47,1,R$021 ,12.6
Não Identificado,Portal NE10,09/01/2024,0 x 0,48,0,R$030 ,18.0
Não Identificado,Portal NE10,10/01/2024,0 x 0,60,0,R$027 ,16.2
Não Identificado,Portal NE10,11/01/2024,0 x 0,55,0,R$046 ,27.6
Não Identificado,Portal NE10,12/01/2024,0 x 0,176,1,R$033 ,19.8
Não Identificado,Portal NE10,13/01/2024,0 x 0,25,1,R$015 ,9.0
Não Identificado,Portal NE10,14/01/2024,0 x 0,38,0,R$009 ,5.4
Não Identificado,Portal NE10,15/01/2024,0 x 0,469,0,R$090 ,54.0
Não Identificado,Portal NE10,16/01/2024,0 x 0,57,0,R$035 ,21.0
Não Identificado,Portal NE10,17/01/2024,0 x 0,42,0,R$038 ,22.8
Não Identificado,Portal NE10,18/01/2024,0 x 0,45,1,R$037 ,22.2
Não Identificado,Portal NE10,19/01/2024,0 x 0,42,0,R$041 ,24.6
Não Identificado,Portal NE10,20/01/2024,0 x 0,25,0,R$032 ,19.2
Não Identificado,Portal NE10,21/01/2024,0 x 0,19,0,R$026 ,15.6
Não Identificado,Portal NE10,22/01/2024,0 x 0,34,0,R$023 ,13.8
Não Identificado,Portal NE10,23/01/2024,0 x 0,27,0,R$031 ,18.6
Não Identificado,Portal NE10,24/01/2024,0 x 0,14,0,R$041 ,24.6
Não Identificado,Portal NE10,25/01/2024,0 x 0,18,0,R$032 ,19.2
Não Identificado,Portal NE10,26/01/2024,0 x 0,20,0,R$051 ,30.6
Não Identificado,Portal NE10,27/01/2024,0 x 0,11,0,R$008 ,4.8
Não Identificado,Portal NE10,28/01/2024,0 x 0,14,0,R$002 ,1.2
Não Identificado,Portal NE10,29/01/2024,0 x 0,13,0,R$017 ,10.2
Não Identificado,Portal NE10,30/01/2024,0 x 0,12,0,R$012 ,7.2
Não Identificado,Portal NE10,31/01/2024,0 x 0,27,0,R$014 ,8.4
Não Identificado,Portal NE10,01/01/2024,0 x 0,20,0,R$008 ,4.8
Não Identificado,Portal NE10,02/01/2024,0 x 0,49,0,R$017 ,10.2
Não Identificado,Portal NE10,03/01/2024,0 x 0,43,0,R$007 ,4.2
Não Identificado,Portal NE10,04/01/2024,0 x 0,33,0,R$006 ,3.6
Não Identificado,Portal NE10,05/01/2024,0 x 0,50,0,R$004 ,2.4
Não Identificado,Portal NE10,06/01/2024,0 x 0,10,0,R$002 ,1.2
Não Identificado,Portal NE10,07/01/2024,0 x 0,5,0,R$001 ,0.6
Não Identificado,Portal NE10,08/01/2024,0 x 0,74,0,R$010 ,6.0
Não Identificado,Portal NE10,09/01/2024,0 x 0,14,0,R$005 ,3.0
Não Identificado,Portal NE10,11/01/2024,0 x 0,1,0,R$001 ,0.6
Não Identificado,Portal NE10,12/01/2024,0 x 0,5,0,R$006 ,3.6
Não Identificado,Portal NE10,13/01/2024,0 x 0,1,0,R$002 ,1.2
Não Identificado,Portal NE10,15/01/2024,0 x 0,4,0,R$006 ,3.6
Não Identificado,Portal NE10,17/01/2024,0 x 0,1,0,R$001 ,0.6
Não Identificado,Portal NE10,18/01/2024,0 x 0,1,0,R$001 ,0.6
Não Identificado,Portal NE10,19/01/2024,0 x 0,1,0,R$001 ,0.6
Não Identificado,Portal NE10,20/01/2024,0 x 0,4,0,R$002 ,1.2
Não Identificado,Portal NE10,21/01/2024,0 x 0,2,0,R$002 ,1.2
Não Identificado,Portal NE10,22/01/2024,0 x 0,20,0,R$003 ,1.8
Não Identificado,Portal NE10,23/01/2024,0 x 0,12,0,R$008 ,4.8
Não Identificado,Portal NE10,24/01/2024,0 x 0,16,0,R$003 ,1.8
Não Identificado,Portal NE10,25/01/2024,0 x 0,11,0,R$008 ,4.8
Não Identificado,Portal NE10,27/01/2024,0 x 0,10,0,R$004 ,2.4
Não Identificado,Portal NE10,28/01/2024,0 x 0,10,0,R$003 ,1.8
Não Identificado,Portal NE10,29/01/2024,0 x 0,42,0,R$007 ,4.2
Não Identificado,Portal NE10,30/01/2024,0 x 0,87,0,R$009 ,5.4
Não Identificado,Portal NE10,31/01/2024,0 x 0,78,0,R$015 ,9.0
Não Identificado,Portal NE10,01/01/2024,0 x 0,70,0,R$004 ,2.4
Não Identificado,Portal NE10,02/01/2024,0 x 0,130,3,R$014 ,8.4
Não Identificado,Portal NE10,03/01/2024,0 x 0,240,6,R$023 ,13.8
Não Identificado,Portal NE10,04/01/2024,0 x 0,305,1,R$026 ,15.6
Não Identificado,Portal NE10,05/01/2024,0 x 0,358,0,R$037 ,22.2
Não Identificado,Portal NE10,06/01/2024,0 x 0,328,2,R$039 ,23.4
Não Identificado,Portal NE10,07/01/2024,0 x 0,29,1,R$003 ,1.8
Não Identificado,Portal NE10,08/01/2024,0 x 0,176,0,R$020 ,12.0
Não Identificado,Portal NE10,09/01/2024,0 x 0,6095,15,R$892 ,535.2
Não Identificado,Portal NE10,10/01/2024,0 x 0,225,3,R$031 ,18.6
Não Identificado,Portal NE10,11/01/2024,0 x 0,159,1,R$026 ,15.6
Não Identificado,Portal NE10,12/01/2024,0 x 0,61,1,R$014 ,8.4
Não Identificado,Portal NE10,13/01/2024,0 x 0,18,0,R$016 ,9.6
Não Identificado,Portal NE10,14/01/2024,0 x 0,2,0,R$002 ,1.2
Não Identificado,Portal NE10,15/01/2024,0 x 0,70,0,R$014 ,8.4
Não Identificado,Portal NE10,16/01/2024,0 x 0,107,0,R$022 ,13.2
Não Identificado,Portal NE10,17/01/2024,0 x 0,84,2,R$013 ,7.8
Não Identificado,Portal NE10,18/01/2024,0 x 0,46,1,R$098 ,58.8
Não Identificado,Portal NE10,19/01/2024,0 x 0,362,4,R$098 ,58.8
Não Identificado,Portal NE10,20/01/2024,0 x 0,47,1,R$017 ,10.2
Não Identificado,Portal NE10,21/01/2024,0 x 0,86,0,R$032 ,19.2
Não Identificado,Portal NE10,22/01/2024,0 x 0,751,11,R$134 ,80.4
Não Identificado,Portal NE10,23/01/2024,0 x 0,44,0,R$015 ,9.0
Não Identificado,Portal NE10,24/01/2024,0 x 0,110,1,R$033 ,19.8
Não Identificado,Portal NE10,25/01/2024,0 x 0,164,0,R$052 ,31.2
Não Identificado,Portal NE10,26/01/2024,0 x 0,13,1,R$006 ,3.6
Não Identificado,Portal NE10,27/01/2024,0 x 0,22,0,R$016 ,9.6
Não Identificado,Portal NE10,28/01/2024,0 x 0,11,0,R$002 ,1.2
Não Identificado,Portal NE10,29/01/2024,0 x 0,34,1,R$012 ,7.2
Não Identificado,Portal NE10,30/01/2024,0 x 0,21,0,R$005 ,3.0
Não Identificado,Portal NE10,31/01/2024,0 x 0,13,0,R$011 ,6.6
Não Identificado,Interior,01/01/2024,0 x 0,597,0,R$082 ,49.2
Não Identificado,Interior,02/01/2024,0 x 0,489,0,R$093 ,55.8
Não Identificado,Interior,03/01/2024,0 x 0,251,0,R$040 ,24.0
Não Identificado,Interior,04/01/2024,0 x 0,117,0,R$020 ,12.0
Não Identificado,Interior,05/01/2024,0 x 0,104,0,R$022 ,13.2
Não Identificado,Interior,06/01/2024,0 x 0,939,0,R$242 ,145.2
Não Identificado,Interior,07/01/2024,0 x 0,167,0,R$039 ,23.4
Não Identificado,Interior,08/01/2024,0 x 0,119,0,R$028 ,16.8
Não Identificado,Interior,09/01/2024,0 x 0,115,0,R$022 ,13.2
Não Identificado,Interior,10/01/2024,0 x 0,58,0,R$013 ,7.8
Não Identificado,Interior,11/01/2024,0 x 0,124,0,R$029 ,17.4
Não Identificado,Interior,12/01/2024,0 x 0,87,0,R$037 ,22.2
Não Identificado,Interior,13/01/2024,0 x 0,84,0,R$023 ,13.8
Não Identificado,Interior,14/01/2024,0 x 0,61,0,R$032 ,19.2
Não Identificado,Interior,15/01/2024,0 x 0,74,0,R$029 ,17.4
Não Identificado,Interior,16/01/2024,0 x 0,86,0,R$019 ,11.4
Não Identificado,Interior,17/01/2024,0 x 0,50,0,R$027 ,16.2
Não Identificado,Interior,18/01/2024,0 x 0,33,0,R$018 ,10.8
Não Identificado,Interior,19/01/2024,0 x 0,34,0,R$014 ,8.4
Não Identificado,Interior,20/01/2024,0 x 0,83,1,R$053 ,31.8
Não Identificado,Interior,21/01/2024,0 x 0,38,0,R$021 ,12.6
Não Identificado,Interior,22/01/2024,0 x 0,90,0,R$035 ,21.0
Não Identificado,Interior,23/01/2024,0 x 0,200,0,R$055 ,33.0
Não Identificado,Interior,24/01/2024,0 x 0,217,0,R$214 ,128.4
Não Identificado,Interior,25/01/2024,0 x 0,60,0,R$034 ,20.4
Não Identificado,Interior,26/01/2024,0 x 0,38,0,R$009 ,5.4
Não Identificado,Interior,27/01/2024,0 x 0,72,0,R$021 ,12.6
Não Identificado,Interior,28/01/2024,0 x 0,87,0,R$024 ,14.4
Não Identificado,Interior,29/01/2024,0 x 0,105,1,R$035 ,21.0
Não Identificado,Interior,30/01/2024,0 x 0,187,0,R$065 ,39.0
Não Identificado,Interior,31/01/2024,0 x 0,116,0,R$110 ,66.0
Não Identificado,Interior,12/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,22/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,23/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,25/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,29/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,30/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,31/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,01/01/2024,0 x 0,521,3,R$051 ,30.6
Não Identificado,Interior,02/01/2024,0 x 0,1081,1,R$086 ,51.6
Não Identificado,Interior,03/01/2024,0 x 0,469,1,R$029 ,17.4
Não Identificado,Interior,04/01/2024,0 x 0,433,1,R$030 ,18.0
Não Identificado,Interior,05/01/2024,0 x 0,346,1,R$022 ,13.2
Não Identificado,Interior,06/01/2024,0 x 0,271,0,R$027 ,16.2
Não Identificado,Interior,07/01/2024,0 x 0,239,0,R$023 ,13.8
Não Identificado,Interior,08/01/2024,0 x 0,630,1,R$045 ,27.0
Não Identificado,Interior,09/01/2024,0 x 0,559,2,R$051 ,30.6
Não Identificado,Interior,10/01/2024,0 x 0,544,0,R$051 ,30.6
Não Identificado,Interior,11/01/2024,0 x 0,1358,1,R$088 ,52.8
Não Identificado,Interior,12/01/2024,0 x 0,1053,3,R$112 ,67.2
Não Identificado,Interior,13/01/2024,0 x 0,319,0,R$043 ,25.8
Não Identificado,Interior,14/01/2024,0 x 0,310,0,R$048 ,28.8
Não Identificado,Interior,15/01/2024,0 x 0,103,0,R$084 ,50.4
Não Identificado,Interior,16/01/2024,0 x 0,106,0,R$068 ,40.8
Não Identificado,Interior,17/01/2024,0 x 0,112,0,R$063 ,37.8
Não Identificado,Interior,18/01/2024,0 x 0,129,0,R$118 ,70.8
Não Identificado,Interior,19/01/2024,0 x 0,76,0,R$054 ,32.4
Não Identificado,Interior,20/01/2024,0 x 0,73,0,R$059 ,35.4
Não Identificado,Interior,21/01/2024,0 x 0,51,1,R$044 ,26.4
Não Identificado,Interior,22/01/2024,0 x 0,230,0,R$061 ,36.6
Não Identificado,Interior,23/01/2024,0 x 0,356,0,R$064 ,38.4
Não Identificado,Interior,24/01/2024,0 x 0,314,0,R$067 ,40.2
Não Identificado,Interior,25/01/2024,0 x 0,247,0,R$075 ,45.0
Não Identificado,Interior,26/01/2024,0 x 0,128,0,R$058 ,34.8
Não Identificado,Interior,27/01/2024,0 x 0,91,2,R$034 ,20.4
Não Identificado,Interior,28/01/2024,0 x 0,100,0,R$045 ,27.0
Não Identificado,Interior,29/01/2024,0 x 0,206,1,R$073 ,43.8
Não Identificado,Interior,30/01/2024,0 x 0,178,1,R$063 ,37.8
Não Identificado,Interior,31/01/2024,0 x 0,265,0,R$073 ,43.8
Não Identificado,Interior,01/01/2024,0 x 0,109,0,R$006 ,3.6
Não Identificado,Interior,02/01/2024,0 x 0,87,0,R$007 ,4.2
Não Identificado,Interior,03/01/2024,0 x 0,78,1,R$006 ,3.6
Não Identificado,Interior,04/01/2024,0 x 0,118,1,R$011 ,6.6
Não Identificado,Interior,05/01/2024,0 x 0,152,0,R$013 ,7.8
Não Identificado,Interior,06/01/2024,0 x 0,388,5,R$037 ,22.2
Não Identificado,Interior,07/01/2024,0 x 0,42,0,R$006 ,3.6
Não Identificado,Interior,08/01/2024,0 x 0,113,1,R$011 ,6.6
Não Identificado,Interior,09/01/2024,0 x 0,165,1,R$015 ,9.0
Não Identificado,Interior,10/01/2024,0 x 0,207,0,R$019 ,11.4
Não Identificado,Interior,11/01/2024,0 x 0,521,6,R$043 ,25.8
Não Identificado,Interior,12/01/2024,0 x 0,102,1,R$010 ,6.0
Não Identificado,Interior,13/01/2024,0 x 0,109,0,R$009 ,5.4
Não Identificado,Interior,14/01/2024,0 x 0,3,0,R$001 ,0.6
Não Identificado,Interior,15/01/2024,0 x 0,103,0,R$009 ,5.4
Não Identificado,Interior,16/01/2024,0 x 0,186,1,R$018 ,10.8
Não Identificado,Interior,17/01/2024,0 x 0,4,0,R$000 ,0.0
Não Identificado,Interior,18/01/2024,0 x 0,9,0,R$004 ,2.4
Não Identificado,Interior,19/01/2024,0 x 0,7,0,R$003 ,1.8
Não Identificado,Interior,20/01/2024,0 x 0,4,0,R$002 ,1.2
Não Identificado,Interior,21/01/2024,0 x 0,4,0,R$004 ,2.4
Não Identificado,Interior,22/01/2024,0 x 0,9,1,R$001 ,0.6
Não Identificado,Interior,23/01/2024,0 x 0,9,0,R$006 ,3.6
Não Identificado,Interior,24/01/2024,0 x 0,7,0,R$004 ,2.4
Não Identificado,Interior,25/01/2024,0 x 0,8,0,R$019 ,11.4
Não Identificado,Interior,26/01/2024,0 x 0,3,0,R$007 ,4.2
Não Identificado,Interior,28/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,29/01/2024,0 x 0,10,0,R$001 ,0.6
Não Identificado,Interior,30/01/2024,0 x 0,3,0,R$000 ,0.0
Não Identificado,Interior,31/01/2024,0 x 0,3,0,R$000 ,0.0
Não Identificado,Interior,01/01/2024,0 x 0,12,0,R$001 ,0.6
Não Identificado,Interior,02/01/2024,0 x 0,23,0,R$002 ,1.2
Não Identificado,Interior,03/01/2024,0 x 0,9,0,R$001 ,0.6
Não Identificado,Interior,04/01/2024,0 x 0,5,0,R$000 ,0.0
Não Identificado,Interior,05/01/2024,0 x 0,5,0,R$000 ,0.0
Não Identificado,Interior,06/01/2024,0 x 0,27,0,R$005 ,3.0
Não Identificado,Interior,07/01/2024,0 x 0,2,0,R$000 ,0.0
Não Identificado,Interior,08/01/2024,0 x 0,4,0,R$000 ,0.0
Não Identificado,Interior,09/01/2024,0 x 0,4,0,R$001 ,0.6
Não Identificado,Interior,10/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,11/01/2024,0 x 0,2,0,R$000 ,0.0
Não Identificado,Interior,14/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,15/01/2024,0 x 0,1,0,R$002 ,1.2
Não Identificado,Interior,16/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,17/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,19/01/2024,0 x 0,2,0,R$000 ,0.0
Não Identificado,Interior,23/01/2024,0 x 0,4,0,R$001 ,0.6
Não Identificado,Interior,24/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,27/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,28/01/2024,0 x 0,2,0,R$000 ,0.0
Não Identificado,Interior,29/01/2024,0 x 0,4,0,R$000 ,0.0
Não Identificado,Interior,30/01/2024,0 x 0,16,0,R$003 ,1.8
Não Identificado,Interior,31/01/2024,0 x 0,6,0,R$000 ,0.0
Não Identificado,Interior,25/01/2024,0 x 0,9,0,R$002 ,1.2
Não Identificado,Interior,12/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,13/01/2024,0 x 0,2,0,R$001 ,0.6
Não Identificado,Interior,01/01/2024,0 x 0,1,0,R$000 ,0.0
Não Identificado,Interior,04/01/2024,0 x 0,7,0,R$000 ,0.0
Não Identificado,Interior,09/01/2024,0 x 0,8,0,R$000 ,0.0
