Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,212,0,"R$0,48 ","0,288","2,2642"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,1053,1,"R$1,59 ","0,954","1,51"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,1137,0,"R$4,78 ","2,868","4,204"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,91,0,"R$0,04 ","0,024","0,4396"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,18,0,"R$0,32 ","0,192","17,7778"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,11,0,"R$0,08 ","0,048","7,2727"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,164,0,"R$0,52 ","0,312","3,1707"
Áudio (0x0),Interior,25/01/2024,0 x 0,60,0,"R$0,34 ","0,204","5,6667"
Áudio (0x0),Interior,25/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,25/01/2024,0 x 0,247,0,"R$0,75 ","0,45","3,0364"
Áudio (0x0),Interior,25/01/2024,0 x 0,8,0,"R$0,19 ","0,114","23,75"
Áudio (0x0),Interior,25/01/2024,0 x 0,9,0,"R$0,02 ","0,012","2,2222"
Áudio (0x0),Interior,25/01/2024,0 x 0,5,0,"R$0,02 ","0,012","4,0"
Áudio (0x0),Interior,25/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,6,0,"R$0,02 ","0,012","3,3333"
Áudio (0x0),JC Online,25/01/2024,0 x 0,52410,8,"R$138,08 ","82,848","2,6346"
Áudio (0x0),Jamildo,25/01/2024,0 x 0,221765,0,"R$525,43 ","315,258","2,3693"
Áudio (0x0),JC Online,25/01/2024,0 x 0,15,0,"R$0,02 ","0,012","1,3333"
Áudio (0x0),JC Online,25/01/2024,0 x 0,23100,29,"R$35,18 ","21,108","1,5229"
Áudio (0x0),Jamildo,25/01/2024,0 x 0,12548,0,"R$35,87 ","21,522","2,8586"
Áudio (0x0),Jamildo,25/01/2024,0 x 0,10399,15,"R$16,02 ","9,612","1,5405"
Áudio (0x0),Jamildo,25/01/2024,0 x 0,692,2,"R$4,60 ","2,76","6,6474"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,27,0,"R$0,03 ","0,018","1,1111"
Áudio (0x0),Social 1,25/01/2024,0 x 0,35306,2,"R$51,96 ","31,176","1,4717"
Áudio (0x0),Social 1,25/01/2024,0 x 0,35,0,"R$0,05 ","0,03","1,4286"
Áudio (0x0),Social 1,25/01/2024,0 x 0,3345,2,"R$6,19 ","3,714","1,8505"
Áudio (0x0),Social 1,25/01/2024,0 x 0,234,2,"R$2,54 ","1,524","10,8547"
Áudio (0x0),Blog do Torcedor,25/01/2024,0 x 0,20627,1,"R$38,24 ","22,944","1,8539"
Áudio (0x0),Blog do Torcedor,25/01/2024,0 x 0,3358,3,"R$5,29 ","3,174","1,5753"
Áudio (0x0),Blog do Torcedor,25/01/2024,0 x 0,185,3,"R$1,71 ","1,026","9,2432"
Áudio (0x0),Blog do Torcedor,25/01/2024,0 x 0,4,0,"R$0,02 ","0,012","5,0"
Áudio (0x0),JC Online,25/01/2024,0 x 0,1,0,"R$0,01 ","0,006","10,0"
Áudio (0x0),JC Online,25/01/2024,0 x 0,367,2,"R$4,05 ","2,43","11,0354"
Áudio (0x0),JC Online,25/01/2024,0 x 0,392,0,"R$0,66 ","0,396","1,6837"
Áudio (0x0),JC HTML,25/01/2024,0 x 0,1175,0,"R$3,14 ","1,884","2,6723"
Áudio (0x0),JC HTML,25/01/2024,0 x 0,51,1,"R$0,19 ","0,114","3,7255"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,264,0,"R$0,72 ","0,432","2,7273"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,129,2,"R$1,12 ","0,672","8,6822"
Áudio (0x0),Portal NE10,25/01/2024,0 x 0,2,0,"R$0,01 ","0,006","5,0"
Áudio (0x0),Rádio Jornal,25/01/2024,0 x 0,872,0,"R$2,37 ","1,422","2,7179"
Áudio (0x0),Rádio Jornal,25/01/2024,0 x 0,528,0,"R$0,72 ","0,432","1,3636"
Áudio (0x0),Rádio Jornal,25/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,25/01/2024,0 x 0,9,0,"R$0,06 ","0,036","6,6667"
Áudio (0x0),Rádio Jornal,25/01/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),TV Jornal,25/01/2024,0 x 0,1681,0,"R$4,20 ","2,52","2,4985"
Áudio (0x0),TV Jornal,25/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),TV Jornal,25/01/2024,0 x 0,3083,3,"R$3,78 ","2,268","1,2261"
Áudio (0x0),TV Jornal,25/01/2024,0 x 0,356,0,"R$0,95 ","0,57","2,6685"
Áudio (0x0),TV Jornal,25/01/2024,0 x 0,67,0,"R$0,49 ","0,294","7,3134"
Áudio (0x0),Interior,25/01/2024,0 x 0,4,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),TV Jornal,25/01/2024,0 x 0,19,0,"R$0,09 ","0,054","4,7368"
