Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,176,0,"R$0,20 ","0,12","1,1364"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,458,0,"R$1,14 ","0,684","2,4891"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,2,0,"R$0,01 ","0,006","5,0"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,1673,0,"R$3,52 ","2,112","2,104"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,136,0,"R$0,06 ","0,036","0,4412"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,27,0,"R$0,14 ","0,084","5,1852"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,78,0,"R$0,15 ","0,09","1,9231"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,13,0,"R$0,11 ","0,066","8,4615"
Áudio (0x0),Interior,31/01/2024,0 x 0,116,0,"R$1,10 ","0,66","9,4828"
Áudio (0x0),Interior,31/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,31/01/2024,0 x 0,265,0,"R$0,73 ","0,438","2,7547"
Áudio (0x0),Interior,31/01/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,31/01/2024,0 x 0,6,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,31/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,31/01/2024,0 x 0,27470,6,"R$62,85 ","37,71","2,288"
Áudio (0x0),Jamildo,31/01/2024,0 x 0,28633,0,"R$57,47 ","34,482","2,0071"
Áudio (0x0),JC Online,31/01/2024,0 x 0,13,0,"R$0,04 ","0,024","3,0769"
Áudio (0x0),JC Online,31/01/2024,0 x 0,15278,30,"R$23,03 ","13,818","1,5074"
Áudio (0x0),Jamildo,31/01/2024,0 x 0,4714,0,"R$10,45 ","6,27","2,2168"
Áudio (0x0),Jamildo,31/01/2024,0 x 0,9460,9,"R$10,73 ","6,438","1,1342"
Áudio (0x0),Jamildo,31/01/2024,0 x 0,1646,4,"R$3,86 ","2,316","2,3451"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,21,0,"R$0,03 ","0,018","1,4286"
Áudio (0x0),Social 1,31/01/2024,0 x 0,24313,0,"R$43,89 ","26,334","1,8052"
Áudio (0x0),Social 1,31/01/2024,0 x 0,21,0,"R$0,03 ","0,018","1,4286"
Áudio (0x0),Social 1,31/01/2024,0 x 0,2903,2,"R$4,81 ","2,886","1,6569"
Áudio (0x0),Social 1,31/01/2024,0 x 0,443,6,"R$1,21 ","0,726","2,7314"
Áudio (0x0),Blog do Torcedor,31/01/2024,0 x 0,15817,0,"R$27,11 ","16,266","1,714"
Áudio (0x0),Blog do Torcedor,31/01/2024,0 x 0,2827,6,"R$4,17 ","2,502","1,4751"
Áudio (0x0),Blog do Torcedor,31/01/2024,0 x 0,272,0,"R$0,57 ","0,342","2,0956"
Áudio (0x0),Blog do Torcedor,31/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,31/01/2024,0 x 0,4,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,31/01/2024,0 x 0,188,2,"R$0,55 ","0,33","2,9255"
Áudio (0x0),JC Online,31/01/2024,0 x 0,411,0,"R$0,59 ","0,354","1,4355"
Áudio (0x0),JC HTML,31/01/2024,0 x 0,2051,1,"R$2,08 ","1,248","1,0141"
Áudio (0x0),JC HTML,31/01/2024,0 x 0,74,2,"R$0,28 ","0,168","3,7838"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,345,0,"R$0,63 ","0,378","1,8261"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,50,0,"R$0,19 ","0,114","3,8"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,31/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,31/01/2024,0 x 0,564,0,"R$1,31 ","0,786","2,3227"
Áudio (0x0),Rádio Jornal,31/01/2024,0 x 0,501,0,"R$0,67 ","0,402","1,3373"
Áudio (0x0),Rádio Jornal,31/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,31/01/2024,0 x 0,6,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,31/01/2024,0 x 0,4,0,"R$0,02 ","0,012","5,0"
Áudio (0x0),Rádio Jornal,31/01/2024,0 x 0,1,0,"R$0,02 ","0,012","20,0"
Áudio (0x0),TV Jornal,31/01/2024,0 x 0,730,0,"R$3,35 ","2,01","4,589"
Áudio (0x0),TV Jornal,31/01/2024,0 x 0,7,0,"R$0,02 ","0,012","2,8571"
Áudio (0x0),TV Jornal,31/01/2024,0 x 0,1110,2,"R$1,48 ","0,888","1,3333"
Áudio (0x0),TV Jornal,31/01/2024,0 x 0,225,0,"R$0,43 ","0,258","1,9111"
Áudio (0x0),TV Jornal,31/01/2024,0 x 0,14,0,"R$0,04 ","0,024","2,8571"
Áudio (0x0),Interior,31/01/2024,0 x 0,6,0,"R$0,01 ","0,006","1,6667"
Áudio (0x0),TV Jornal,31/01/2024,0 x 0,26,0,"R$0,10 ","0,06","3,8462"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,31/01/2024,300 x 250v,1,0,"R$0,03 ","0,018","30,0"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,31/01/2024,300 x 250v,6,0,"R$0,15 ","0,09","25,0"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,31/01/2024,480 x 360v,26,2,"R$0,66 ","0,396","25,3846"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,31/01/2024,300 x 250v,3,0,"R$0,08 ","0,048","26,6667"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,31/01/2024,640 x 480v,30,0,"R$0,76 ","0,456","25,3333"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,31/01/2024,640 x 480v,9,1,"R$0,23 ","0,138","25,5556"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,31/01/2024,300 x 250v,233,0,"R$5,87 ","3,522","25,1931"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,31/01/2024,300 x 250v,146,0,"R$3,68 ","2,208","25,2055"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,31/01/2024,300 x 250v,61,0,"R$1,54 ","0,924","25,2459"
