Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,148,0,"R$0,20 ","0,12","1,3514"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,995,2,"R$1,70 ","1,02","1,7085"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,891,1,"R$5,26 ","3,156","5,9035"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,157,0,"R$0,08 ","0,048","0,5096"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,34,0,"R$0,23 ","0,138","6,7647"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,21,0,"R$0,03 ","0,018","1,4286"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,751,11,"R$1,34 ","0,804","1,7843"
Áudio (0x0),Interior,22/01/2024,0 x 0,90,0,"R$0,35 ","0,21","3,8889"
Áudio (0x0),Interior,22/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,22/01/2024,0 x 0,230,0,"R$0,61 ","0,366","2,6522"
Áudio (0x0),Interior,22/01/2024,0 x 0,9,1,"R$0,01 ","0,006","1,1111"
Áudio (0x0),Interior,22/01/2024,0 x 0,14,0,"R$0,02 ","0,012","1,4286"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,4,0,"R$0,02 ","0,012","5,0"
Áudio (0x0),JC Online,22/01/2024,0 x 0,36963,17,"R$103,20 ","61,92","2,792"
Áudio (0x0),Jamildo,22/01/2024,0 x 0,64552,0,"R$206,02 ","123,612","3,1915"
Áudio (0x0),JC Online,22/01/2024,0 x 0,24,0,"R$0,03 ","0,018","1,25"
Áudio (0x0),JC Online,22/01/2024,0 x 0,38473,54,"R$53,93 ","32,358","1,4018"
Áudio (0x0),Jamildo,22/01/2024,0 x 0,5325,0,"R$14,70 ","8,82","2,7606"
Áudio (0x0),Jamildo,22/01/2024,0 x 0,17624,18,"R$23,34 ","14,004","1,3243"
Áudio (0x0),Jamildo,22/01/2024,0 x 0,499,4,"R$1,58 ","0,948","3,1663"
Áudio (0x0),JC Online,22/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,83,0,"R$0,17 ","0,102","2,0482"
Áudio (0x0),Social 1,22/01/2024,0 x 0,54656,2,"R$118,42 ","71,052","2,1666"
Áudio (0x0),Social 1,22/01/2024,0 x 0,60,0,"R$0,07 ","0,042","1,1667"
Áudio (0x0),Social 1,22/01/2024,0 x 0,6329,7,"R$12,07 ","7,242","1,9071"
Áudio (0x0),Social 1,22/01/2024,0 x 0,305,7,"R$1,47 ","0,882","4,8197"
Áudio (0x0),Blog do Torcedor,22/01/2024,0 x 0,26168,4,"R$41,78 ","25,068","1,5966"
Áudio (0x0),Blog do Torcedor,22/01/2024,0 x 0,2644,8,"R$4,06 ","2,436","1,5356"
Áudio (0x0),Blog do Torcedor,22/01/2024,0 x 0,214,0,"R$0,74 ","0,444","3,4579"
Áudio (0x0),JC Online,22/01/2024,0 x 0,383,0,"R$2,43 ","1,458","6,3446"
Áudio (0x0),JC Online,22/01/2024,0 x 0,357,0,"R$0,92 ","0,552","2,577"
Áudio (0x0),JC Classico,22/01/2024,0 x 0,2,0,"R$0,08 ","0,048","40,0"
Áudio (0x0),JC Classico,22/01/2024,0 x 0,232,0,"R$0,54 ","0,324","2,3276"
Áudio (0x0),JC HTML,22/01/2024,0 x 0,1069,0,"R$1,36 ","0,816","1,2722"
Áudio (0x0),JC HTML,22/01/2024,0 x 0,112,0,"R$0,27 ","0,162","2,4107"
Áudio (0x0),JC Online,22/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,150,0,"R$0,46 ","0,276","3,0667"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,73,0,"R$0,39 ","0,234","5,3425"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,1744,0,"R$3,65 ","2,19","2,0929"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,998,1,"R$1,32 ","0,792","1,3226"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,2,0,"R$0,01 ","0,006","5,0"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,101,1,"R$0,10 ","0,06","0,9901"
Áudio (0x0),Rádio Jornal,22/01/2024,0 x 0,10,0,"R$0,01 ","0,006","1,0"
Áudio (0x0),TV Jornal,22/01/2024,0 x 0,1386,0,"R$4,29 ","2,574","3,0952"
Áudio (0x0),TV Jornal,22/01/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),TV Jornal,22/01/2024,0 x 0,4479,4,"R$5,62 ","3,372","1,2547"
Áudio (0x0),TV Jornal,22/01/2024,0 x 0,1058,0,"R$1,19 ","0,714","1,1248"
Áudio (0x0),TV Jornal,22/01/2024,0 x 0,14,0,"R$0,12 ","0,072","8,5714"
Áudio (0x0),Portal NE10,22/01/2024,0 x 0,5,0,"R$0,01 ","0,006","2,0"
Áudio (0x0),TV Jornal,22/01/2024,0 x 0,27,0,"R$0,09 ","0,054","3,3333"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,22/01/2024,300 x 250v,9,0,"R$0,23 ","0,138","25,5556"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,22/01/2024,480 x 360v,46,0,"R$1,16 ","0,696","25,2174"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,22/01/2024,300 x 250v,4,0,"R$0,10 ","0,06","25,0"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,22/01/2024,640 x 480v,27,3,"R$0,68 ","0,408","25,1852"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,22/01/2024,640 x 480v,3,0,"R$0,08 ","0,048","26,6667"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,22/01/2024,300 x 250v,873,0,"R$22,00 ","13,2","25,2005"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,22/01/2024,300 x 250v,614,3,"R$15,47 ","9,282","25,1954"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,22/01/2024,300 x 250v,323,0,"R$8,14 ","4,884","25,2012"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,22/01/2024,300 x 250v,38,0,"R$0,96 ","0,576","25,2632"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,22/01/2024,300 x 250v,10134,64,"R$255,38 ","153,228","25,2003"
AGCLUB7 INTERACTIVE B.V/0000-00,Blog do Torcedor,22/01/2024,300 x 250v,296,0,"R$7,46 ","4,476","25,2027"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,22/01/2024,300 x 250v,29,0,"R$0,73 ","0,438","25,1724"
AGCLUB7 INTERACTIVE B.V/0000-00,JC HTML,22/01/2024,300 x 250v,62,0,"R$1,56 ","0,936","25,1613"
AGCLUB7 INTERACTIVE B.V/0000-00,Rádio Jornal,22/01/2024,300 x 250v,68,0,"R$1,71 ","1,026","25,1471"
AGCLUB7 INTERACTIVE B.V/0000-00,Rádio Jornal,22/01/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0"
AGCLUB7 INTERACTIVE B.V/0000-00,Rádio Jornal,22/01/2024,300 x 250v,2,0,"R$0,05 ","0,03","25,0"
AGCLUB7 INTERACTIVE B.V/0000-00,TV Jornal,22/01/2024,300 x 250v,89,0,"R$2,24 ","1,344","25,1685"
Amazon,Portal NE10,22/01/2024,1 x 1,3,0,"R$0,06 ","0,036","20,0"
Amazon,JC Online,22/01/2024,1 x 1,2,0,"R$0,01 ","0,006","5,0"
Amazon,Jamildo,22/01/2024,1 x 1,64,0,"R$0,22 ","0,132","3,4375"
Amazon,Social 1,22/01/2024,1 x 1,22,0,"R$0,06 ","0,036","2,7273"
Amazon,Social 1,22/01/2024,1 x 1,4,0,"R$0,01 ","0,006","2,5"
Amazon,Blog do Torcedor,22/01/2024,1 x 1,89,0,"R$0,31 ","0,186","3,4831"
Amazon,Blog do Torcedor,22/01/2024,1 x 1,18,0,"R$0,05 ","0,03","2,7778"
Amazon,JC Online,22/01/2024,1 x 1,179,0,"R$0,59 ","0,354","3,2961"
Amazon,JC Classico,22/01/2024,1 x 1,3,0,"R$0,03 ","0,018","10,0"
Amazon,Rádio Jornal,22/01/2024,1 x 1,2,0,"R$0,00 ","0,0","0,0"
Amazon,Rádio Jornal,22/01/2024,1 x 1,1,0,"R$0,00 ","0,0","0,0"
Amazon,TV Jornal,22/01/2024,1 x 1,9,0,"R$0,06 ","0,036","6,6667"
Amazon,TV Jornal,22/01/2024,1 x 1,4,0,"R$0,01 ","0,006","2,5"
Amazon,Interior,22/01/2024,1 x 1,1,0,"R$0,01 ","0,006","10,0"
AppNexus,Portal NE10,22/01/2024,1 x 1,40,0,"R$0,04 ","0,024","1,0"
AppNexus,Portal NE10,22/01/2024,Nativo,15,0,"R$0,01 ","0,006","0,6667"
AppNexus,Portal NE10,22/01/2024,1 x 1,293,0,"R$0,32 ","0,192","1,0922"
AppNexus,Portal NE10,22/01/2024,1 x 1,28,0,"R$0,03 ","0,018","1,0714"
AppNexus,Portal NE10,22/01/2024,480 x 360v,224,1,"R$0,02 ","0,012","0,0893"
AppNexus,Portal NE10,22/01/2024,1 x 1,4,0,"R$0,01 ","0,006","2,5"
AppNexus,Portal NE10,22/01/2024,480 x 360v,281,5,"R$0,40 ","0,24","1,4235"
AppNexus,Interior,22/01/2024,1 x 1,12,0,"R$0,04 ","0,024","3,3333"
AppNexus,Interior,22/01/2024,Nativo,7,0,"R$0,01 ","0,006","1,4286"
AppNexus,Interior,22/01/2024,1 x 1,27,0,"R$0,02 ","0,012","0,7407"
AppNexus,Interior,22/01/2024,480 x 360v,16,0,"R$0,01 ","0,006","0,625"
AppNexus,Portal NE10,22/01/2024,1 x 1,1,0,"R$0,00 ","0,0","0,0"
AppNexus,JC Online,22/01/2024,1 x 1,7407,0,"R$21,89 ","13,134","2,9553"
AppNexus,JC Online,22/01/2024,Nativo,48,0,"R$0,06 ","0,036","1,25"
AppNexus,Jamildo,22/01/2024,1 x 1,2297,0,"R$10,73 ","6,438","4,6713"
AppNexus,JC Online,22/01/2024,1 x 1,5692,0,"R$7,03 ","4,218","1,2351"
AppNexus,JC Online,22/01/2024,Nativo,1,0,"R$0,00 ","0,0","0,0"
AppNexus,Jamildo,22/01/2024,1 x 1,2179,0,"R$2,88 ","1,728","1,3217"
AppNexus,Jamildo,22/01/2024,1 x 1,87,0,"R$0,15 ","0,09","1,7241"
AppNexus,Jamildo,22/01/2024,480 x 360v,902,8,"R$0,45 ","0,27","0,4989"
AppNexus,Portal NE10,22/01/2024,480 x 360v,2,0,"R$0,00 ","0,0","0,0"
AppNexus,Portal NE10,22/01/2024,1 x 1,41,0,"R$0,04 ","0,024","0,9756"
AppNexus,Social 1,22/01/2024,1 x 1,10535,0,"R$26,70 ","16,02","2,5344"
AppNexus,Social 1,22/01/2024,Nativo,22,0,"R$0,04 ","0,024","1,8182"
AppNexus,Social 1,22/01/2024,1 x 1,1184,0,"R$1,68 ","1,008","1,4189"
AppNexus,Social 1,22/01/2024,480 x 360v,1102,16,"R$1,15 ","0,69","1,0436"
AppNexus,Blog do Torcedor,22/01/2024,1 x 1,1668,0,"R$3,77 ","2,262","2,2602"
AppNexus,Blog do Torcedor,22/01/2024,1 x 1,351,0,"R$0,52 ","0,312","1,4815"
AppNexus,Blog do Torcedor,22/01/2024,480 x 360v,319,4,"R$0,62 ","0,372","1,9436"
AppNexus,JC Online,22/01/2024,480 x 360v,1397,14,"R$0,46 ","0,276","0,3293"
AppNexus,JC Online,22/01/2024,1 x 1,76,0,"R$0,14 ","0,084","1,8421"
AppNexus,JC Classico,22/01/2024,1 x 1,1,0,"R$0,00 ","0,0","0,0"
AppNexus,JC Classico,22/01/2024,1 x 1,29,0,"R$0,04 ","0,024","1,3793"
AppNexus,JC HTML,22/01/2024,1 x 1,6,0,"R$0,01 ","0,006","1,6667"
AppNexus,JC Online,22/01/2024,1 x 1,3,0,"R$0,00 ","0,0","0,0"
AppNexus,Portal NE10,22/01/2024,1 x 1,21,0,"R$0,13 ","0,078","6,1905"
AppNexus,Portal NE10,22/01/2024,Nativo,3,0,"R$0,01 ","0,006","3,3333"
AppNexus,Portal NE10,22/01/2024,1 x 1,4,0,"R$0,00 ","0,0","0,0"
AppNexus,Portal NE10,22/01/2024,480 x 360v,9,0,"R$0,00 ","0,0","0,0"
AppNexus,Rádio Jornal,22/01/2024,1 x 1,432,0,"R$0,82 ","0,492","1,8981"
AppNexus,Rádio Jornal,22/01/2024,Nativo,47,0,"R$0,07 ","0,042","1,4894"
AppNexus,Rádio Jornal,22/01/2024,1 x 1,202,0,"R$0,16 ","0,096","0,7921"
AppNexus,Rádio Jornal,22/01/2024,1 x 1,5,0,"R$0,00 ","0,0","0,0"
AppNexus,Rádio Jornal,22/01/2024,1 x 1,9,0,"R$0,00 ","0,0","0,0"
AppNexus,Rádio Jornal,22/01/2024,480 x 360v,30,0,"R$0,04 ","0,024","1,3333"
AppNexus,Rádio Jornal,22/01/2024,1 x 1,3,0,"R$0,00 ","0,0","0,0"
AppNexus,TV Jornal,22/01/2024,1 x 1,85,0,"R$0,41 ","0,246","4,8235"
AppNexus,TV Jornal,22/01/2024,1 x 1,1389,0,"R$1,30 ","0,78","0,9359"
AppNexus,TV Jornal,22/01/2024,1 x 1,41,0,"R$0,04 ","0,024","0,9756"
AppNexus,TV Jornal,22/01/2024,480 x 360v,93,1,"R$0,14 ","0,084","1,5054"
BANCO BTG PACTUAL S.A / 0002-26,Portal NE10,22/01/2024,300 x 250,2,0,"R$0,02 ","0,012","10,0"
BANCO BTG PACTUAL S.A / 0002-26,Portal NE10,22/01/2024,320 x 50,2,0,"R$0,02 ","0,012","10,0"
BANCO BTG PACTUAL S.A / 0002-26,JC Online,22/01/2024,300 x 250,4245,2,"R$39,25 ","23,55","9,2462"
BANCO BTG PACTUAL S.A / 0002-26,JC Online,22/01/2024,320 x 50,4565,3,"R$42,21 ","25,326","9,2464"
