Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,108,0,"R$0,20 ","0,12","1,8519"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,873,1,"R$1,74 ","1,044","1,9931"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,770,0,"R$3,78 ","2,268","4,9091"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,155,0,"R$0,07 ","0,042","0,4516"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,27,0,"R$0,31 ","0,186","11,4815"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,13,0,"R$0,08 ","0,048","6,1538"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,44,0,"R$0,15 ","0,09","3,4091"
Áudio (0x0),Interior,23/01/2024,0 x 0,200,0,"R$0,55 ","0,33","2,75"
Áudio (0x0),Interior,23/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,23/01/2024,0 x 0,356,0,"R$0,64 ","0,384","1,7978"
Áudio (0x0),Interior,23/01/2024,0 x 0,9,0,"R$0,06 ","0,036","6,6667"
Áudio (0x0),Interior,23/01/2024,0 x 0,4,0,"R$0,01 ","0,006","2,5"
Áudio (0x0),Interior,23/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,23/01/2024,0 x 0,1,1,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,23/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,23/01/2024,0 x 0,53325,4,"R$152,03 ","91,218","2,851"
Áudio (0x0),Jamildo,23/01/2024,0 x 0,89060,0,"R$213,90 ","128,34","2,4018"
Áudio (0x0),JC Online,23/01/2024,0 x 0,22,0,"R$0,02 ","0,012","0,9091"
Áudio (0x0),JC Online,23/01/2024,0 x 0,33123,37,"R$44,53 ","26,718","1,3444"
Áudio (0x0),Jamildo,23/01/2024,0 x 0,10100,0,"R$25,54 ","15,324","2,5287"
Áudio (0x0),Jamildo,23/01/2024,0 x 0,14082,11,"R$18,10 ","10,86","1,2853"
