Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Não Identificado,Portal NE10,01/02/2024,0 x 0,236,0,"R$0,25 ","0,15","1,0593","R$1,06 ","63,14%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,165,0,"R$0,16 ","0,096","0,9697","R$0,94 ","60,00%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,163,0,"R$0,16 ","0,096","0,9816","R$0,98 ","55,83%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,145,0,"R$0,20 ","0,12","1,3793","R$1,38 ","53,79%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,101,0,"R$0,08 ","0,048","0,7921","R$0,84 ","51,49%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,103,0,"R$0,12 ","0,072","1,165","R$1,16 ","59,22%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,129,0,"R$0,17 ","0,102","1,3178","R$1,33 ","68,22%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,46,0,"R$0,11 ","0,066","2,3913","R$2,32 ","60,87%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,93,0,"R$0,20 ","0,12","2,1505","R$2,18 ","72,04%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,75,0,"R$0,18 ","0,108","2,4","R$2,37 ","72,00%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,47,0,"R$0,10 ","0,06","2,1277","R$2,05 ","55,32%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,77,0,"R$0,20 ","0,12","2,5974","R$2,65 ","70,13%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,53,0,"R$0,13 ","0,078","2,4528","R$2,36 ","66,04%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,42,0,"R$0,17 ","0,102","4,0476","R$3,93 ","69,05%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,121,0,"R$0,20 ","0,12","1,6529","R$1,68 ","55,83%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,100,0,"R$0,25 ","0,15","2,5","R$2,53 ","63,00%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,26,0,"R$0,07 ","0,042","2,6923","R$2,65 ","57,69%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,79,0,"R$0,19 ","0,114","2,4051","R$2,35 ","56,96%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,11 ","0,00%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,299,1,"R$0,24 ","0,144","0,8027","R$0,79 ","94,31%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,517,0,"R$0,65 ","0,39","1,2573","R$1,26 ","94,00%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,88,0,"R$0,19 ","0,114","2,1591","R$2,13 ","96,59%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,83,0,"R$0,06 ","0,036","0,7229","R$0,73 ","95,18%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,249,0,"R$0,26 ","0,156","1,0442","R$1,06 ","95,58%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,170,0,"R$0,16 ","0,096","0,9412","R$0,95 ","96,47%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,61,0,"R$0,05 ","0,03","0,8197","R$0,83 ","96,72%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,11,0,"R$0,01 ","0,006","0,9091","R$0,68 ","100,00%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,119,0,"R$0,10 ","0,06","0,8403","R$0,85 ","97,48%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,90,0,"R$0,10 ","0,06","1,1111","R$1,13 ","96,67%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,107,0,"R$0,08 ","0,048","0,7477","R$0,74 ","100,93%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,145,0,"R$0,11 ","0,066","0,7586","R$0,74 ","97,87%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,128,0,"R$0,11 ","0,066","0,8594","R$0,82 ","88,28%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,207,0,"R$0,14 ","0,084","0,6763","R$0,68 ","90,82%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,236,0,"R$0,16 ","0,096","0,678","R$0,69 ","97,88%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,194,0,"R$0,27 ","0,162","1,3918","R$1,39 ","97,42%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,74,0,"R$0,09 ","0,054","1,2162","R$1,25 ","87,84%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,110,0,"R$0,09 ","0,054","0,8182","R$0,84 ","96,36%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,7,0,"R$0,00 ","0,0","0,0","R$0,29 ","100,00%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$2,19 ","100,00%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$1,32 ","0,00%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,28 ","0,00%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,1911,0,"R$2,98 ","1,788","1,5594","R$1,56 ","60,53%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,1434,0,"R$2,65 ","1,59","1,848","R$1,85 ","62,76%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,493,0,"R$1,42 ","0,852","2,8803","R$2,88 ","70,67%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,552,0,"R$1,02 ","0,612","1,8478","R$1,85 ","65,10%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,1050,1,"R$2,46 ","1,476","2,3429","R$2,34 ","62,16%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,1243,0,"R$2,43 ","1,458","1,9549","R$1,95 ","58,08%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,1309,0,"R$2,42 ","1,452","1,8487","R$1,85 ","63,05%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,635,1,"R$1,74 ","1,044","2,7402","R$2,73 ","64,41%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,725,0,"R$1,66 ","0,996","2,2897","R$2,30 ","63,80%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,578,0,"R$1,28 ","0,768","2,2145","R$2,22 ","64,93%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,513,1,"R$1,40 ","0,84","2,729","R$2,73 ","63,92%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,649,0,"R$1,38 ","0,828","2,1263","R$2,13 ","61,71%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,529,1,"R$1,29 ","0,774","2,4386","R$2,43 ","61,19%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,717,0,"R$1,94 ","1,164","2,7057","R$2,71 ","65,69%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,1694,0,"R$4,10 ","2,46","2,4203","R$2,42 ","61,55%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,1591,0,"R$5,09 ","3,054","3,1992","R$3,20 ","67,88%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,636,0,"R$1,97 ","1,182","3,0975","R$3,10 ","71,50%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,732,0,"R$2,36 ","1,416","3,224","R$3,23 ","66,85%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,2647,2,"R$2,71 ","1,626","1,0238","R$1,02 ","93,05%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,1917,5,"R$2,13 ","1,278","1,1111","R$1,11 ","96,61%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,147,2,"R$0,54 ","0,324","3,6735","R$3,64 ","96,60%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,376,0,"R$1,01 ","0,606","2,6862","R$2,68 ","95,48%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,2515,7,"R$2,82 ","1,692","1,1213","R$1,12 ","95,03%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,2668,6,"R$2,80 ","1,68","1,0495","R$1,05 ","95,58%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,1607,3,"R$1,83 ","1,098","1,1388","R$1,14 ","96,58%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,87,0,"R$0,11 ","0,066","1,2644","R$1,21 ","100,00%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,1336,3,"R$1,47 ","0,882","1,1003","R$1,10 ","97,46%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,816,0,"R$1,61 ","0,966","1,973","R$1,97 ","88,73%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,1253,1,"R$0,74 ","0,444","0,5906","R$0,59 ","98,88%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,846,0,"R$0,66 ","0,396","0,7801","R$0,78 ","98,46%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,496,1,"R$0,52 ","0,312","1,0484","R$1,04 ","97,78%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,1313,1,"R$1,23 ","0,738","0,9368","R$0,94 ","95,81%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,3378,2,"R$3,32 ","1,992","0,9828","R$0,98 ","95,74%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,2905,7,"R$3,10 ","1,86","1,0671","R$1,07 ","97,97%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,811,1,"R$1,05 ","0,63","1,2947","R$1,30 ","97,41%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,572,2,"R$1,00 ","0,6","1,7483","R$1,75 ","93,36%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,24,1,"R$0,27 ","0,162","11,25","R$11,35 ","72,73%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,89,0,"R$0,30 ","0,18","3,3708","R$3,39 ","76,25%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,66,2,"R$0,41 ","0,246","6,2121","R$6,28 ","75,00%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,71,0,"R$0,23 ","0,138","3,2394","R$3,19 ","86,36%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,146,0,"R$0,64 ","0,384","4,3836","R$4,39 ","80,31%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,166,0,"R$0,39 ","0,234","2,3494","R$2,34 ","77,70%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,57,0,"R$0,48 ","0,288","8,4211","R$8,36 ","85,00%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,21,0,"R$0,34 ","0,204","16,1905","R$16,37 ","73,33%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,71,0,"R$0,60 ","0,36","8,4507","R$8,46 ","90,00%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,60,0,"R$0,39 ","0,234","6,5","R$6,46 ","81,48%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,41,0,"R$0,19 ","0,114","4,6341","R$4,60 ","68,42%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,29,0,"R$0,11 ","0,066","3,7931","R$3,81 ","66,67%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,21,0,"R$0,16 ","0,096","7,619","R$7,62 ","80,00%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,25,0,"R$0,10 ","0,06","4,0","R$3,84 ","82,61%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,14,0,"R$0,09 ","0,054","6,4286","R$6,66 ","71,43%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,110,1,"R$0,37 ","0,222","3,3636","R$3,34 ","81,82%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,62,0,"R$0,26 ","0,156","4,1935","R$4,17 ","85,19%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,129,0,"R$0,28 ","0,168","2,1705","R$2,15 ","74,40%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,100,0,"R$0,16 ","0,096","1,6","R$1,55 ","68,00%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,128,0,"R$0,13 ","0,078","1,0156","R$1,03 ","76,56%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,5,0,"R$0,02 ","0,012","4,0","R$3,74 ","40,00%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,7,0,"R$0,01 ","0,006","1,4286","R$2,03 ","42,86%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,119,0,"R$0,20 ","0,12","1,6807","R$1,70 ","63,87%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,112,0,"R$0,09 ","0,054","0,8036","R$0,81 ","67,86%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,96,0,"R$0,15 ","0,09","1,5625","R$1,60 ","77,08%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,95,0,"R$0,19 ","0,114","2,0","R$2,04 ","65,26%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,31,0,"R$0,07 ","0,042","2,2581","R$2,21 ","74,19%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,20,0,"R$0,04 ","0,024","2,0","R$2,10 ","60,00%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,10,0,"R$0,02 ","0,012","2,0","R$2,41 ","60,00%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,8,0,"R$0,01 ","0,006","1,25","R$1,50 ","75,00%"
Não Identificado,Portal NE10,13/02/2024,0 x 0,6,0,"R$0,02 ","0,012","3,3333","R$3,84 ","33,33%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,64,0,"R$0,04 ","0,024","0,625","R$0,57 ","87,50%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,60,0,"R$0,20 ","0,12","3,3333","R$3,28 ","71,67%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,77,0,"R$0,19 ","0,114","2,4675","R$2,53 ","68,83%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,22,0,"R$0,06 ","0,036","2,7273","R$2,66 ","40,91%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,9,0,"R$0,03 ","0,018","3,3333","R$3,61 ","55,56%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,5,0,"R$0,02 ","0,012","4,0","R$3,90 ","100,00%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,14,0,"R$0,32 ","0,192","22,8571","R$22,97 ","90,91%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,13,0,"R$0,08 ","0,048","6,1538","R$5,99 ","84,62%"
Não Identificado,Portal NE10,04/02/2024,0 x 0,12,0,"R$0,09 ","0,054","7,5","R$7,48 ","90,91%"
Não Identificado,Portal NE10,05/02/2024,0 x 0,19,0,"R$0,04 ","0,024","2,1053","R$1,88 ","77,78%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,17,0,"R$0,10 ","0,06","5,8824","R$5,67 ","93,33%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,54,0,"R$0,12 ","0,072","2,2222","R$2,23 ","92,00%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,21,0,"R$0,15 ","0,09","7,1429","R$7,17 ","92,86%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,13,0,"R$0,03 ","0,018","2,3077","R$2,46 ","91,67%"
Não Identificado,Portal NE10,10/02/2024,0 x 0,8,0,"R$0,01 ","0,006","1,25","R$1,86 ","87,50%"
Não Identificado,Portal NE10,11/02/2024,0 x 0,15,0,"R$0,05 ","0,03","3,3333","R$3,30 ","100,00%"
Não Identificado,Portal NE10,12/02/2024,0 x 0,3,1,"R$0,01 ","0,006","3,3333","R$4,87 ","100,00%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,26,1,"R$0,03 ","0,018","1,1538","R$1,29 ","80,77%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,5,0,"R$0,01 ","0,006","2,0","R$1,45 ","100,00%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,4,0,"R$0,00 ","0,0","0,0","R$0,99 ","50,00%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,1,0,"R$0,01 ","0,006","10,0","R$7,36 ","0,00%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,10,0,"R$0,02 ","0,012","2,0","R$2,32 ","100,00%"
Não Identificado,Interior,01/02/2024,0 x 0,45,0,"R$0,28 ","0,168","6,2222","R$6,19 ","57,78%"
Não Identificado,Interior,02/02/2024,0 x 0,40,0,"R$0,24 ","0,144","6,0","R$5,92 ","70,00%"
Não Identificado,Interior,03/02/2024,0 x 0,56,1,"R$0,56 ","0,336","10,0","R$10,02 ","75,00%"
Não Identificado,Interior,04/02/2024,0 x 0,64,1,"R$0,74 ","0,444","11,5625","R$11,63 ","84,38%"
Não Identificado,Interior,05/02/2024,0 x 0,55,0,"R$0,56 ","0,336","10,1818","R$10,11 ","69,09%"
Não Identificado,Interior,06/02/2024,0 x 0,39,0,"R$0,21 ","0,126","5,3846","R$5,41 ","79,49%"
Não Identificado,Interior,07/02/2024,0 x 0,65,3,"R$0,39 ","0,234","6,0","R$6,00 ","69,23%"
Não Identificado,Interior,08/02/2024,0 x 0,37,2,"R$0,29 ","0,174","7,8378","R$7,85 ","89,19%"
Não Identificado,Interior,09/02/2024,0 x 0,30,0,"R$0,24 ","0,144","8,0","R$7,97 ","73,33%"
Não Identificado,Interior,10/02/2024,0 x 0,32,0,"R$0,28 ","0,168","8,75","R$8,88 ","68,75%"
Não Identificado,Interior,11/02/2024,0 x 0,49,0,"R$0,43 ","0,258","8,7755","R$8,86 ","48,98%"
Não Identificado,Interior,12/02/2024,0 x 0,94,1,"R$0,76 ","0,456","8,0851","R$8,04 ","84,04%"
Não Identificado,Interior,13/02/2024,0 x 0,110,2,"R$0,68 ","0,408","6,1818","R$6,20 ","62,73%"
Não Identificado,Interior,14/02/2024,0 x 0,117,3,"R$0,72 ","0,432","6,1538","R$6,16 ","61,54%"
Não Identificado,Interior,15/02/2024,0 x 0,47,0,"R$0,35 ","0,21","7,4468","R$7,53 ","74,47%"
Não Identificado,Interior,16/02/2024,0 x 0,40,0,"R$0,27 ","0,162","6,75","R$6,65 ","57,50%"
Não Identificado,Interior,17/02/2024,0 x 0,36,0,"R$0,28 ","0,168","7,7778","R$7,83 ","69,44%"
Não Identificado,Interior,18/02/2024,0 x 0,23,0,"R$0,48 ","0,288","20,8696","R$21,03 ","60,87%"
Não Identificado,Interior,03/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,04 ","0,00%"
Não Identificado,Interior,04/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,68 ","0,00%"
Não Identificado,Interior,09/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,28 ","0,00%"
Não Identificado,Interior,11/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,05 ","0,00%"
Não Identificado,Interior,01/02/2024,0 x 0,202,1,"R$0,49 ","0,294","2,4257","R$2,41 ","92,57%"
Não Identificado,Interior,02/02/2024,0 x 0,86,0,"R$0,37 ","0,222","4,3023","R$4,29 ","96,51%"
Não Identificado,Interior,03/02/2024,0 x 0,178,1,"R$0,43 ","0,258","2,4157","R$2,40 ","97,75%"
Não Identificado,Interior,04/02/2024,0 x 0,333,1,"R$1,00 ","0,6","3,003","R$2,99 ","99,10%"
Não Identificado,Interior,05/02/2024,0 x 0,457,0,"R$0,76 ","0,456","1,663","R$1,66 ","97,81%"
Não Identificado,Interior,06/02/2024,0 x 0,563,1,"R$0,74 ","0,444","1,3144","R$1,32 ","97,69%"
Não Identificado,Interior,07/02/2024,0 x 0,617,0,"R$0,77 ","0,462","1,248","R$1,26 ","99,51%"
Não Identificado,Interior,08/02/2024,0 x 0,3,0,"R$0,01 ","0,006","3,3333","R$3,72 ","100,00%"
Não Identificado,Interior,09/02/2024,0 x 0,40,2,"R$0,39 ","0,234","9,75","R$9,86 ","87,50%"
Não Identificado,Interior,10/02/2024,0 x 0,41,0,"R$0,44 ","0,264","10,7317","R$10,71 ","100,00%"
Não Identificado,Interior,11/02/2024,0 x 0,54,0,"R$0,60 ","0,36","11,1111","R$11,13 ","100,00%"
Não Identificado,Interior,12/02/2024,0 x 0,60,0,"R$0,54 ","0,324","9,0","R$9,04 ","98,33%"
Não Identificado,Interior,13/02/2024,0 x 0,70,0,"R$0,62 ","0,372","8,8571","R$8,88 ","92,86%"
Não Identificado,Interior,14/02/2024,0 x 0,574,1,"R$1,00 ","0,6","1,7422","R$1,74 ","97,21%"
Não Identificado,Interior,15/02/2024,0 x 0,332,2,"R$0,77 ","0,462","2,3193","R$2,32 ","97,59%"
Não Identificado,Interior,16/02/2024,0 x 0,132,0,"R$0,46 ","0,276","3,4848","R$3,46 ","96,97%"
Não Identificado,Interior,17/02/2024,0 x 0,37,0,"R$0,29 ","0,174","7,8378","R$7,88 ","97,30%"
Não Identificado,Interior,18/02/2024,0 x 0,43,0,"R$0,39 ","0,234","9,0698","R$9,14 ","93,02%"
Não Identificado,Interior,01/02/2024,0 x 0,3,0,"R$0,05 ","0,03","16,6667","R$18,17 ","0,00%"
Não Identificado,Interior,02/02/2024,0 x 0,21,0,"R$0,04 ","0,024","1,9048","R$1,80 ","95,24%"
Não Identificado,Interior,03/02/2024,0 x 0,36,1,"R$0,03 ","0,018","0,8333","R$0,81 ","91,43%"
Não Identificado,Interior,04/02/2024,0 x 0,34,0,"R$0,07 ","0,042","2,0588","R$2,03 ","90,91%"
Não Identificado,Interior,05/02/2024,0 x 0,61,1,"R$0,14 ","0,084","2,2951","R$2,32 ","84,75%"
Não Identificado,Interior,06/02/2024,0 x 0,53,0,"R$0,04 ","0,024","0,7547","R$0,80 ","92,00%"
Não Identificado,Interior,07/02/2024,0 x 0,43,0,"R$0,08 ","0,048","1,8605","R$1,75 ","82,93%"
Não Identificado,Interior,08/02/2024,0 x 0,17,0,"R$0,12 ","0,072","7,0588","R$6,96 ","92,31%"
Não Identificado,Interior,09/02/2024,0 x 0,41,0,"R$0,02 ","0,012","0,4878","R$0,53 ","97,56%"
Não Identificado,Interior,10/02/2024,0 x 0,38,1,"R$0,13 ","0,078","3,4211","R$3,40 ","87,88%"
Não Identificado,Interior,11/02/2024,0 x 0,19,0,"R$0,10 ","0,06","5,2632","R$5,01 ","88,89%"
Não Identificado,Interior,12/02/2024,0 x 0,8,0,"R$0,03 ","0,018","3,75","R$3,21 ","62,50%"
Não Identificado,Interior,13/02/2024,0 x 0,10,0,"R$0,11 ","0,066","11,0","R$11,49 ","100,00%"
Não Identificado,Interior,14/02/2024,0 x 0,51,0,"R$0,06 ","0,036","1,1765","R$1,09 ","85,42%"
Não Identificado,Interior,15/02/2024,0 x 0,31,0,"R$0,03 ","0,018","0,9677","R$0,83 ","96,67%"
Não Identificado,Interior,16/02/2024,0 x 0,17,0,"R$0,03 ","0,018","1,7647","R$1,66 ","100,00%"
Não Identificado,Interior,17/02/2024,0 x 0,8,0,"R$0,01 ","0,006","1,25","R$1,09 ","100,00%"
Não Identificado,Interior,18/02/2024,0 x 0,11,0,"R$0,03 ","0,018","2,7273","R$2,66 ","100,00%"
Não Identificado,Interior,01/02/2024,0 x 0,16,0,"R$0,01 ","0,006","0,625","R$0,58 ","68,75%"
Não Identificado,Interior,02/02/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0","R$0,17 ","50,00%"
Não Identificado,Interior,03/02/2024,0 x 0,6,0,"R$0,00 ","0,0","0,0","R$0,41 ","33,33%"
Não Identificado,Interior,05/02/2024,0 x 0,12,0,"R$0,06 ","0,036","5,0","R$4,62 ","33,33%"
Não Identificado,Interior,06/02/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0","R$0,71 ","66,67%"
Não Identificado,Interior,07/02/2024,0 x 0,4,0,"R$0,01 ","0,006","2,5","R$2,01 ","0,00%"
Não Identificado,Interior,08/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,21 ","100,00%"
Não Identificado,Interior,11/02/2024,0 x 0,2,0,"R$0,02 ","0,012","10,0","R$8,45 ","100,00%"
Não Identificado,Interior,13/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$2,28 ","0,00%"
Não Identificado,Interior,14/02/2024,0 x 0,8,0,"R$0,01 ","0,006","1,25","R$0,70 ","75,00%"
Não Identificado,Interior,15/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,52 ","100,00%"
Não Identificado,Interior,16/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$4,53 ","0,00%"
Não Identificado,Interior,08/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,20 ","0,00%"
Não Identificado,Interior,18/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,28 ","0,00%"
Não Identificado,Interior,01/02/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0","R$0,44 ","0,00%"
Não Identificado,Interior,03/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,52 ","0,00%"
Não Identificado,Interior,04/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,13 ","0,00%"
Não Identificado,Interior,09/02/2024,0 x 0,1,1,"R$0,00 ","0,0","0,0","R$0,34 ","0,00%"
Não Identificado,Interior,12/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,62 ","0,00%"
Não Identificado,Interior,13/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$3,45 ","0,00%"
Não Identificado,Interior,14/02/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0","R$0,37 ","0,00%"
Não Identificado,Interior,15/02/2024,0 x 0,4,0,"R$0,00 ","0,0","0,0","R$0,27 ","0,00%"
Não Identificado,Interior,16/02/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0","R$0,40 ","0,00%"
Não Identificado,Interior,06/02/2024,0 x 0,1,1,"R$0,00 ","0,0","0,0","R$0,06 ","0,00%"
Não Identificado,Interior,07/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,04 ","0,00%"
Não Identificado,Portal NE10,01/02/2024,0 x 0,5,0,"R$0,01 ","0,006","2,0","R$1,24 ","60,00%"
Não Identificado,Portal NE10,02/02/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0","R$0,50 ","66,67%"
Não Identificado,Portal NE10,03/02/2024,0 x 0,4,0,"R$0,01 ","0,006","2,5","R$2,32 ","50,00%"
Não Identificado,Portal NE10,06/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,52 ","100,00%"
Não Identificado,Portal NE10,07/02/2024,0 x 0,9,0,"R$0,04 ","0,024","4,4444","R$4,03 ","22,22%"
Não Identificado,Portal NE10,08/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$1,37 ","0,00%"
Não Identificado,Portal NE10,09/02/2024,0 x 0,3,0,"R$0,01 ","0,006","3,3333","R$2,26 ","66,67%"
Não Identificado,Portal NE10,14/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,56 ","100,00%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,15 ","0,00%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,66 ","100,00%"
Não Identificado,Portal NE10,17/02/2024,0 x 0,5,0,"R$0,02 ","0,012","4,0","R$4,82 ","80,00%"
Não Identificado,Portal NE10,18/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$2,79 ","100,00%"
