Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Não Identificado,Portal NE10,12/02/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0","R$0,06 ","50,00%"
Não Identificado,Portal NE10,15/02/2024,0 x 0,1,0,"R$0,01 ","0,006","10,0","R$6,56 ","100,00%"
Não Identificado,Portal NE10,16/02/2024,0 x 0,1,0,"R$0,01 ","0,006","10,0","R$6,74 ","100,00%"
Não Identificado,JC Online,05/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,35 ","100,00%"
Não Identificado,JC Online,13/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$0,17 ","100,00%"
Não Identificado,TV Jornal,01/02/2024,0 x 0,34,0,"R$0,13 ","0,078","3,8235","R$3,76 ","70,37%"
Não Identificado,TV Jornal,02/02/2024,0 x 0,14,0,"R$0,08 ","0,048","5,7143","R$5,69 ","91,67%"
Não Identificado,TV Jornal,03/02/2024,0 x 0,26,0,"R$0,12 ","0,072","4,6154","R$4,47 ","58,33%"
Não Identificado,TV Jornal,04/02/2024,0 x 0,39,0,"R$0,18 ","0,108","4,6154","R$4,53 ","71,43%"
Não Identificado,TV Jornal,05/02/2024,0 x 0,32,0,"R$0,15 ","0,09","4,6875","R$4,57 ","64,29%"
Não Identificado,TV Jornal,06/02/2024,0 x 0,23,0,"R$0,14 ","0,084","6,087","R$6,20 ","57,89%"
Não Identificado,TV Jornal,07/02/2024,0 x 0,16,0,"R$0,07 ","0,042","4,375","R$4,53 ","42,86%"
Não Identificado,TV Jornal,08/02/2024,0 x 0,21,0,"R$0,17 ","0,102","8,0952","R$8,12 ","57,89%"
Não Identificado,TV Jornal,09/02/2024,0 x 0,5,0,"R$0,07 ","0,042","14,0","R$14,00 ","25,00%"
Não Identificado,TV Jornal,10/02/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0","R$4,28 ","100,00%"
Não Identificado,TV Jornal,11/02/2024,0 x 0,13,1,"R$0,12 ","0,072","9,2308","R$9,02 ","66,67%"
Não Identificado,TV Jornal,12/02/2024,0 x 0,27,0,"R$0,17 ","0,102","6,2963","R$6,20 ","80,00%"
Não Identificado,TV Jornal,13/02/2024,0 x 0,31,0,"R$0,19 ","0,114","6,129","R$6,03 ","50,00%"
Não Identificado,TV Jornal,14/02/2024,0 x 0,21,0,"R$0,14 ","0,084","6,6667","R$6,61 ","53,33%"
Não Identificado,TV Jornal,15/02/2024,0 x 0,27,0,"R$0,18 ","0,108","6,6667","R$6,72 ","65,22%"
Não Identificado,TV Jornal,16/02/2024,0 x 0,15,0,"R$0,10 ","0,06","6,6667","R$6,93 ","41,67%"
Não Identificado,TV Jornal,17/02/2024,0 x 0,7,0,"R$0,15 ","0,09","21,4286","R$21,01 ","42,86%"
Não Identificado,TV Jornal,18/02/2024,0 x 0,15,0,"R$0,12 ","0,072","8,0","R$7,73 ","71,43%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,01/02/2024,300 x 250v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,300 x 250v,17,0,"R$0,43 ","0,258","25,2941","R$25,20 ","83,33%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,03/02/2024,300 x 250v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","66,67%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,04/02/2024,300 x 250v,9,0,"R$0,23 ","0,138","25,5556","R$25,20 ","88,89%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,05/02/2024,300 x 250v,25,0,"R$0,63 ","0,378","25,2","R$25,20 ","68,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,06/02/2024,300 x 250v,23,0,"R$0,58 ","0,348","25,2174","R$25,20 ","58,33%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,01/02/2024,300 x 250v,19,0,"R$0,48 ","0,288","25,2632","R$25,20 ","57,89%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,300 x 250v,23,0,"R$0,58 ","0,348","25,2174","R$25,20 ","59,09%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,05/02/2024,300 x 250v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","33,33%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,06/02/2024,300 x 250v,13,0,"R$0,33 ","0,198","25,3846","R$25,20 ","61,54%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,01/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,480 x 360v,57,1,"R$1,44 ","0,864","25,2632","R$25,20 ","72,41%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,04/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,05/02/2024,480 x 360v,24,0,"R$0,60 ","0,36","25,0","R$25,20 ","78,26%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,06/02/2024,480 x 360v,52,0,"R$1,31 ","0,786","25,1923","R$25,20 ","73,58%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,07/02/2024,480 x 360v,6,0,"R$0,15 ","0,09","25,0","R$25,20 ","83,33%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,14/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,15/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,16/02/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,18/02/2024,480 x 360v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,01/02/2024,300 x 250v,8,0,"R$0,20 ","0,12","25,0","R$25,20 ","62,50%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,300 x 250v,13,0,"R$0,33 ","0,198","25,3846","R$25,20 ","61,54%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,05/02/2024,300 x 250v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","66,67%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,01/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,04/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,05/02/2024,480 x 360v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,06/02/2024,480 x 360v,43,1,"R$1,08 ","0,648","25,1163","R$25,20 ","58,14%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,07/02/2024,480 x 360v,127,1,"R$3,20 ","1,92","25,1969","R$25,20 ","77,95%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,08/02/2024,480 x 360v,5,0,"R$0,13 ","0,078","26,0","R$25,20 ","75,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,11/02/2024,480 x 360v,10,0,"R$0,25 ","0,15","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,12/02/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,13/02/2024,480 x 360v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","33,33%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,14/02/2024,480 x 360v,21,0,"R$0,53 ","0,318","25,2381","R$25,20 ","95,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,15/02/2024,480 x 360v,53,0,"R$1,34 ","0,804","25,283","R$25,20 ","86,79%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,16/02/2024,480 x 360v,11,2,"R$0,28 ","0,168","25,4545","R$25,20 ","90,91%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,18/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","50,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,01/02/2024,300 x 250v,11,0,"R$0,28 ","0,168","25,4545","R$25,20 ","81,82%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,02/02/2024,300 x 250v,65,0,"R$1,64 ","0,984","25,2308","R$25,20 ","53,85%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,03/02/2024,300 x 250v,15,1,"R$0,38 ","0,228","25,3333","R$25,20 ","66,67%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,04/02/2024,300 x 250v,45,0,"R$1,13 ","0,678","25,1111","R$25,20 ","68,89%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,05/02/2024,300 x 250v,206,2,"R$5,19 ","3,114","25,1942","R$25,20 ","71,43%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,06/02/2024,300 x 250v,120,0,"R$3,02 ","1,812","25,1667","R$25,20 ","65,29%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,05/02/2024,480 x 360v,5,0,"R$0,13 ","0,078","26,0","R$25,20 ","80,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,06/02/2024,480 x 360v,25,0,"R$0,63 ","0,378","25,2","R$25,20 ","80,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,07/02/2024,480 x 360v,94,3,"R$2,37 ","1,422","25,2128","R$25,20 ","88,54%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,08/02/2024,480 x 360v,24,0,"R$0,60 ","0,36","25,0","R$25,20 ","95,65%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,11/02/2024,480 x 360v,14,0,"R$0,35 ","0,21","25,0","R$25,20 ","92,31%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,12/02/2024,480 x 360v,25,0,"R$0,63 ","0,378","25,2","R$25,20 ","92,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,13/02/2024,480 x 360v,18,0,"R$0,45 ","0,27","25,0","R$25,20 ","94,44%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,14/02/2024,480 x 360v,98,1,"R$2,47 ","1,482","25,2041","R$25,20 ","90,72%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,15/02/2024,480 x 360v,116,0,"R$2,92 ","1,752","25,1724","R$25,20 ","95,69%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,16/02/2024,480 x 360v,18,0,"R$0,45 ","0,27","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,18/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,05/02/2024,300 x 250v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,06/02/2024,300 x 250v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,01/02/2024,640 x 480v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,02/02/2024,640 x 480v,20,2,"R$0,50 ","0,3","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,03/02/2024,640 x 480v,10,0,"R$0,25 ","0,15","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,04/02/2024,640 x 480v,15,0,"R$0,38 ","0,228","25,3333","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,05/02/2024,640 x 480v,16,1,"R$0,40 ","0,24","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,06/02/2024,640 x 480v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,07/02/2024,640 x 480v,11,1,"R$0,28 ","0,168","25,4545","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,09/02/2024,640 x 480v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,10/02/2024,640 x 480v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,11/02/2024,640 x 480v,7,0,"R$0,18 ","0,108","25,7143","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,12/02/2024,640 x 480v,6,0,"R$0,15 ","0,09","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,13/02/2024,640 x 480v,14,0,"R$0,35 ","0,21","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,14/02/2024,640 x 480v,28,1,"R$0,71 ","0,426","25,3571","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,15/02/2024,640 x 480v,13,0,"R$0,33 ","0,198","25,3846","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,16/02/2024,640 x 480v,8,0,"R$0,20 ","0,12","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,17/02/2024,640 x 480v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,18/02/2024,640 x 480v,30,0,"R$0,76 ","0,456","25,3333","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,02/02/2024,640 x 480v,7,0,"R$0,18 ","0,108","25,7143","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,03/02/2024,640 x 480v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,04/02/2024,640 x 480v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,05/02/2024,640 x 480v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,06/02/2024,640 x 480v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,07/02/2024,640 x 480v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,09/02/2024,640 x 480v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,11/02/2024,640 x 480v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,12/02/2024,640 x 480v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,13/02/2024,640 x 480v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,14/02/2024,640 x 480v,6,0,"R$0,15 ","0,09","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,15/02/2024,640 x 480v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,17/02/2024,640 x 480v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,18/02/2024,640 x 480v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,15/02/2024,640 x 480v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,14/02/2024,640 x 480v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,300 x 250v,5,0,"R$0,13 ","0,078","26,0","R$25,20 ","40,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,01/02/2024,300 x 250v,340,1,"R$8,57 ","5,142","25,2059","R$25,20 ","69,79%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,02/02/2024,300 x 250v,4807,7,"R$121,14 ","72,684","25,2007","R$25,20 ","69,49%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,03/02/2024,300 x 250v,976,2,"R$24,60 ","14,76","25,2049","R$25,20 ","67,78%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,04/02/2024,300 x 250v,7851,15,"R$197,85 ","118,71","25,2006","R$25,20 ","79,46%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,05/02/2024,300 x 250v,5834,12,"R$147,02 ","88,212","25,2005","R$25,20 ","75,50%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,06/02/2024,300 x 250v,6654,7,"R$167,68 ","100,608","25,1999","R$25,20 ","73,21%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,01/02/2024,300 x 250v,365,0,"R$9,20 ","5,52","25,2055","R$25,20 ","67,57%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,02/02/2024,300 x 250v,2647,4,"R$66,70 ","40,02","25,1983","R$25,20 ","69,90%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,03/02/2024,300 x 250v,1066,3,"R$26,86 ","16,116","25,197","R$25,20 ","75,74%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,04/02/2024,300 x 250v,7089,10,"R$178,64 ","107,184","25,1996","R$25,20 ","78,02%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,05/02/2024,300 x 250v,12813,18,"R$322,89 ","193,734","25,2002","R$25,20 ","76,24%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,06/02/2024,300 x 250v,4594,5,"R$115,77 ","69,462","25,2003","R$25,20 ","68,39%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,01/02/2024,300 x 250v,171,1,"R$4,31 ","2,586","25,2047","R$25,20 ","74,42%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,02/02/2024,300 x 250v,867,1,"R$21,85 ","13,11","25,2018","R$25,20 ","66,89%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,03/02/2024,300 x 250v,132,0,"R$3,33 ","1,998","25,2273","R$25,20 ","79,71%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,04/02/2024,300 x 250v,256,0,"R$6,45 ","3,87","25,1953","R$25,20 ","70,30%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,05/02/2024,300 x 250v,944,2,"R$23,79 ","14,274","25,2013","R$25,20 ","67,18%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,06/02/2024,300 x 250v,1181,0,"R$29,76 ","17,856","25,199","R$25,20 ","68,88%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,01/02/2024,300 x 250v,55,0,"R$1,39 ","0,834","25,2727","R$25,20 ","70,91%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,01/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,02/02/2024,300 x 250v,365,0,"R$9,20 ","5,52","25,2055","R$25,20 ","69,95%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,02/02/2024,480 x 360v,892,7,"R$22,48 ","13,488","25,2018","R$25,20 ","90,62%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,03/02/2024,300 x 250v,42,0,"R$1,06 ","0,636","25,2381","R$25,20 ","80,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,03/02/2024,480 x 360v,33,1,"R$0,83 ","0,498","25,1515","R$25,20 ","81,25%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,04/02/2024,300 x 250v,95,0,"R$2,39 ","1,434","25,1579","R$25,20 ","73,96%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,04/02/2024,480 x 360v,20,0,"R$0,50 ","0,3","25,0","R$25,20 ","85,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,05/02/2024,300 x 250v,269,1,"R$6,78 ","4,068","25,2045","R$25,20 ","75,28%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,05/02/2024,480 x 360v,501,8,"R$12,63 ","7,578","25,2096","R$25,20 ","91,51%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,06/02/2024,300 x 250v,265,1,"R$6,68 ","4,008","25,2075","R$25,20 ","71,80%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,06/02/2024,480 x 360v,943,6,"R$23,76 ","14,256","25,1962","R$25,20 ","90,36%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,07/02/2024,480 x 360v,3082,20,"R$77,67 ","46,602","25,2012","R$25,20 ","91,05%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,08/02/2024,480 x 360v,2362,12,"R$59,52 ","35,712","25,199","R$25,20 ","92,26%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,09/02/2024,480 x 360v,75,2,"R$1,89 ","1,134","25,2","R$25,20 ","90,54%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,10/02/2024,480 x 360v,101,3,"R$2,55 ","1,53","25,2475","R$25,20 ","91,75%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,11/02/2024,480 x 360v,764,3,"R$19,25 ","11,55","25,1963","R$25,20 ","90,34%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,12/02/2024,480 x 360v,4020,12,"R$101,30 ","60,78","25,199","R$25,20 ","90,66%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,13/02/2024,480 x 360v,673,1,"R$16,96 ","10,176","25,2006","R$25,20 ","93,82%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,14/02/2024,480 x 360v,1592,2,"R$40,12 ","24,072","25,201","R$25,20 ","88,70%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,15/02/2024,480 x 360v,1354,3,"R$34,12 ","20,472","25,1994","R$25,20 ","90,96%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,16/02/2024,480 x 360v,1219,4,"R$30,72 ","18,432","25,201","R$25,20 ","91,09%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,17/02/2024,480 x 360v,25,0,"R$0,63 ","0,378","25,2","R$25,20 ","92,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,18/02/2024,480 x 360v,35,0,"R$0,88 ","0,528","25,1429","R$25,20 ","88,57%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,07/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","50,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,08/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","50,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,12/02/2024,480 x 360v,5,0,"R$0,13 ","0,078","26,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,15/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,16/02/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","75,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,07/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,08/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","30,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,11/02/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,13/02/2024,480 x 360v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","75,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,15/02/2024,480 x 360v,3,0,"R$0,08 ","0,048","26,6667","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,16/02/2024,480 x 360v,2,0,"R$0,05 ","0,03","25,0","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,02/02/2024,300 x 250v,12,0,"R$0,30 ","0,18","25,0","R$25,20 ","41,67%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,03/02/2024,300 x 250v,4,0,"R$0,10 ","0,06","25,0","R$25,20 ","25,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,04/02/2024,300 x 250v,8,0,"R$0,20 ","0,12","25,0","R$25,20 ","75,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,05/02/2024,300 x 250v,8,0,"R$0,20 ","0,12","25,0","R$25,20 ","12,50%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,06/02/2024,300 x 250v,23,0,"R$0,58 ","0,348","25,2174","R$25,20 ","43,48%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,01/02/2024,300 x 250v,180,0,"R$4,54 ","2,724","25,2222","R$25,20 ","71,82%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,02/02/2024,300 x 250v,7447,25,"R$187,66 ","112,596","25,1994","R$25,20 ","67,16%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,03/02/2024,300 x 250v,2074,3,"R$52,26 ","31,356","25,1977","R$25,20 ","69,99%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,04/02/2024,300 x 250v,4288,14,"R$108,06 ","64,836","25,2006","R$25,20 ","69,56%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,05/02/2024,300 x 250v,24355,95,"R$613,75 ","368,25","25,2002","R$25,20 ","61,52%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,06/02/2024,300 x 250v,38819,118,"R$978,24 ","586,944","25,2","R$25,20 ","65,75%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,02/02/2024,480 x 360v,51,0,"R$1,29 ","0,774","25,2941","R$25,20 ","94,12%"
