Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),6/1/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",370,0,"R$3,48 ","R$9,40 ","60,54%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),6/1/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",160,1,"R$1,50 ","R$9,40 ","88,75%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),6/1/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",17,0,"R$0,16 ","R$9,40 ","147,06%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),6/1/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",20,0,"R$0,19 ","R$9,40 ","125,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),6/2/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",455,0,"R$4,28 ","R$9,40 ","69,89%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),6/2/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",24,0,"R$0,23 ","R$9,40 ","87,50%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),6/1/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",4722,1,"R$44,39 ","R$9,40 ","97,37%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),6/1/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",236,0,"R$2,22 ","R$9,40 ","106,36%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),6/2/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",8362,6,"R$78,60 ","R$9,40 ","97,69%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),6/2/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",19,0,"R$0,18 ","R$9,40 ","94,74%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),6/1/2024,300 x 250,5614261589,",10869286,11238766,21737767482,21823750911,22691595915,",38,0,"R$0,36 ","R$9,40 ","68,42%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),6/2/2024,300 x 250,5614261589,",10869286,11238766,21737767482,21823750911,22691595915,",46,0,"R$0,43 ","R$9,40 ","58,70%"
