Anunciante,Bloco de anúncios,Data,Mês,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,10/07/2024,7,970 x 250,366,1,"3,25 ","1,95","R$8,89 ","66,67%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,10/07/2024,7,970 x 250,3177,2,"28,24 ","16,944","R$8,89 ","72,23%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Interior,10/07/2024,7,970 x 250,1881,2,"16,72 ","10,032","R$8,89 ","75,39%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Interior,10/07/2024,7,970 x 250,10,0,"0,09 ","0,054","R$8,89 ","50,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,10/07/2024,7,970 x 250,1,0,"0,01 ","0,006","R$8,89 ","0,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,JC Online,10/07/2024,7,970 x 250,478,0,"4,25 ","2,55","R$8,89 ","61,18%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Blog do Torcedor,10/07/2024,7,970 x 250,160,0,"1,42 ","0,852","R$8,89 ","73,75%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,10/07/2024,7,970 x 250,5,0,"0,04 ","0,024","R$8,89 ","100,00%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",JC Online,10/07/2024,7,970 x 250,24728,0,"488,38 ","293,028","R$19,75 ","66,40%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",JC Online,10/07/2024,7,970 x 250,76,0,"1,50 ","0,9","R$19,75 ","78,95%"
