Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Portal NE10,20/02/2024,300 x 250,1,0,"R$0,01 ","0,006","10,0","R$6,43 ","0,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Portal NE10,20/02/2024,320 x 50,1,0,"R$0,01 ","0,006","10,0","R$6,43 ","100,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Social 1,20/02/2024,300 x 250,1189,2,"R$7,65 ","4,59","6,434","R$6,43 ","56,28%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Social 1,20/02/2024,320 x 50,501,0,"R$3,22 ","1,932","6,4271","R$6,43 ","96,60%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Blog do Torcedor,20/02/2024,300 x 250,69,0,"R$0,44 ","0,264","6,3768","R$6,43 ","56,52%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Blog do Torcedor,20/02/2024,320 x 50,44,0,"R$0,28 ","0,168","6,3636","R$6,43 ","95,45%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Blog do Torcedor,20/02/2024,728 x 90,1,0,"R$0,01 ","0,006","10,0","R$6,43 ","100,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Blog do Torcedor,20/02/2024,970 x 250,5,0,"R$0,03 ","0,018","6,0","R$6,43 ","60,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Blog do Torcedor,20/02/2024,970 x 90,1,0,"R$0,01 ","0,006","10,0","R$6,43 ","0,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,JC HTML,20/02/2024,300 x 250,1,0,"R$0,01 ","0,006","10,0","R$6,43 ","100,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,JC HTML,20/02/2024,320 x 50,2,0,"R$0,01 ","0,006","5,0","R$6,43 ","50,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Portal NE10,20/02/2024,300 x 250,5,0,"R$0,03 ","0,018","6,0","R$6,43 ","40,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Portal NE10,20/02/2024,320 x 50,2,0,"R$0,01 ","0,006","5,0","R$6,43 ","100,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Portal NE10,20/02/2024,970 x 250,1,0,"R$0,01 ","0,006","10,0","R$6,43 ","100,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Rádio Jornal,20/02/2024,300 x 250,7,0,"R$0,05 ","0,03","7,1429","R$6,43 ","50,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,Rádio Jornal,20/02/2024,320 x 50,4,0,"R$0,03 ","0,018","7,5","R$6,43 ","100,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,TV Jornal,20/02/2024,300 x 250,10,0,"R$0,06 ","0,036","6,0","R$6,43 ","80,00%"
COPA ENERGIA DISTRIBUIDORA DE GAS S A / 0001-67,TV Jornal,20/02/2024,320 x 50,3,0,"R$0,02 ","0,012","6,6667","R$6,43 ","66,67%"
Digify International Limited,Portal NE10,20/02/2024,300 x 250,29,0,"R$0,11 ","0,066","3,7931","R$3,74 ","65,52%"
Digify International Limited,Portal NE10,20/02/2024,320 x 50,16,0,"R$0,06 ","0,036","3,75","R$3,74 ","68,75%"
Digify International Limited,Portal NE10,20/02/2024,300 x 250,52,0,"R$0,19 ","0,114","3,6538","R$3,74 ","57,69%"
Digify International Limited,Portal NE10,20/02/2024,320 x 50,36,0,"R$0,13 ","0,078","3,6111","R$3,74 ","83,33%"
Digify International Limited,Interior,20/02/2024,300 x 250,56,0,"R$0,21 ","0,126","3,75","R$3,74 ","57,14%"
Digify International Limited,Interior,20/02/2024,320 x 50,36,0,"R$0,13 ","0,078","3,6111","R$3,74 ","72,22%"
Digify International Limited,Interior,20/02/2024,728 x 90,1,0,"R$0,00 ","0,0","0,0","R$3,74 ","100,00%"
Digify International Limited,Portal NE10,20/02/2024,320 x 50,2,0,"R$0,01 ","0,006","5,0","R$3,74 ","100,00%"
Digify International Limited,JC Online,20/02/2024,300 x 250,5599,10,"R$20,93 ","12,558","3,7382","R$3,74 ","57,79%"
Digify International Limited,JC Online,20/02/2024,300 x 600,47,0,"R$0,18 ","0,108","3,8298","R$3,74 ","87,23%"
Digify International Limited,JC Online,20/02/2024,320 x 50,5396,4,"R$20,18 ","12,108","3,7398","R$3,74 ","94,51%"
Digify International Limited,JC Online,20/02/2024,728 x 90,35,0,"R$0,13 ","0,078","3,7143","R$3,74 ","71,43%"
Digify International Limited,JC Online,20/02/2024,970 x 250,10,0,"R$0,04 ","0,024","4,0","R$3,74 ","70,00%"
Digify International Limited,JC Online,20/02/2024,970 x 90,20,0,"R$0,07 ","0,042","3,5","R$3,74 ","70,00%"
Digify International Limited,Jamildo,20/02/2024,300 x 250,12881,21,"R$48,16 ","28,896","3,7388","R$3,74 ","45,81%"
Digify International Limited,Jamildo,20/02/2024,320 x 50,16434,30,"R$61,45 ","36,87","3,7392","R$3,74 ","98,10%"
Digify International Limited,Jamildo,20/02/2024,300 x 250,530,0,"R$1,98 ","1,188","3,7358","R$3,74 ","63,96%"
Digify International Limited,Jamildo,20/02/2024,300 x 600,4,0,"R$0,01 ","0,006","2,5","R$3,74 ","100,00%"
Digify International Limited,Jamildo,20/02/2024,320 x 50,126,1,"R$0,47 ","0,282","3,7302","R$3,74 ","77,78%"
Digify International Limited,Jamildo,20/02/2024,728 x 90,31,0,"R$0,12 ","0,072","3,871","R$3,74 ","54,84%"
Digify International Limited,Jamildo,20/02/2024,970 x 250,12,0,"R$0,04 ","0,024","3,3333","R$3,74 ","83,33%"
Digify International Limited,Jamildo,20/02/2024,970 x 90,1,0,"R$0,00 ","0,0","0,0","R$3,74 ","100,00%"
Digify International Limited,Portal NE10,20/02/2024,300 x 250,9,0,"R$0,03 ","0,018","3,3333","R$3,74 ","77,78%"
Digify International Limited,Portal NE10,20/02/2024,320 x 50,10,0,"R$0,04 ","0,024","4,0","R$3,74 ","100,00%"
Digify International Limited,Social 1,20/02/2024,300 x 250,41175,37,"R$153,95 ","92,37","3,7389","R$3,74 ","52,94%"
Digify International Limited,Social 1,20/02/2024,320 x 50,31058,47,"R$116,13 ","69,678","3,7391","R$3,74 ","98,06%"
Digify International Limited,Social 1,20/02/2024,728 x 90,58,0,"R$0,22 ","0,132","3,7931","R$3,74 ","50,00%"
Digify International Limited,Social 1,20/02/2024,970 x 250,14,0,"R$0,05 ","0,03","3,5714","R$3,74 ","71,43%"
Digify International Limited,Social 1,20/02/2024,970 x 90,8,0,"R$0,03 ","0,018","3,75","R$3,74 ","62,50%"
Digify International Limited,Social 1,20/02/2024,320 x 50,1,0,"R$0,00 ","0,0","0,0","R$3,74 ","100,00%"
Digify International Limited,Blog do Torcedor,20/02/2024,300 x 250,658,0,"R$2,46 ","1,476","3,7386","R$3,74 ","60,43%"
Digify International Limited,Blog do Torcedor,20/02/2024,300 x 600,3,0,"R$0,01 ","0,006","3,3333","R$3,74 ","100,00%"
Digify International Limited,Blog do Torcedor,20/02/2024,320 x 50,290,0,"R$1,08 ","0,648","3,7241","R$3,74 ","100,00%"
Digify International Limited,Blog do Torcedor,20/02/2024,728 x 90,7,0,"R$0,03 ","0,018","4,2857","R$3,74 ","71,43%"
Digify International Limited,Blog do Torcedor,20/02/2024,970 x 250,2,0,"R$0,01 ","0,006","5,0","R$3,74 ","50,00%"
Digify International Limited,Blog do Torcedor,20/02/2024,970 x 90,1,0,"R$0,00 ","0,0","0,0","R$3,74 ","0,00%"
Digify International Limited,JC HTML,20/02/2024,300 x 250,34,0,"R$0,13 ","0,078","3,8235","R$3,74 ","64,71%"
Digify International Limited,JC HTML,20/02/2024,320 x 50,25,0,"R$0,09 ","0,054","3,6","R$3,74 ","80,00%"
Digify International Limited,Portal NE10,20/02/2024,300 x 250,62,1,"R$0,23 ","0,138","3,7097","R$3,74 ","58,06%"
Digify International Limited,Portal NE10,20/02/2024,300 x 600,2,0,"R$0,01 ","0,006","5,0","R$3,74 ","100,00%"
Digify International Limited,Portal NE10,20/02/2024,320 x 50,45,0,"R$0,17 ","0,102","3,7778","R$3,74 ","82,22%"
Digify International Limited,Portal NE10,20/02/2024,728 x 90,2,0,"R$0,01 ","0,006","5,0","R$3,74 ","100,00%"
Digify International Limited,Portal NE10,20/02/2024,970 x 250,1,0,"R$0,00 ","0,0","0,0","R$3,74 ","0,00%"
Digify International Limited,Rádio Jornal,20/02/2024,300 x 250,273,0,"R$1,02 ","0,612","3,7363","R$3,74 ","55,88%"
Digify International Limited,Rádio Jornal,20/02/2024,320 x 50,201,0,"R$0,75 ","0,45","3,7313","R$3,74 ","80,00%"
Digify International Limited,Rádio Jornal,20/02/2024,728 x 90,1,0,"R$0,00 ","0,0","0,0","R$3,74 ","0,00%"
Digify International Limited,TV Jornal,20/02/2024,300 x 250,374,3,"R$1,40 ","0,84","3,7433","R$3,74 ","62,57%"
Digify International Limited,TV Jornal,20/02/2024,320 x 50,200,0,"R$0,75 ","0,45","3,75","R$3,74 ","79,50%"
Digify International Limited,TV Jornal,20/02/2024,728 x 90,2,0,"R$0,01 ","0,006","5,0","R$3,74 ","100,00%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,876,7,"R$1,27 ","0,762","1,4498","R$1,45 ","70,30%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,640 x 480v,3,0,"R$0,03 ","0,018","10,0","R$9,18 ","100,00%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,1 x 1,22,0,"R$0,02 ","0,012","0,9091","R$0,83 ","45,45%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,231,0,"R$0,33 ","0,198","1,4286","R$1,43 ","94,37%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,15,0,"R$0,05 ","0,03","3,3333","R$3,08 ","66,67%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,18593,66,"R$23,58 ","14,148","1,2682","R$1,27 ","66,89%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,2319,1,"R$2,68 ","1,608","1,1557","R$1,16 ","94,61%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,1425,0,"R$1,36 ","0,816","0,9544","R$0,96 ","81,33%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,110 x 195,956,23,"R$6,11 ","3,666","6,3912","R$6,39 ","75,39%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,480 x 360v,2,0,"R$0,00 ","0,0","0,0","R$0,79 ","50,00%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,1 x 1,109,0,"R$0,13 ","0,078","1,1927","R$1,19 ","49,54%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,110 x 195,270,3,"R$1,10 ","0,66","4,0741","R$4,09 ","94,81%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,110 x 195,31,0,"R$0,04 ","0,024","1,2903","R$1,18 ","61,29%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,110 x 195,3,1,"R$0,02 ","0,012","6,6667","R$5,41 ","100,00%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,110 x 195,24,0,"R$0,02 ","0,012","0,8333","R$0,63 ","83,33%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,28,1,"R$0,05 ","0,03","1,7857","R$1,65 ","53,57%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,110 x 195,207931,2150,"R$415,65 ","249,39","1,999","R$2,00 ","79,21%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,480 x 360v,6,0,"R$0,02 ","0,012","3,3333","R$3,46 ","50,00%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,640 x 480v,1,0,"R$0,00 ","0,0","0,0","R$1,24 ","100,00%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,110 x 195,1,0,"R$0,00 ","0,0","0,0","R$0,08 ","0,00%"
DoubleClick Ad Exchange (AdX),Jamildo,20/02/2024,110 x 195,691440,11940,"R$1611,79 ","967,074","2,3311","R$2,33 ","68,10%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,1 x 1,2807,19,"R$5,70 ","3,42","2,0306","R$2,03 ","39,04%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,110 x 195,28993,142,"R$51,15 ","30,69","1,7642","R$1,76 ","95,76%"
DoubleClick Ad Exchange (AdX),Jamildo,20/02/2024,110 x 195,28643,550,"R$65,44 ","39,264","2,2847","R$2,28 ","72,55%"
DoubleClick Ad Exchange (AdX),Jamildo,20/02/2024,110 x 195,15833,113,"R$29,06 ","17,436","1,8354","R$1,84 ","95,62%"
DoubleClick Ad Exchange (AdX),Jamildo,20/02/2024,110 x 195,4761,43,"R$6,36 ","3,816","1,3359","R$1,34 ","69,44%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,227,1,"R$0,29 ","0,174","1,2775","R$1,30 ","69,16%"
DoubleClick Ad Exchange (AdX),Social 1,20/02/2024,110 x 195,684490,4372,"R$939,41 ","563,646","1,3724","R$1,37 ","77,73%"
DoubleClick Ad Exchange (AdX),Social 1,20/02/2024,480 x 360v,1,0,"R$0,01 ","0,006","10,0","R$5,92 ","0,00%"
DoubleClick Ad Exchange (AdX),Social 1,20/02/2024,1 x 1,88531,606,"R$171,77 ","103,062","1,9402","R$1,94 ","37,33%"
DoubleClick Ad Exchange (AdX),Social 1,20/02/2024,110 x 195,31215,165,"R$56,53 ","33,918","1,811","R$1,81 ","93,07%"
DoubleClick Ad Exchange (AdX),Social 1,20/02/2024,110 x 195,52,1,"R$0,30 ","0,18","5,7692","R$5,76 ","98,00%"
DoubleClick Ad Exchange (AdX),Blog do Torcedor,20/02/2024,110 x 195,19986,210,"R$32,70 ","19,62","1,6361","R$1,64 ","79,79%"
DoubleClick Ad Exchange (AdX),Blog do Torcedor,20/02/2024,480 x 360v,2,0,"R$0,01 ","0,006","5,0","R$3,47 ","0,00%"
DoubleClick Ad Exchange (AdX),Blog do Torcedor,20/02/2024,1 x 1,289,1,"R$0,78 ","0,468","2,699","R$2,71 ","37,50%"
DoubleClick Ad Exchange (AdX),Blog do Torcedor,20/02/2024,110 x 195,5954,44,"R$14,25 ","8,55","2,3933","R$2,39 ","94,41%"
DoubleClick Ad Exchange (AdX),Blog do Torcedor,20/02/2024,110 x 195,41,0,"R$0,22 ","0,132","5,3659","R$5,26 ","100,00%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,110 x 195,4,0,"R$0,01 ","0,006","2,5","R$1,50 ","75,00%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,110 x 195,4091,19,"R$5,51 ","3,306","1,3469","R$1,35 ","70,29%"
DoubleClick Ad Exchange (AdX),JC Classico,20/02/2024,110 x 195,4,0,"R$0,01 ","0,006","2,5","R$3,38 ","50,00%"
DoubleClick Ad Exchange (AdX),JC HTML,20/02/2024,110 x 195,9086,54,"R$16,13 ","9,678","1,7753","R$1,78 ","63,98%"
DoubleClick Ad Exchange (AdX),JC HTML,20/02/2024,110 x 195,146,3,"R$2,75 ","1,65","18,8356","R$18,87 ","91,72%"
DoubleClick Ad Exchange (AdX),JC Online,20/02/2024,110 x 195,54,0,"R$0,35 ","0,21","6,4815","R$6,54 ","90,74%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,3835,27,"R$8,00 ","4,8","2,086","R$2,09 ","74,39%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,480 x 360v,3,0,"R$0,00 ","0,0","0,0","R$1,26 ","66,67%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,1 x 1,40,0,"R$0,07 ","0,042","1,75","R$1,73 ","2,50%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,590,0,"R$0,84 ","0,504","1,4237","R$1,43 ","96,95%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,110 x 195,132,0,"R$0,15 ","0,09","1,1364","R$1,13 ","74,05%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,110 x 195,8088,108,"R$15,94 ","9,564","1,9708","R$1,97 ","72,77%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,480 x 360v,22,0,"R$0,09 ","0,054","4,0909","R$4,18 ","39,13%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,Nativo,289,0,"R$0,19 ","0,114","0,6574","R$0,66 ","45,67%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,1 x 1,319,1,"R$0,73 ","0,438","2,2884","R$2,28 ","38,05%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,110 x 195,610,3,"R$1,63 ","0,978","2,6721","R$2,66 ","94,59%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,110 x 195,81,1,"R$0,09 ","0,054","1,1111","R$1,07 ","96,30%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,110 x 195,73,1,"R$0,07 ","0,042","0,9589","R$0,89 ","90,41%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,110 x 195,26,0,"R$0,03 ","0,018","1,1538","R$1,13 ","69,23%"
DoubleClick Ad Exchange (AdX),Rádio Jornal,20/02/2024,110 x 195,12,1,"R$0,03 ","0,018","2,5","R$2,78 ","91,67%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,110 x 195,10513,252,"R$58,27 ","34,962","5,5427","R$5,54 ","74,21%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,480 x 360v,3,0,"R$0,03 ","0,018","10,0","R$10,60 ","33,33%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,480 x 361v,1,0,"R$0,00 ","0,0","0,0","R$1,83 ","100,00%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,640 x 480v,27,0,"R$0,29 ","0,174","10,7407","R$10,78 ","41,67%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,Nativo,148,1,"R$0,13 ","0,078","0,8784","R$0,85 ","50,00%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,1 x 1,3120,31,"R$7,16 ","4,296","2,2949","R$2,29 ","41,11%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,110 x 195,2601,77,"R$24,25 ","14,55","9,3233","R$9,32 ","95,99%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,110 x 195,2580,7,"R$3,23 ","1,938","1,2519","R$1,25 ","94,88%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,110 x 195,32,2,"R$0,30 ","0,18","9,375","R$9,37 ","100,00%"
DoubleClick Ad Exchange (AdX),Interior,20/02/2024,110 x 195,66,0,"R$0,32 ","0,192","4,8485","R$4,89 ","83,33%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,480 x 361v,1,0,"R$0,00 ","0,0","0,0","R$0,32 ","100,00%"
DoubleClick Ad Exchange (AdX),Portal NE10,20/02/2024,640 x 480v,17,0,"R$0,10 ","0,06","5,8824","R$5,75 ","93,33%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,480 x 360v,4,0,"R$0,03 ","0,018","7,5","R$6,56 ","50,00%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,480 x 361v,1,0,"R$0,00 ","0,0","0,0","R$2,91 ","100,00%"
DoubleClick Ad Exchange (AdX),TV Jornal,20/02/2024,640 x 480v,215,0,"R$1,10 ","0,66","5,1163","R$5,09 ","72,22%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Portal NE10,20/02/2024,Nativo,33,0,"R$0,05 ","0,03","1,5152","R$1,65 ","63,64%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Portal NE10,20/02/2024,Nativo,80,0,"R$0,13 ","0,078","1,625","R$1,65 ","57,50%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Interior,20/02/2024,Nativo,99,1,"R$0,16 ","0,096","1,6162","R$1,65 ","27,27%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,JC Online,20/02/2024,300 x 250,12,0,"R$0,08 ","0,048","6,6667","R$6,38 ","58,33%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,JC Online,20/02/2024,Nativo,2780,3,"R$4,59 ","2,754","1,6511","R$1,65 ","37,89%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Jamildo,20/02/2024,300 x 250,25,0,"R$0,16 ","0,096","6,4","R$6,38 ","48,00%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Jamildo,20/02/2024,Nativo,4156,3,"R$6,86 ","4,116","1,6506","R$1,65 ","42,97%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Jamildo,20/02/2024,300 x 250,2,0,"R$0,01 ","0,006","5,0","R$6,38 ","0,00%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Portal NE10,20/02/2024,Nativo,1,0,"R$0,00 ","0,0","0,0","R$1,65 ","0,00%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Social 1,20/02/2024,300 x 250,9,0,"R$0,06 ","0,036","6,6667","R$6,38 ","77,78%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Social 1,20/02/2024,Nativo,8293,6,"R$13,68 ","8,208","1,6496","R$1,65 ","40,20%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Blog do Torcedor,20/02/2024,Nativo,167,1,"R$0,28 ","0,168","1,6766","R$1,65 ","41,32%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,JC HTML,20/02/2024,300 x 250,1,0,"R$0,01 ","0,006","10,0","R$6,38 ","0,00%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Portal NE10,20/02/2024,Nativo,33,0,"R$0,05 ","0,03","1,5152","R$1,65 ","15,15%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,Rádio Jornal,20/02/2024,Nativo,179,0,"R$0,30 ","0,18","1,676","R$1,65 ","39,11%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,TV Jornal,20/02/2024,300 x 250,2,0,"R$0,01 ","0,006","5,0","R$6,38 ","50,00%"
FCA Fiat Chrysler Automoveis Brasil LTDA | 0001-56,TV Jornal,20/02/2024,Nativo,178,0,"R$0,29 ","0,174","1,6292","R$1,65 ","39,33%"
GENERAL MOTORS,Blog do Torcedor,20/02/2024,480 x 360v,3102,3,"R$0,00 ","0,0","0,0","R$0,00 ","72,09%"
GENERAL MOTORS,Blog do Torcedor,20/02/2024,480 x 360v,1497,16,"R$0,00 ","0,0","0,0","R$0,00 ","90,57%"
GENERAL MOTORS,Rádio Jornal,20/02/2024,480 x 360v,7241,12,"R$0,00 ","0,0","0,0","R$0,00 ","63,54%"
GENERAL MOTORS,Rádio Jornal,20/02/2024,480 x 360v,213,0,"R$0,00 ","0,0","0,0","R$0,00 ","99,06%"
GENERAL MOTORS,Rádio Jornal,20/02/2024,480 x 360v,89,2,"R$0,00 ","0,0","0,0","R$0,00 ","83,33%"
GENERAL MOTORS,Rádio Jornal,20/02/2024,480 x 360v,29,0,"R$0,00 ","0,0","0,0","R$0,00 ","58,62%"
GENERAL MOTORS,TV Jornal,20/02/2024,480 x 360v,7515,20,"R$0,00 ","0,0","0,0","R$0,00 ","64,83%"
GENERAL MOTORS,TV Jornal,20/02/2024,480 x 360v,189,0,"R$0,00 ","0,0","0,0","R$0,00 ","98,94%"
GENERAL MOTORS,TV Jornal,20/02/2024,480 x 360v,273,4,"R$0,00 ","0,0","0,0","R$0,00 ","89,77%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,300 x 250,52,0,"R$0,15 ","0,09","2,8846","R$2,88 ","67,31%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,970 x 250,1,0,"R$0,00 ","0,0","0,0","R$2,88 ","100,00%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,300 x 250,294,2,"R$0,85 ","0,51","2,8912","R$2,88 ","74,15%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,728 x 90,1,0,"R$0,00 ","0,0","0,0","R$2,88 ","0,00%"
General Motors do Brasil Ltda /0001-50,Interior,20/02/2024,300 x 250,54,0,"R$0,16 ","0,096","2,963","R$2,88 ","57,41%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,300 x 250,1,0,"R$0,00 ","0,0","0,0","R$2,88 ","0,00%"
General Motors do Brasil Ltda /0001-50,JC Online,20/02/2024,300 x 250,21373,28,"R$61,51 ","36,906","2,8779","R$2,88 ","50,77%"
General Motors do Brasil Ltda /0001-50,JC Online,20/02/2024,300 x 600,1,0,"R$0,00 ","0,0","0,0","R$2,88 ","0,00%"
General Motors do Brasil Ltda /0001-50,JC Online,20/02/2024,728 x 90,13,0,"R$0,04 ","0,024","3,0769","R$2,88 ","61,54%"
General Motors do Brasil Ltda /0001-50,Jamildo,20/02/2024,300 x 250,48084,77,"R$138,39 ","83,034","2,8781","R$2,88 ","41,67%"
General Motors do Brasil Ltda /0001-50,Jamildo,20/02/2024,300 x 250,859,0,"R$2,47 ","1,482","2,8754","R$2,88 ","66,47%"
General Motors do Brasil Ltda /0001-50,Jamildo,20/02/2024,728 x 90,10,0,"R$0,03 ","0,018","3,0","R$2,88 ","70,00%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,300 x 250,12,0,"R$0,03 ","0,018","2,5","R$2,88 ","66,67%"
General Motors do Brasil Ltda /0001-50,Social 1,20/02/2024,300 x 250,152200,163,"R$438,03 ","262,818","2,878","R$2,88 ","50,27%"
General Motors do Brasil Ltda /0001-50,Social 1,20/02/2024,728 x 90,5,0,"R$0,01 ","0,006","2,0","R$2,88 ","40,00%"
General Motors do Brasil Ltda /0001-50,Blog do Torcedor,20/02/2024,300 x 250,2419,3,"R$6,96 ","4,176","2,8772","R$2,88 ","58,17%"
General Motors do Brasil Ltda /0001-50,Blog do Torcedor,20/02/2024,728 x 90,2,0,"R$0,01 ","0,006","5,0","R$2,88 ","100,00%"
General Motors do Brasil Ltda /0001-50,JC HTML,20/02/2024,300 x 250,212,0,"R$0,61 ","0,366","2,8774","R$2,88 ","62,26%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,300 x 250,113,1,"R$0,33 ","0,198","2,9204","R$2,88 ","53,10%"
General Motors do Brasil Ltda /0001-50,Portal NE10,20/02/2024,728 x 90,1,0,"R$0,00 ","0,0","0,0","R$2,88 ","100,00%"
General Motors do Brasil Ltda /0001-50,Rádio Jornal,20/02/2024,300 x 250,184,0,"R$0,53 ","0,318","2,8804","R$2,88 ","40,22%"
General Motors do Brasil Ltda /0001-50,TV Jornal,20/02/2024,300 x 250,768,0,"R$2,21 ","1,326","2,8776","R$2,88 ","60,18%"
Honda Automoveis do Brasil LTDA | 0016-09,Portal NE10,20/02/2024,300 x 250,118,0,"R$0,54 ","0,324","4,5763","R$4,61 ","46,61%"
