Advertiser,Ad unit,Date,Creative size,Advertiser ID,Ad unit ID,Total impressions,Total clicks,Total CPM and CPC revenue (R$),Total average eCPM (R$),Total Active View % viewable impressions
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » interstitial (23203901207),10/2/2024,300 x 250,4809145186,",10869286,11238766,21268726,23203901207,",4,1,"R$0,02 ","R$4,86 ","75,00%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,300 x 250,4809145186,",10869286,11238766,21722702436,",24,0,"R$0,12 ","R$4,86 ","75,00%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/2/2024,300 x 250,4809145186,",10869286,11238766,21722702436,",19,0,"R$0,09 ","R$4,86 ","55,56%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,300 x 250,4809145186,",10869286,11238766,21719551231,",153,1,"R$0,74 ","R$4,86 ","72,00%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/2/2024,300 x 250,4809145186,",10869286,11238766,21719551231,",41,1,"R$0,20 ","R$4,86 ","65,85%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/1/2024,300 x 250,4809145186,",10869286,11238766,23166879722,",1671,27,"R$8,12 ","R$4,86 ","75,88%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/2/2024,300 x 250,4809145186,",10869286,11238766,23166879722,",2324,10,"R$11,29 ","R$4,86 ","72,42%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » in-article (23198148525),10/1/2024,300 x 250,4809145186,",10869286,11238766,23166879722,23198148525,",6,0,"R$0,03 ","R$4,86 ","100,00%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » interstitial (23203901141),10/1/2024,300 x 250,4809145186,",10869286,11238766,23166879722,23203901141,",248,18,"R$1,20 ","R$4,86 ","93,95%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » interstitial (23203901141),10/2/2024,300 x 250,4809145186,",10869286,11238766,23166879722,23203901141,",194,15,"R$0,94 ","R$4,86 ","89,69%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,300 x 250,4809145186,",10869286,11238766,17743246,",113,2,"R$0,55 ","R$4,86 ","72,57%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,300 x 600,4809145186,",10869286,11238766,17743246,",162,0,"R$0,79 ","R$4,86 ","99,38%"
ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS / 0001-47,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/2/2024,300 x 250,4809145186,",10869286,11238766,17743246,",84,2,"R$0,41 ","R$4,86 ","71,43%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/1/2024,480 x 360v,26051566,",10869286,11238766,21723566961,21814819361,",11,0,"R$0,44 ","R$40,00 ","45,45%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/2/2024,480 x 360v,26051566,",10869286,11238766,21723566961,21814819361,",3,0,"R$0,12 ","R$40,00 ","100,00%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),10/1/2024,480 x 360v,26051566,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",2,0,"R$0,08 ","R$40,00 ","100,00%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/2/2024,480 x 360v,26051566,",10869286,11238766,21268726,21725415585,22462745544,",1,0,"R$0,04 ","R$40,00 ","100,00%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),10/1/2024,480 x 360v,26051566,",10869286,11238766,21268726,21814348402,",2,0,"R$0,08 ","R$40,00 ","50,00%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),10/2/2024,480 x 360v,26051566,",10869286,11238766,21268726,21814348402,",4,0,"R$0,16 ","R$40,00 ","100,00%"
Alelo - Companhia Brasileira de Soluções e Serviços/0001-25,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » in-article (23198148525),10/1/2024,480 x 360v,26051566,",10869286,11238766,23166879722,23198148525,",1,0,"R$0,04 ","R$40,00 ","100,00%"
Amazon,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,1 x 1,4794620520,",10869286,11238766,21723566961,",72,0,"R$0,50 ","R$6,95 ","52,78%"
Amazon,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/2/2024,1 x 1,4794620520,",10869286,11238766,21723566961,",70,0,"R$0,36 ","R$5,08 ","55,71%"
Amazon,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,1 x 1,4794620520,",10869286,11238766,21737767482,",319,0,"R$1,39 ","R$4,36 ","54,23%"
Amazon,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/2/2024,1 x 1,4794620520,",10869286,11238766,21737767482,",218,0,"R$0,88 ","R$4,04 ","65,14%"
Amazon,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482),10/1/2024,1 x 1,4794620520,",10869286,11238766,21737767482,23201951482,",68,0,"R$0,34 ","R$4,93 ","63,24%"
Amazon,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482),10/2/2024,1 x 1,4794620520,",10869286,11238766,21737767482,23201951482,",30,0,"R$0,05 ","R$1,77 ","66,67%"
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,",309,0,"R$3,59 ","R$11,63 ","56,63%"
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/2/2024,1 x 1,4794620520,",10869286,11238766,21268726,",679,0,"R$3,18 ","R$4,68 ","65,24%"
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22503128490,",18328,0,"R$66,67 ","R$3,64 ","56,87%"
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/2/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22503128490,",14859,0,"R$53,17 ","R$3,58 ","59,16%"
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22462745544,",132,0,"R$0,36 ","R$2,76 ","58,33%"
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/2/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22462745544,",593,0,"R$1,92 ","R$3,23 ","55,14%"
Amazon,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,1 x 1,4794620520,",10869286,11238766,21719551231,",25,0,"R$0,04 ","R$1,71 ","52,00%"
Amazon,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/2/2024,1 x 1,4794620520,",10869286,11238766,21719551231,",26,0,"R$0,05 ","R$2,06 ","42,31%"
Amazon,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,1 x 1,4794620520,",10869286,11238766,17743246,",4,0,"R$0,01 ","R$2,59 ","25,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766),10/1/2024,1 x 1,4538560236,",10869286,11238766,",9,0,"R$0,00 ","R$0,25 ","33,33%"
AppNexus,parceiros (10869286) » ne_10 (11238766),10/1/2024,Native,4538560236,",10869286,11238766,",9,0,"R$0,02 ","R$2,40 ","44,44%"
AppNexus,parceiros (10869286) » ne_10 (11238766),10/2/2024,1 x 1,4538560236,",10869286,11238766,",12,0,"R$0,00 ","R$0,00 ","58,33%"
AppNexus,parceiros (10869286) » ne_10 (11238766),10/2/2024,Native,4538560236,",10869286,11238766,",10,0,"R$0,02 ","R$2,39 ","30,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),10/1/2024,1 x 1,4538560236,",10869286,11238766,22834406532,",34,0,"R$0,06 ","R$1,64 ","79,41%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),10/2/2024,1 x 1,4538560236,",10869286,11238766,22834406532,",48,0,"R$0,07 ","R$1,48 ","85,42%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » entretenimento (21722649521),10/2/2024,1 x 1,4538560236,",10869286,11238766,21722649521,",1,0,"R$0,00 ","R$0,00 ","0,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,1 x 1,4538560236,",10869286,11238766,21723566961,",17,0,"R$0,07 ","R$3,99 ","41,18%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/2/2024,1 x 1,4538560236,",10869286,11238766,21723566961,",26,0,"R$0,02 ","R$0,70 ","50,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),10/1/2024,1 x 1,4538560236,",10869286,11238766,21723566961,22835570053,",4,0,"R$0,00 ","R$0,00 ","75,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),10/2/2024,1 x 1,4538560236,",10869286,11238766,21723566961,22835570053,",2,0,"R$0,00 ","R$0,00 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21723566961,21814819361,",162,0,"R$0,75 ","R$4,63 ","57,23%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21723566961,21814819361,",144,0,"R$1,26 ","R$8,73 ","67,86%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » in-article (21720229610),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21720229610,",1,0,"R$0,00 ","R$0,44 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » in-article (21720229610),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21720229610,",1,0,"R$0,00 ","R$0,33 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,",266,0,"R$0,13 ","R$0,49 ","51,50%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,Native,4538560236,",10869286,11238766,21737767482,",52,0,"R$0,12 ","R$2,36 ","32,69%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/2/2024,1 x 1,4538560236,",10869286,11238766,21737767482,",260,0,"R$0,14 ","R$0,56 ","39,23%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/2/2024,Native,4538560236,",10869286,11238766,21737767482,",21,0,"R$0,05 ","R$2,39 ","23,81%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),10/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,22834637125,",168,0,"R$0,10 ","R$0,62 ","55,36%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),10/2/2024,1 x 1,4538560236,",10869286,11238766,21737767482,22834637125,",160,0,"R$0,05 ","R$0,30 ","61,25%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482),10/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,23201951482,",20,0,"R$0,00 ","R$0,00 ","65,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482),10/2/2024,1 x 1,4538560236,",10869286,11238766,21737767482,23201951482,",13,0,"R$0,00 ","R$0,00 ","61,54%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482) » anchor (23202852290),10/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,23201951482,23202852290,",11,0,"R$0,00 ","R$0,00 ","54,55%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482) » anchor (23202852290),10/2/2024,1 x 1,4538560236,",10869286,11238766,21737767482,23201951482,23202852290,",6,0,"R$0,00 ","R$0,00 ","66,67%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21737767482,21823750911,",8,0,"R$0,01 ","R$1,70 ","75,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),10/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,21823750911,22691595915,",8,0,"R$0,00 ","R$0,01 ","50,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),10/2/2024,1 x 1,4538560236,",10869286,11238766,21737767482,21823750911,22691595915,",5,0,"R$0,00 ","R$0,00 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,",755,0,"R$1,32 ","R$1,75 ","63,71%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,Native,4538560236,",10869286,11238766,21268726,",81,0,"R$0,19 ","R$2,33 ","29,63%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,",1026,0,"R$1,95 ","R$1,90 ","59,32%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/2/2024,Native,4538560236,",10869286,11238766,21268726,",67,0,"R$0,16 ","R$2,37 ","31,34%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,22834992269,",1333,0,"R$1,77 ","R$1,33 ","83,42%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,22834992269,",1276,0,"R$1,05 ","R$0,83 ","84,64%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22667687894,",4,0,"R$0,00 ","R$0,64 ","25,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22667687894,",10,0,"R$0,01 ","R$0,53 ","60,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,",1891,0,"R$1,89 ","R$1,00 ","49,87%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,Native,4538560236,",10869286,11238766,21268726,21725415585,22503128490,",5,0,"R$0,01 ","R$2,40 ","60,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,",1766,0,"R$1,72 ","R$0,97 ","47,85%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/2/2024,Native,4538560236,",10869286,11238766,21268726,21725415585,22503128490,",7,0,"R$0,02 ","R$2,39 ","42,86%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",1521,0,"R$1,30 ","R$0,86 ","33,99%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",787,0,"R$0,85 ","R$1,07 ","45,74%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",7,0,"R$0,04 ","R$5,17 ","85,71%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",15,0,"R$0,09 ","R$5,80 ","80,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22462745544,",179,0,"R$0,05 ","R$0,28 ","50,28%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,Native,4538560236,",10869286,11238766,21268726,21725415585,22462745544,",4,0,"R$0,01 ","R$2,40 ","25,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22462745544,",397,0,"R$0,26 ","R$0,64 ","52,39%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » anchor (22835339397),10/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22462745544,22835339397,",17,0,"R$0,02 ","R$1,00 ","88,24%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » anchor (22835339397),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22462745544,22835339397,",17,0,"R$0,02 ","R$1,34 ","64,71%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » in-article (22473635649),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22462745544,22473635649,",4,0,"R$0,01 ","R$3,37 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » in-article (22473635649),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22462745544,22473635649,",7,0,"R$0,02 ","R$3,07 ","57,14%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21814348402,",158,1,"R$0,70 ","R$4,41 ","89,03%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21814348402,",222,0,"R$1,47 ","R$6,61 ","89,86%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),10/2/2024,1 x 1,4538560236,",10869286,11238766,21268726,21814348402,22691595903,",4,0,"R$0,01 ","R$2,73 ","0,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,1 x 1,4538560236,",10869286,11238766,21722702436,",8,0,"R$0,01 ","R$0,80 ","25,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,Native,4538560236,",10869286,11238766,21722702436,",7,0,"R$0,02 ","R$2,40 ","0,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/2/2024,1 x 1,4538560236,",10869286,11238766,21722702436,",9,0,"R$0,01 ","R$1,28 ","55,56%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/2/2024,Native,4538560236,",10869286,11238766,21722702436,",5,0,"R$0,01 ","R$2,39 ","20,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » anchor (22835337900),10/1/2024,1 x 1,4538560236,",10869286,11238766,21722702436,22835337900,",1,0,"R$0,00 ","R$0,05 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » in-article (22521807661),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21722702436,22521807661,",18,0,"R$0,03 ","R$1,91 ","82,35%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » in-article (22521807661),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21722702436,22521807661,",14,0,"R$0,11 ","R$7,58 ","78,57%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,",906,0,"R$0,03 ","R$0,04 ","96,91%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,Native,4538560236,",10869286,11238766,21719551231,",32,0,"R$0,08 ","R$2,40 ","37,50%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/2/2024,1 x 1,4538560236,",10869286,11238766,21719551231,",836,0,"R$0,69 ","R$0,82 ","97,01%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/2/2024,Native,4538560236,",10869286,11238766,21719551231,",16,0,"R$0,04 ","R$2,29 ","68,75%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),10/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,22834993604,",20,0,"R$0,00 ","R$0,00 ","70,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),10/2/2024,1 x 1,4538560236,",10869286,11238766,21719551231,22834993604,",12,0,"R$0,00 ","R$0,00 ","58,33%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),10/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,21798635724,22835868507,",1686,0,"R$0,02 ","R$0,01 ","100,83%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),10/2/2024,1 x 1,4538560236,",10869286,11238766,21719551231,21798635724,22835868507,",443,0,"R$0,00 ","R$0,00 ","95,94%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428),10/1/2024,480 x 360v,4538560236,",10869286,11238766,21719551231,21814456428,",13,0,"R$0,07 ","R$5,53 ","92,31%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428),10/2/2024,480 x 360v,4538560236,",10869286,11238766,21719551231,21814456428,",5,0,"R$0,02 ","R$4,19 ","80,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),10/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,21814456428,22691595906,",1,0,"R$0,00 ","R$0,00 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/1/2024,1 x 1,4538560236,",10869286,11238766,23166879722,",39417,0,"R$71,12 ","R$1,80 ","46,62%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/2/2024,1 x 1,4538560236,",10869286,11238766,23166879722,",74584,0,"R$149,80 ","R$2,01 ","48,38%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,1 x 1,4538560236,",10869286,11238766,23166879722,23197218187,",36590,0,"R$61,05 ","R$1,67 ","88,53%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/2/2024,1 x 1,4538560236,",10869286,11238766,23166879722,23197218187,",51018,0,"R$74,79 ","R$1,47 ","87,91%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,1 x 1,4538560236,",10869286,11238766,17743246,",1,0,"R$0,00 ","R$0,00 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/2/2024,1 x 1,4538560236,",10869286,11238766,17743246,",1,0,"R$0,00 ","R$0,00 ","100,00%"
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),10/1/2024,1 x 1,4538560236,",10869286,11238766,17743246,22834637230,",3,0,"R$0,00 ","R$0,00 ","100,00%"
BOTICARIO PRODUTOS DE BELEZA LTDA / 0719-54,parceiros (10869286) » ne_10 (11238766),10/2/2024,Native,5088749686,",10869286,11238766,",2,0,"R$0,00 ","R$0,00 ","100,00%"
BOTICARIO PRODUTOS DE BELEZA LTDA / 0719-54,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/2/2024,Native,5088749686,",10869286,11238766,21723566961,",106,1,"R$1,10 ","R$10,38 ","59,43%"
BOTICARIO PRODUTOS DE BELEZA LTDA / 0719-54,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/2/2024,Native,5088749686,",10869286,11238766,21737767482,",263,0,"R$0,00 ","R$0,00 ","19,77%"
BOTICARIO PRODUTOS DE BELEZA LTDA / 0719-54,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),10/2/2024,Native,5088749686,",10869286,11238766,21737767482,22834637125,",132,0,"R$0,00 ","R$0,00 ","86,36%"
BOTICARIO PRODUTOS DE BELEZA LTDA / 0719-54,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482),10/2/2024,Native,5088749686,",10869286,11238766,21737767482,23201951482,",2,0,"R$0,00 ","R$0,00 ","0,00%"
