Advertiser,Ad unit,Date,Creative size,Advertiser ID,Ad unit ID,Total impressions,Total clicks,Total CPM and CPC revenue (R$),Total average eCPM (R$),Total Active View % viewable impressions
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,480 x 360,5643297556,",10869286,11238766,21268726,21725415585,22503128490,",679406,0,"R$0,00 ","R$0,00 ","49,34%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,320 x 100,5643297556,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",837306,0,"R$0,00 ","R$0,00 ","63,36%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,970 x 90,5643297556,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",10339,0,"R$0,00 ","R$0,00 ","79,62%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,250 x 250,5643297556,",10869286,11238766,21268726,21725415585,22462745544,",26191,0,"R$0,00 ","R$0,00 ","33,53%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,320 x 100,5643297556,",10869286,11238766,21268726,21725415585,22462745544,",28621,0,"R$0,00 ","R$0,00 ","55,05%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,480 x 360,5643297556,",10869286,11238766,21268726,21725415585,22462745544,",11407,0,"R$0,00 ","R$0,00 ","0,00%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,970 x 90,5643297556,",10869286,11238766,21268726,21725415585,22462745544,",6428,0,"R$0,00 ","R$0,00 ","78,34%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » anchor (22835339397),10/1/2024,320 x 100,5643297556,",10869286,11238766,21268726,21725415585,22462745544,22835339397,",128,0,"R$0,00 ","R$0,00 ","84,38%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » anchor (22835339397),10/1/2024,970 x 90,5643297556,",10869286,11238766,21268726,21725415585,22462745544,22835339397,",99,0,"R$0,00 ","R$0,00 ","85,86%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),10/1/2024,250 x 250,5643297556,",10869286,11238766,21268726,21814348402,22691595903,",706,0,"R$0,00 ","R$0,00 ","46,18%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,300 x 250,5643297556,",10869286,11238766,21722702436,",447,0,"R$0,00 ","R$0,00 ","57,49%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,970 x 250,5643297556,",10869286,11238766,21722702436,",49,0,"R$0,00 ","R$0,00 ","55,10%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » anchor (22835337900),10/1/2024,320 x 100,5643297556,",10869286,11238766,21722702436,22835337900,",62,0,"R$0,00 ","R$0,00 ","90,32%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » in-article (22521807661) » outstream (22691595927),10/1/2024,300 x 250,5643297556,",10869286,11238766,21722702436,22521807661,22691595927,",6,0,"R$0,00 ","R$0,00 ","66,67%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,250 x 250,5643297556,",10869286,11238766,21719551231,",39,0,"R$0,00 ","R$0,00 ","87,18%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,300 x 250,5643297556,",10869286,11238766,21719551231,",1937,0,"R$0,00 ","R$0,00 ","56,15%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),10/1/2024,320 x 100,5643297556,",10869286,11238766,21719551231,22834993604,",41,0,"R$0,00 ","R$0,00 ","85,37%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),10/1/2024,320 x 100,5643297556,",10869286,11238766,21719551231,21798635724,22835868507,",41,0,"R$0,00 ","R$0,00 ","265,85%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),10/1/2024,250 x 250,5643297556,",10869286,11238766,21719551231,21814456428,22691595906,",16,0,"R$0,00 ","R$0,00 ","50,00%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),10/1/2024,300 x 250,5643297556,",10869286,11238766,21719551231,21814456428,22691595906,",6,0,"R$0,00 ","R$0,00 ","66,67%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » interstitial (23203410312),10/1/2024,300 x 250,5643297556,",10869286,11238766,21719551231,23203410312,",186,0,"R$0,00 ","R$0,00 ","84,41%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/1/2024,250 x 250,5643297556,",10869286,11238766,23166879722,",154909,0,"R$0,00 ","R$0,00 ","56,96%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,320 x 100,5643297556,",10869286,11238766,23166879722,23197218187,",197128,0,"R$0,00 ","R$0,00 ","88,28%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » in-article (23198148525),10/1/2024,480 x 360,5643297556,",10869286,11238766,23166879722,23198148525,",1558,0,"R$0,00 ","R$0,00 ","76,19%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,250 x 250,5643297556,",10869286,11238766,17743246,",769,0,"R$0,00 ","R$0,00 ","29,78%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,320 x 100,5643297556,",10869286,11238766,17743246,",1,0,"R$0,00 ","R$0,00 ","0,00%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,480 x 360,5643297556,",10869286,11238766,17743246,",140,0,"R$0,00 ","R$0,00 ","0,00%"
(Projeto SJCC) MGID,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),10/1/2024,320 x 100,5643297556,",10869286,11238766,17743246,22834637230,",1202,0,"R$0,00 ","R$0,00 ","52,25%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,300 x 250,5628453248,",10869286,11238766,21719551231,",2054,3,"R$0,00 ","R$0,00 ","76,90%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,300 x 600,5628453248,",10869286,11238766,21719551231,",57,0,"R$0,00 ","R$0,00 ","50,88%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,320 x 50,5628453248,",10869286,11238766,21719551231,",877,0,"R$0,00 ","R$0,00 ","77,71%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,970 x 250,5628453248,",10869286,11238766,21719551231,",1,0,"R$0,00 ","R$0,00 ","100,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),10/1/2024,320 x 50,5628453248,",10869286,11238766,21719551231,22834993604,",105,0,"R$0,00 ","R$0,00 ","89,52%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),10/1/2024,728 x 90,5628453248,",10869286,11238766,21719551231,22834993604,",1,0,"R$0,00 ","R$0,00 ","0,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,300 x 600,5628453248,",10869286,11238766,21719551231,21798635724,",10580,4,"R$0,00 ","R$0,00 ","101,83%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,320 x 50,5628453248,",10869286,11238766,21719551231,21798635724,",937,1,"R$0,00 ","R$0,00 ","102,77%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),10/1/2024,320 x 50,5628453248,",10869286,11238766,21719551231,21798635724,22835868507,",2411,1,"R$0,00 ","R$0,00 ","105,43%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),10/1/2024,728 x 90,5628453248,",10869286,11238766,21719551231,21798635724,22835868507,",263,0,"R$0,00 ","R$0,00 ","100,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » app (23085685547),10/1/2024,300 x 250,5628453248,",10869286,11238766,21719551231,23085685547,",147,0,"R$0,00 ","R$0,00 ","77,55%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),10/1/2024,300 x 250,5628453248,",10869286,11238766,21719551231,21814456428,22691595906,",13,0,"R$0,00 ","R$0,00 ","61,54%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 250,4600319505,",10869286,11238766,21723566961,",3374,3,"R$72,27 ","R$21,42 ","67,45%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 250v,4600319505,",10869286,11238766,21723566961,",1890,0,"R$0,00 ","R$0,00 ","72,91%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 600,4600319505,",10869286,11238766,21723566961,",699,0,"R$14,97 ","R$21,42 ","62,88%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,320 x 50,4600319505,",10869286,11238766,21723566961,",280,0,"R$6,00 ","R$21,42 ","77,14%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,480 x 360v,4600319505,",10869286,11238766,21723566961,",851,1,"R$0,00 ","R$0,00 ","15,09%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,728 x 90,4600319505,",10869286,11238766,21723566961,",315,0,"R$6,75 ","R$21,42 ","67,94%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,970 x 250,4600319505,",10869286,11238766,21723566961,",385,0,"R$8,25 ","R$21,42 ","67,79%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),10/1/2024,320 x 50,4600319505,",10869286,11238766,21723566961,22835570053,",134,0,"R$2,87 ","R$21,42 ","84,33%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),10/1/2024,728 x 90,4600319505,",10869286,11238766,21723566961,22835570053,",1068,0,"R$22,88 ","R$21,42 ","91,57%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/1/2024,480 x 360v,4600319505,",10869286,11238766,21723566961,21814819361,",826,2,"R$0,00 ","R$0,00 ","68,10%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » indica (22674207097),10/1/2024,300 x 250,4600319505,",10869286,11238766,22674207097,",1,0,"R$0,02 ","R$21,42 ","100,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 250,4600319505,",10869286,11238766,21268726,",270,1,"R$4,04 ","R$14,96 ","59,63%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 250v,4600319505,",10869286,11238766,21268726,",3050,0,"R$0,00 ","R$0,00 ","64,68%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 600,4600319505,",10869286,11238766,21268726,",25,0,"R$0,37 ","R$14,96 ","76,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,320 x 50,4600319505,",10869286,11238766,21268726,",1270,0,"R$19,00 ","R$14,96 ","80,16%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,728 x 90,4600319505,",10869286,11238766,21268726,",19,0,"R$0,28 ","R$14,96 ","52,63%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,970 x 250,4600319505,",10869286,11238766,21268726,",28,0,"R$0,42 ","R$14,96 ","50,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/1/2024,320 x 50,4600319505,",10869286,11238766,21268726,22834992269,",2149,1,"R$32,15 ","R$14,96 ","97,25%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/1/2024,728 x 90,4600319505,",10869286,11238766,21268726,22834992269,",2142,0,"R$32,04 ","R$14,96 ","98,13%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),10/1/2024,300 x 250,4600319505,",10869286,11238766,21268726,21814348402,22691595903,",3,0,"R$0,04 ","R$14,96 ","33,33%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),10/1/2024,300 x 250v,4600319505,",10869286,11238766,21268726,21814348402,22691595903,",93,1,"R$0,00 ","R$0,00 ","74,16%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » interstitial (23203901207),10/1/2024,300 x 250,4600319505,",10869286,11238766,21268726,23203901207,",5,0,"R$0,07 ","R$14,96 ","100,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » interstitial (23203901207),10/1/2024,300 x 250v,4600319505,",10869286,11238766,21268726,23203901207,",123,4,"R$0,00 ","R$0,00 ","58,62%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » story (22871019115),10/1/2024,320 x 50,4600319505,",10869286,11238766,21268726,22871019115,",1,0,"R$0,01 ","R$14,96 ","100,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,300 x 250,4600319505,",10869286,11238766,21722702436,",139,1,"R$2,98 ","R$21,42 ","57,55%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,300 x 250v,4600319505,",10869286,11238766,21722702436,",70,0,"R$0,00 ","R$0,00 ","55,71%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,320 x 50,4600319505,",10869286,11238766,21722702436,",6,0,"R$0,13 ","R$21,42 ","100,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,728 x 90,4600319505,",10869286,11238766,21722702436,",4,0,"R$0,09 ","R$21,42 ","50,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,970 x 250,4600319505,",10869286,11238766,21722702436,",5,0,"R$0,11 ","R$21,42 ","100,00%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » anchor (22835337900),10/1/2024,728 x 90,4600319505,",10869286,11238766,21722702436,22835337900,",14,0,"R$0,30 ","R$21,42 ","92,86%"
(Venda Direta SJCC) Armazem coral,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » in-article (22521807661),10/1/2024,480 x 360v,4600319505,",10869286,11238766,21722702436,22521807661,",15,0,"R$0,00 ","R$0,00 ","85,71%"
(Venda Direta SJCC) CLEVER GESTL LTDA,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 350,4785892703,",10869286,11238766,21268726,",15942,0,"R$79,71 ","R$5,00 ","48,35%"
(Venda Direta SJCC) CLEVER GESTL LTDA,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,300 x 350,4785892703,",10869286,11238766,21268726,21725415585,22503128490,",790086,0,"R$3.950,43 ","R$5,00 ","27,91%"
(Venda Direta SJCC) CLEVER GESTL LTDA,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,300 x 350,4785892703,",10869286,11238766,21268726,21725415585,22462745544,",22556,0,"R$112,78 ","R$5,00 ","36,11%"
(Venda Direta SJCC) CLEVER GESTL LTDA,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » in-article (23198148525),10/1/2024,480 x 360,4785892703,",10869286,11238766,23166879722,23198148525,",168448,0,"R$0,00 ","R$0,00 ","22,17%"
(Venda Direta SJCC) CLEVER GESTL LTDA,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,300 x 350,4785892703,",10869286,11238766,17743246,",634,0,"R$0,00 ","R$0,00 ","23,34%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,",53105,0,"R$265,53 ","R$5,00 ","67,80%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » colunas (22678504715) » jamildo (22678108642),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,22678504715,22678108642,",3,0,"R$0,02 ","R$5,00 ","0,00%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,21725415585,22667687894,",158,0,"R$0,79 ","R$5,00 ","47,47%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,21725415585,22462745544,",15180,0,"R$75,90 ","R$5,00 ","59,70%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » interstitial (23201383480),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,21725415585,22462745544,23201383480,",298,0,"R$1,49 ","R$5,00 ","94,63%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,21814348402,22691595903,",474,0,"R$2,37 ","R$5,00 ","60,76%"
(Venda Direta SJCC) better colective,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » interstitial (23203901207),10/1/2024,300 x 250,5337046946,",10869286,11238766,21268726,23203901207,",2430,0,"R$12,15 ","R$5,00 ","98,19%"
(Venda Direta) Viaads,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,480 x 360,5657574207,",10869286,11238766,21268726,21725415585,22462745544,",3565,0,"R$0,00 ","R$0,00 ","14,08%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 250,5659572841,",10869286,11238766,21268726,",4522,1,"R$0,00 ","R$0,00 ","80,33%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 600,5659572841,",10869286,11238766,21268726,",2529,1,"R$0,00 ","R$0,00 ","93,75%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,970 x 250,5659572841,",10869286,11238766,21268726,",1597,1,"R$0,00 ","R$0,00 ","76,21%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » coluna_enem (22219887871),10/1/2024,970 x 250,5659572841,",10869286,11238766,21268726,22219887871,",23,0,"R$0,00 ","R$0,00 ","100,00%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » colunas (22678504715) » jamildo (22678108642),10/1/2024,300 x 250,5659572841,",10869286,11238766,21268726,22678504715,22678108642,",1,0,"R$0,00 ","R$0,00 ","0,00%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),10/1/2024,300 x 250,5659572841,",10869286,11238766,21268726,21814348402,22691595903,",50,0,"R$0,00 ","R$0,00 ","66,00%"
(Vendas Diretas SJCC) COLEGIO SABER VIVER,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » interstitial (23203901207),10/1/2024,300 x 250,5659572841,",10869286,11238766,21268726,23203901207,",207,3,"R$0,00 ","R$0,00 ","97,58%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 250,5652886447,",10869286,11238766,21723566961,",594,0,"R$0,22 ","R$0,38 ","69,70%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 600,5652886447,",10869286,11238766,21723566961,",9,1,"R$0,00 ","R$0,00 ","44,44%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,320 x 50,5652886447,",10869286,11238766,21723566961,",55,0,"R$0,00 ","R$0,00 ","41,82%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,970 x 250,5652886447,",10869286,11238766,21723566961,",40,0,"R$0,00 ","R$0,00 ","82,50%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),10/1/2024,320 x 50,5652886447,",10869286,11238766,21723566961,22835570053,",164,0,"R$0,00 ","R$0,00 ","79,27%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/1/2024,480 x 360v,5652886447,",10869286,11238766,21723566961,21814819361,",48,0,"R$0,00 ","R$0,00 ","81,25%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,1 x 1,5652886447,",10869286,11238766,21737767482,",4,0,"R$0,07 ","R$18,59 ","50,00%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,300 x 250,5652886447,",10869286,11238766,21737767482,",194,2,"R$3,61 ","R$18,59 ","64,95%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482),10/1/2024,300 x 250,5652886447,",10869286,11238766,21737767482,23201951482,",7,0,"R$0,13 ","R$18,59 ","57,14%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),10/1/2024,300 x 250,5652886447,",10869286,11238766,21737767482,21823750911,22691595915,",1,0,"R$0,02 ","R$18,59 ","100,00%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,300 x 250,5652886447,",10869286,11238766,21268726,21725415585,22503128490,",4898,1,"R$91,05 ","R$18,59 ","57,24%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),10/1/2024,1 x 1,5652886447,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",4669,7,"R$86,80 ","R$18,59 ","28,23%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » interstitial (23203901387),10/1/2024,300 x 250,5652886447,",10869286,11238766,21268726,21725415585,22503128490,23203901387,",43,5,"R$0,80 ","R$18,59 ","100,00%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,300 x 250,5652886447,",10869286,11238766,21722702436,",6,0,"R$0,00 ","R$0,00 ","50,00%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,320 x 50,5652886447,",10869286,11238766,21722702436,",5,0,"R$0,00 ","R$0,00 ","80,00%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),10/1/2024,970 x 250,5652886447,",10869286,11238766,21722702436,",7,0,"R$0,00 ","R$0,00 ","71,43%"
(Vendas Diretas SJCC) GGE - GRUPO GÊNESE DE ENSINO LTDA,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » amp_stories (22937541633),10/1/2024,1 x 1,5652886447,",10869286,11238766,21722702436,22937541633,",2,0,"R$0,04 ","R$18,59 ","50,00%"
