Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,155,0,"R$0,16 ","0,096","1,0323"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,597,1,"R$0,89 ","0,534","1,4908"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,1246,1,"R$3,75 ","2,25","3,0096"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,157,0,"R$0,07 ","0,042","0,4459"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,13,0,"R$0,17 ","0,102","13,0769"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,42,0,"R$0,07 ","0,042","1,6667"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,34,1,"R$0,12 ","0,072","3,5294"
Áudio (0x0),Interior,29/01/2024,0 x 0,105,1,"R$0,35 ","0,21","3,3333"
Áudio (0x0),Interior,29/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,29/01/2024,0 x 0,206,1,"R$0,73 ","0,438","3,5437"
Áudio (0x0),Interior,29/01/2024,0 x 0,10,0,"R$0,01 ","0,006","1,0"
Áudio (0x0),Interior,29/01/2024,0 x 0,4,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,29/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,7,0,"R$0,01 ","0,006","1,4286"
Áudio (0x0),JC Online,29/01/2024,0 x 0,22667,8,"R$50,26 ","30,156","2,2173"
Áudio (0x0),Jamildo,29/01/2024,0 x 0,22078,0,"R$43,87 ","26,322","1,987"
Áudio (0x0),JC Online,29/01/2024,0 x 0,16,0,"R$0,02 ","0,012","1,25"
Áudio (0x0),JC Online,29/01/2024,0 x 0,21274,40,"R$32,04 ","19,224","1,5061"
Áudio (0x0),Jamildo,29/01/2024,0 x 0,4554,0,"R$10,64 ","6,384","2,3364"
Áudio (0x0),Jamildo,29/01/2024,0 x 0,8846,16,"R$10,93 ","6,558","1,2356"
Áudio (0x0),Jamildo,29/01/2024,0 x 0,2646,8,"R$4,86 ","2,916","1,8367"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Social 1,29/01/2024,0 x 0,88076,1,"R$125,22 ","75,132","1,4217"
Áudio (0x0),Social 1,29/01/2024,0 x 0,55,0,"R$0,08 ","0,048","1,4545"
Áudio (0x0),Social 1,29/01/2024,0 x 0,4798,7,"R$11,79 ","7,074","2,4573"
Áudio (0x0),Social 1,29/01/2024,0 x 0,1732,13,"R$4,09 ","2,454","2,3614"
Áudio (0x0),Blog do Torcedor,29/01/2024,0 x 0,6783,0,"R$12,81 ","7,686","1,8885"
Áudio (0x0),Blog do Torcedor,29/01/2024,0 x 0,1676,9,"R$3,64 ","2,184","2,1718"
Áudio (0x0),Blog do Torcedor,29/01/2024,0 x 0,620,3,"R$1,12 ","0,672","1,8065"
Áudio (0x0),Blog do Torcedor,29/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,29/01/2024,0 x 0,6,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,29/01/2024,0 x 0,166,0,"R$0,86 ","0,516","5,1807"
Áudio (0x0),JC Online,29/01/2024,0 x 0,540,0,"R$0,66 ","0,396","1,2222"
Áudio (0x0),JC HTML,29/01/2024,0 x 0,890,0,"R$0,88 ","0,528","0,9888"
Áudio (0x0),JC HTML,29/01/2024,0 x 0,72,0,"R$0,43 ","0,258","5,9722"
Áudio (0x0),JC Online,29/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,152,0,"R$0,35 ","0,21","2,3026"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,90,0,"R$0,37 ","0,222","4,1111"
Áudio (0x0),Portal NE10,29/01/2024,0 x 0,6,0,"R$0,01 ","0,006","1,6667"
Áudio (0x0),Rádio Jornal,29/01/2024,0 x 0,547,0,"R$1,36 ","0,816","2,4863"
Áudio (0x0),Rádio Jornal,29/01/2024,0 x 0,1000,3,"R$1,10 ","0,66","1,1"
Áudio (0x0),Rádio Jornal,29/01/2024,0 x 0,36,0,"R$0,02 ","0,012","0,5556"
Áudio (0x0),Rádio Jornal,29/01/2024,0 x 0,14,0,"R$0,01 ","0,006","0,7143"
