Anunciante,Bloco de anúncios,Data,Mês,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,300 x 250,8837,23,"0,00 ","0,0","R$0,00 ","60,77%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,728 x 90,6,0,"0,00 ","0,0","R$0,00 ","50,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,970 x 250,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,728 x 90,271,4,"0,00 ","0,0","R$0,00 ","98,52%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,300 x 250,579,1,"0,00 ","0,0","R$0,00 ","61,66%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,728 x 90,60,0,"0,00 ","0,0","R$0,00 ","80,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,300 x 250,116,1,"0,00 ","0,0","R$0,00 ","67,24%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/10/2024,10,300 x 250,97,7,"0,00 ","0,0","R$0,00 ","97,94%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,300 x 250,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,320 x 50,2,0,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,970 x 250,116,0,"0,00 ","0,0","R$0,00 ","60,34%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,Native,33,0,"0,00 ","0,0","R$0,00 ","75,76%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,300 x 100,7,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,320 x 100,37,0,"0,00 ","0,0","R$0,00 ","94,59%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,320 x 50,13,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,728 x 90,26,0,"0,00 ","0,0","R$0,00 ","96,15%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,970 x 90,19,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,Native,6,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,01/10/2024,10,970 x 250,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
