Anunciante,Bloco de anúncios,Data,Mês,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,JC Online,04/07/2024,7,970 x 250,7168,4,"63,72 ","38,232","R$8,89 ","72,52%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Receita da Boa,04/07/2024,7,970 x 250,40,0,"0,36 ","0,216","R$8,89 ","82,50%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",Portal NE10,04/07/2024,7,970 x 250,5501,0,"108,64 ","65,184","R$19,75 ","68,33%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",Interior,04/07/2024,7,970 x 250,1875,0,"37,03 ","22,218","R$19,75 ","61,17%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",Interior,04/07/2024,7,970 x 250,3,0,"0,06 ","0,036","R$19,75 ","33,33%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",Social 1,04/07/2024,7,970 x 250,770,0,"15,21 ","9,126","R$19,75 ","62,21%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",Blog do Torcedor,04/07/2024,7,970 x 250,3088,0,"60,99 ","36,594","R$19,75 ","68,78%"
"( Venda Direta SJCC) Ministério do Desenvolvimento e Assistência Social, Família e Combate e Fome",Portal NE10,04/07/2024,7,970 x 250,281,0,"5,55 ","3,33","R$19,75 ","66,90%"
(VENDAS DIRETAS SJCC)  PITU,Portal NE10,04/07/2024,7,1 x 1,372,0,"3,24 ","1,944","R$8,70 ","97,31%"
(VENDAS DIRETAS SJCC)  PITU,Portal NE10,04/07/2024,7,300 x 250,37,0,"0,32 ","0,192","R$8,70 ","72,97%"
