Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,300 x 250,185,0,R$1.74 ,1.044,R$9.40 ,64.32%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,320 x 50,82,1,R$0.77 ,0.462,R$9.40 ,90.24%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,728 x 90,30,0,R$0.28 ,0.168,R$9.40 ,80.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,970 x 250,30,0,R$0.28 ,0.168,R$9.40 ,70.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/05/2024,300 x 250,7,0,R$0.07 ,0.042,R$9.40 ,71.43%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,320 x 50,27,0,R$0.25 ,0.15,R$9.40 ,92.59%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,728 x 90,91,0,R$0.86 ,0.516,R$9.40 ,95.60%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/05/2024,320 x 50,2,0,R$0.02 ,0.012,R$9.40 ,100.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/05/2024,728 x 90,9,0,R$0.08 ,0.048,R$9.40 ,100.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,300 x 250,1,0,R$0.01 ,0.006,R$9.40 ,0.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Social 1,06/05/2024,300 x 250,5,0,R$0.05 ,0.03,R$9.40 ,60.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Social 1,06/05/2024,320 x 50,1115,0,R$10.48 ,6.288,R$9.40 ,96.86%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Social 1,06/05/2024,728 x 90,481,0,R$4.52 ,2.712,R$9.40 ,98.13%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Social 1,06/05/2024,320 x 50,13,0,R$0.12 ,0.072,R$9.40 ,92.31%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Social 1,06/05/2024,728 x 90,106,0,R$1.00 ,0.6,R$9.40 ,98.11%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/05/2024,300 x 250,9,0,R$0.08 ,0.048,R$9.40 ,66.67%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/05/2024,320 x 50,5,0,R$0.05 ,0.03,R$9.40 ,40.00%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,02/05/2024,300 x 250,21,0,R$0.20 ,0.12,R$9.40 ,61.90%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,02/05/2024,320 x 50,6,0,R$0.06 ,0.036,R$9.40 ,100.00%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/05/2024,300 x 250,29,0,R$0.27 ,0.162,R$9.40 ,65.52%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/05/2024,320 x 50,10,0,R$0.09 ,0.054,R$9.40 ,50.00%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/05/2024,728 x 90,1,0,R$0.01 ,0.006,R$9.40 ,100.00%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/05/2024,970 x 250,1,0,R$0.01 ,0.006,R$9.40 ,0.00%
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,04/05/2024,300 x 250,88,0,R$0.83 ,0.498,R$9.40 ,75.00%
