Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Não Identificado,Portal NE10,01/03/2024,0 x 0,150,0,"R$0,26 ","0,156","R$1,75 ","60,40%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,66,0,"R$0,08 ","0,048","R$1,24 ","66,67%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,132,0,"R$0,21 ","0,126","R$1,56 ","55,73%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,138,0,"R$0,24 ","0,144","R$1,75 ","59,71%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,128,0,"R$0,18 ","0,108","R$1,37 ","70,31%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,158,0,"R$0,25 ","0,15","R$1,58 ","66,46%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,450,0,"R$0,40 ","0,24","R$0,88 ","96,67%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,232,0,"R$0,27 ","0,162","R$1,15 ","98,28%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,237,0,"R$0,13 ","0,078","R$0,56 ","95,36%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,295,0,"R$0,28 ","0,168","R$0,96 ","95,93%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,214,0,"R$0,16 ","0,096","R$0,74 ","99,07%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,260,0,"R$0,20 ","0,12","R$0,78 ","98,46%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,33 ","100,00%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,52 ","100,00%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,67 ","0,00%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,66 ","100,00%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,1487,0,"R$5,14 ","3,084","R$3,45 ","66,53%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,836,0,"R$3,21 ","1,926","R$3,84 ","56,68%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,857,0,"R$3,46 ","2,076","R$4,03 ","66,16%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,1778,0,"R$6,61 ","3,966","R$3,72 ","68,71%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,1944,0,"R$6,55 ","3,93","R$3,37 ","70,30%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,1014,1,"R$2,94 ","1,764","R$2,90 ","68,11%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,1652,8,"R$1,94 ","1,164","R$1,17 ","97,09%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,584,2,"R$0,82 ","0,492","R$1,40 ","96,58%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,561,1,"R$0,76 ","0,456","R$1,36 ","96,08%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,2117,4,"R$2,56 ","1,536","R$1,21 ","96,08%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,2686,2,"R$2,77 ","1,662","R$1,03 ","97,58%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,797,0,"R$1,37 ","0,822","R$1,71 ","95,23%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,19,2,"R$0,18 ","0,108","R$9,47 ","100,00%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,23,2,"R$0,04 ","0,024","R$1,70 ","86,96%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,20,0,"R$0,20 ","0,12","R$10,18 ","80,00%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,39,0,"R$0,36 ","0,216","R$9,17 ","89,66%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,34,1,"R$0,34 ","0,204","R$10,13 ","79,17%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,17,0,"R$0,22 ","0,132","R$12,70 ","100,00%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,26,0,"R$0,06 ","0,036","R$2,46 ","61,54%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,25,0,"R$0,19 ","0,114","R$7,54 ","88,00%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,27,0,"R$0,12 ","0,072","R$4,48 ","70,37%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,51,0,"R$0,30 ","0,18","R$5,94 ","68,63%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,61,0,"R$0,13 ","0,078","R$2,05 ","57,38%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,41,0,"R$0,05 ","0,03","R$1,12 ","68,29%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,468,6,"R$0,48 ","0,288","R$1,02 ","90,19%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,331,3,"R$0,67 ","0,402","R$2,03 ","88,99%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,278,2,"R$0,53 ","0,318","R$1,89 ","87,12%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,197,1,"R$0,27 ","0,162","R$1,39 ","84,49%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,109,0,"R$0,15 ","0,09","R$1,39 ","84,38%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,124,1,"R$0,20 ","0,12","R$1,61 ","79,84%"
Não Identificado,Interior,01/03/2024,0 x 0,111,0,"R$0,54 ","0,324","R$4,83 ","55,86%"
Não Identificado,Interior,02/03/2024,0 x 0,30,0,"R$0,13 ","0,078","R$4,31 ","71,43%"
Não Identificado,Interior,03/03/2024,0 x 0,36,0,"R$0,19 ","0,114","R$5,38 ","70,97%"
Não Identificado,Interior,04/03/2024,0 x 0,64,0,"R$0,40 ","0,24","R$6,21 ","60,94%"
Não Identificado,Interior,05/03/2024,0 x 0,146,2,"R$0,59 ","0,354","R$4,01 ","72,60%"
Não Identificado,Interior,06/03/2024,0 x 0,102,2,"R$0,64 ","0,384","R$6,32 ","64,71%"
Não Identificado,Interior,02/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,19 ","0,00%"
Não Identificado,Interior,01/03/2024,0 x 0,353,2,"R$0,50 ","0,3","R$1,41 ","98,02%"
