Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/2/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",185,0,R$1.74 ,R$9.40 ,64.32%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/2/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",82,1,R$0.77 ,R$9.40 ,90.24%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/2/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",30,0,R$0.28 ,R$9.40 ,80.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/2/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",30,0,R$0.28 ,R$9.40 ,70.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/6/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",7,0,R$0.07 ,R$9.40 ,71.43%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/7/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",3705,0,R$34.83 ,R$9.40 ,70.15%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/7/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",816,0,R$7.67 ,R$9.40 ,89.05%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/7/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",74,0,R$0.70 ,R$9.40 ,81.08%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/7/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",212,0,R$1.99 ,R$9.40 ,96.23%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/8/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",6304,0,R$59.26 ,R$9.40 ,66.53%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/8/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",3666,0,R$34.46 ,R$9.40 ,91.81%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/8/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",284,0,R$2.67 ,R$9.40 ,73.24%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/8/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",449,0,R$4.22 ,R$9.40 ,74.16%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/9/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",3899,0,R$36.65 ,R$9.40 ,62.37%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/9/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",2775,0,R$26.09 ,R$9.40 ,84.01%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/9/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",196,0,R$1.84 ,R$9.40 ,77.55%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/9/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",358,0,R$3.37 ,R$9.40 ,82.68%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/10/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",3166,0,R$29.76 ,R$9.40 ,67.20%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/10/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",1230,0,R$11.56 ,R$9.40 ,90.89%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/10/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",201,0,R$1.89 ,R$9.40 ,70.15%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/10/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",268,0,R$2.52 ,R$9.40 ,79.85%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/11/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",3869,0,R$36.37 ,R$9.40 ,66.45%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/11/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",1088,0,R$10.23 ,R$9.40 ,83.29%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/11/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",122,0,R$1.15 ,R$9.40 ,93.44%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/11/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",229,0,R$2.15 ,R$9.40 ,90.83%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/12/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",12982,0,R$122.03 ,R$9.40 ,50.01%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/12/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",9569,0,R$89.95 ,R$9.40 ,78.86%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/12/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",122,0,R$1.15 ,R$9.40 ,72.95%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/12/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",186,0,R$1.75 ,R$9.40 ,77.96%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/13/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",1220,0,R$11.47 ,R$9.40 ,63.27%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/13/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",591,0,R$5.56 ,R$9.40 ,91.69%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/13/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",100,0,R$0.94 ,R$9.40 ,90.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/13/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",130,0,R$1.22 ,R$9.40 ,86.92%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/14/2024,300 x 250,5614261589,",10869286,11238766,21737767482,",9501,0,R$89.31 ,R$9.40 ,62.72%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/14/2024,320 x 50,5614261589,",10869286,11238766,21737767482,",6000,0,R$56.40 ,R$9.40 ,96.25%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/14/2024,728 x 90,5614261589,",10869286,11238766,21737767482,",417,0,R$3.92 ,R$9.40 ,64.75%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482),5/14/2024,970 x 250,5614261589,",10869286,11238766,21737767482,",592,0,R$5.56 ,R$9.40 ,70.95%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/2/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",27,0,R$0.25 ,R$9.40 ,92.59%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/2/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",91,0,R$0.86 ,R$9.40 ,95.60%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/6/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",2,0,R$0.02 ,R$9.40 ,100.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/6/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",9,0,R$0.08 ,R$9.40 ,100.00%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/7/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",4920,0,R$46.25 ,R$9.40 ,98.07%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/7/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",437,0,R$4.11 ,R$9.40 ,99.08%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/8/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",2597,0,R$24.41 ,R$9.40 ,97.42%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/8/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",1363,0,R$12.81 ,R$9.40 ,98.97%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/9/2024,320 x 50,5614261589,",10869286,11238766,21737767482,22834637125,",556,0,R$5.23 ,R$9.40 ,94.96%
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),5/9/2024,728 x 90,5614261589,",10869286,11238766,21737767482,22834637125,",922,0,R$8.67 ,R$9.40 ,98.48%
