Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,61,0,"R$0,18 ","0,108","R$3,01 ","54,10%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,153,0,"R$0,16 ","0,096","R$1,03 ","94,12%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,1344,0,"R$6,84 ","4,104","R$5,09 ","68,30%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,1231,5,"R$2,61 ","1,566","R$2,12 ","96,26%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,258,0,"R$0,43 ","0,258","R$1,66 ","81,97%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,58,0,"R$0,17 ","0,102","R$2,97 ","67,24%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,126,0,"R$0,09 ","0,054","R$0,70 ","85,12%"
Áudio (0x0),Interior,29/02/2024,0 x 0,178,0,"R$1,51 ","0,906","R$8,47 ","72,88%"
Áudio (0x0),Interior,29/02/2024,0 x 0,345,0,"R$0,97 ","0,582","R$2,82 ","94,78%"
Áudio (0x0),Interior,29/02/2024,0 x 0,119,1,"R$0,31 ","0,186","R$2,63 ","91,43%"
Áudio (0x0),Interior,29/02/2024,0 x 0,5,0,"R$0,02 ","0,012","R$3,99 ","40,00%"
Áudio (0x0),Interior,29/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,54 ","0,00%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,2,0,"R$0,01 ","0,006","R$6,04 ","50,00%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,9003,10,"R$33,72 ","20,232","R$3,75 ","64,07%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$1,70 ","0,00%"
Áudio (0x0),Jamildo,29/02/2024,0 x 0,5411,3,"R$16,71 ","10,026","R$3,09 ","56,34%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,12,0,"R$0,01 ","0,006","R$1,24 ","0,00%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,13716,29,"R$18,01 ","10,806","R$1,31 ","97,47%"
Áudio (0x0),Jamildo,29/02/2024,0 x 0,2604,0,"R$8,94 ","5,364","R$3,43 ","65,13%"
Áudio (0x0),Jamildo,29/02/2024,0 x 0,12113,9,"R$13,17 ","7,902","R$1,09 ","97,23%"
Áudio (0x0),Jamildo,29/02/2024,0 x 0,1472,14,"R$5,21 ","3,126","R$3,54 ","86,42%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,92 ","100,00%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,3,1,"R$0,00 ","0,0","R$0,46 ","66,67%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,14,0,"R$0,03 ","0,018","R$2,42 ","50,00%"
Áudio (0x0),Social 1,29/02/2024,0 x 0,13092,1,"R$34,80 ","20,88","R$2,66 ","60,03%"
Áudio (0x0),Social 1,29/02/2024,0 x 0,50,0,"R$0,08 ","0,048","R$1,65 ","0,00%"
Áudio (0x0),Social 1,29/02/2024,0 x 0,5062,4,"R$8,22 ","4,932","R$1,62 ","97,75%"
Áudio (0x0),Social 1,29/02/2024,0 x 0,1470,10,"R$3,41 ","2,046","R$2,32 ","89,70%"
Áudio (0x0),Blog do Torcedor,29/02/2024,0 x 0,540,0,"R$2,36 ","1,416","R$4,37 ","72,44%"
Áudio (0x0),Blog do Torcedor,29/02/2024,0 x 0,3,0,"R$0,00 ","0,0","R$1,09 ","0,00%"
Áudio (0x0),Blog do Torcedor,29/02/2024,0 x 0,1867,6,"R$3,10 ","1,86","R$1,66 ","97,80%"
Áudio (0x0),Blog do Torcedor,29/02/2024,0 x 0,59,0,"R$0,21 ","0,126","R$3,60 ","88,89%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,58 ","0,00%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,1522,12,"R$3,93 ","2,358","R$2,58 ","90,30%"
Áudio (0x0),JC Online,29/02/2024,0 x 0,129,0,"R$0,48 ","0,288","R$3,76 ","55,81%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,86,0,"R$0,36 ","0,216","R$4,15 ","68,60%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,252,0,"R$0,44 ","0,264","R$1,74 ","96,43%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,8,0,"R$0,01 ","0,006","R$0,86 ","85,71%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,426,0,"R$1,58 ","0,948","R$3,71 ","61,97%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$4,05 ","0,00%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,511,2,"R$0,54 ","0,324","R$1,06 ","97,46%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,1,0,"R$0,01 ","0,006","R$7,09 ","100,00%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$1,22 ","100,00%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,55,0,"R$0,06 ","0,036","R$1,01 ","86,54%"
Áudio (0x0),Rádio Jornal,29/02/2024,0 x 0,4,0,"R$0,01 ","0,006","R$1,94 ","50,00%"
Áudio (0x0),TV Jornal,29/02/2024,0 x 0,169,0,"R$1,05 ","0,63","R$6,20 ","72,19%"
Áudio (0x0),TV Jornal,29/02/2024,0 x 0,4,0,"R$0,01 ","0,006","R$1,42 ","0,00%"
Áudio (0x0),TV Jornal,29/02/2024,0 x 0,508,0,"R$0,97 ","0,582","R$1,91 ","97,83%"
Áudio (0x0),TV Jornal,29/02/2024,0 x 0,112,0,"R$0,26 ","0,156","R$2,35 ","95,54%"
Áudio (0x0),TV Jornal,29/02/2024,0 x 0,7,0,"R$0,01 ","0,006","R$1,52 ","85,71%"
Áudio (0x0),Portal NE10,29/02/2024,0 x 0,4,0,"R$0,01 ","0,006","R$2,91 ","100,00%"
