Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,320 x 50,949,0,"R$0,00 ","0,0",,"R$0,00 ","77,34%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,60 x 60,8573,0,"R$0,00 ","0,0",,"R$0,00 ","70,99%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,728 x 90,9,0,"R$0,00 ","0,0",,"R$0,00 ","55,56%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 250,1208,0,"R$0,00 ","0,0",,"R$0,00 ","69,54%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 90,15,0,"R$0,00 ","0,0",,"R$0,00 ","46,67%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,Nativo,777,2,"R$0,00 ","0,0",,"R$0,00 ","51,23%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 100,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,320 x 50,122,0,"R$0,00 ","0,0",,"R$0,00 ","89,34%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,728 x 90,872,0,"R$0,00 ","0,0",,"R$0,00 ","81,65%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 90,1673,0,"R$0,00 ","0,0",,"R$0,00 ","77,70%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 250,1316,0,"R$0,00 ","0,0",,"R$0,00 ","66,26%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,300 x 250,11,0,"R$0,00 ","0,0",,"R$0,00 ","63,64%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,300 x 600,194,1,"R$0,00 ","0,0",,"R$0,00 ","87,11%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,Nativo,65,0,"R$0,00 ","0,0",,"R$0,00 ","24,62%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,320 x 100,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,320 x 50,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,728 x 90,9,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,970 x 90,16,0,"R$0,00 ","0,0",,"R$0,00 ","112,50%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,300 x 250,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 250,1,0,"R$0,00 ","0,0",,"R$0,00 ","0,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 250,1,0,"R$0,00 ","0,0",,"R$0,00 ","0,00%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,300 x 250,3346,4,"R$0,00 ","0,0",,"R$0,00 ","59,59%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,300 x 600,3167,1,"R$0,00 ","0,0",,"R$0,00 ","77,17%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,320 x 50,3405,4,"R$0,00 ","0,0",,"R$0,00 ","93,95%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,728 x 90,78,0,"R$0,00 ","0,0",,"R$0,00 ","51,28%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,970 x 250,1971,0,"R$0,00 ","0,0",,"R$0,00 ","65,45%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,970 x 90,106,0,"R$0,00 ","0,0",,"R$0,00 ","50,94%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,Nativo,2560,5,"R$0,00 ","0,0",,"R$0,00 ","35,64%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,300 x 250,24,0,"R$0,00 ","0,0",,"R$0,00 ","66,67%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,320 x 50,13,0,"R$0,00 ","0,0",,"R$0,00 ","84,62%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,Nativo,2683,1,"R$0,00 ","0,0",,"R$0,00 ","38,89%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,300 x 100,13,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,320 x 100,7,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,320 x 50,649,1,"R$0,00 ","0,0",,"R$0,00 ","97,38%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,728 x 90,3032,0,"R$0,00 ","0,0",,"R$0,00 ","93,01%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,970 x 90,5736,1,"R$0,00 ","0,0",,"R$0,00 ","92,80%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,300 x 250,39,0,"R$0,00 ","0,0",,"R$0,00 ","69,23%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,300 x 600,760,0,"R$0,00 ","0,0",,"R$0,00 ","71,84%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,320 x 50,6,0,"R$0,00 ","0,0",,"R$0,00 ","83,33%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,728 x 90,32,0,"R$0,00 ","0,0",,"R$0,00 ","68,75%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,970 x 250,828,0,"R$0,00 ","0,0",,"R$0,00 ","74,40%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,970 x 90,78,0,"R$0,00 ","0,0",,"R$0,00 ","62,82%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,300 x 100,11,0,"R$0,00 ","0,0",,"R$0,00 ","90,91%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,320 x 100,8,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,320 x 50,50,0,"R$0,00 ","0,0",,"R$0,00 ","92,00%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,728 x 90,3020,1,"R$0,00 ","0,0",,"R$0,00 ","95,76%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,970 x 90,5121,2,"R$0,00 ","0,0",,"R$0,00 ","96,29%"
CAMPANHA INSTITUCIONAL RECIFE,Jamildo,21/02/2024,300 x 250,2146,0,"R$0,00 ","0,0",,"R$0,00 ","62,77%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,Nativo,2,0,"R$0,00 ","0,0",,"R$0,00 ","0,00%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,300 x 250,249,0,"R$0,00 ","0,0",,"R$0,00 ","68,67%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,300 x 600,28,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,320 x 50,30,0,"R$0,00 ","0,0",,"R$0,00 ","90,00%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,728 x 90,53,0,"R$0,00 ","0,0",,"R$0,00 ","75,47%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,970 x 250,1087,1,"R$0,00 ","0,0",,"R$0,00 ","85,92%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,970 x 90,91,0,"R$0,00 ","0,0",,"R$0,00 ","86,81%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,Nativo,7923,6,"R$0,00 ","0,0",,"R$0,00 ","37,36%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,1 x 1,5,0,"R$0,00 ","0,0",,"R$0,00 ","0,00%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,300 x 100,13,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,320 x 100,12,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,320 x 50,49,0,"R$0,00 ","0,0",,"R$0,00 ","93,88%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,728 x 90,2915,2,"R$0,00 ","0,0",,"R$0,00 ","97,67%"
CAMPANHA INSTITUCIONAL RECIFE,Social 1,21/02/2024,970 x 90,4835,2,"R$0,00 ","0,0",,"R$0,00 ","97,68%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,300 x 250,221,0,"R$0,00 ","0,0",,"R$0,00 ","21,72%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,300 x 600,119,0,"R$0,00 ","0,0",,"R$0,00 ","15,13%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,320 x 50,6,0,"R$0,00 ","0,0",,"R$0,00 ","83,33%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,728 x 90,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,970 x 250,48,0,"R$0,00 ","0,0",,"R$0,00 ","81,25%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,970 x 90,5,0,"R$0,00 ","0,0",,"R$0,00 ","40,00%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,Nativo,397,0,"R$0,00 ","0,0",,"R$0,00 ","37,03%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,300 x 100,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,320 x 100,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,320 x 50,14,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,728 x 90,492,1,"R$0,00 ","0,0",,"R$0,00 ","95,73%"
CAMPANHA INSTITUCIONAL RECIFE,Blog do Torcedor,21/02/2024,970 x 90,719,1,"R$0,00 ","0,0",,"R$0,00 ","95,41%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,300 x 250,1735,1,"R$0,00 ","0,0",,"R$0,00 ","58,96%"
CAMPANHA INSTITUCIONAL RECIFE,JC HTML,21/02/2024,300 x 250,473,0,"R$0,00 ","0,0",,"R$0,00 ","64,27%"
CAMPANHA INSTITUCIONAL RECIFE,JC HTML,21/02/2024,300 x 500,1787,43,"R$0,00 ","0,0",,"R$0,00 ","53,44%"
CAMPANHA INSTITUCIONAL RECIFE,JC HTML,21/02/2024,320 x 50,34,0,"R$0,00 ","0,0",,"R$0,00 ","70,59%"
CAMPANHA INSTITUCIONAL RECIFE,JC HTML,21/02/2024,970 x 250,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,JC HTML,21/02/2024,728 x 90,4,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,JC HTML,21/02/2024,970 x 90,7,0,"R$0,00 ","0,0",,"R$0,00 ","71,43%"
CAMPANHA INSTITUCIONAL RECIFE,JC Online,21/02/2024,320 x 50,14,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 250,26,0,"R$0,00 ","0,0",,"R$0,00 ","103,85%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 600,547,0,"R$0,00 ","0,0",,"R$0,00 ","91,04%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,320 x 50,8,0,"R$0,00 ","0,0",,"R$0,00 ","37,50%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,60 x 60,2440,0,"R$0,00 ","0,0",,"R$0,00 ","67,87%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,728 x 90,9,0,"R$0,00 ","0,0",,"R$0,00 ","55,56%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 250,134,0,"R$0,00 ","0,0",,"R$0,00 ","74,63%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 90,4,0,"R$0,00 ","0,0",,"R$0,00 ","125,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,Nativo,48,0,"R$0,00 ","0,0",,"R$0,00 ","41,67%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 100,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,320 x 50,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,728 x 90,232,0,"R$0,00 ","0,0",,"R$0,00 ","99,14%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,970 x 90,435,0,"R$0,00 ","0,0",,"R$0,00 ","98,85%"
CAMPANHA INSTITUCIONAL RECIFE,Portal NE10,21/02/2024,300 x 250,36,0,"R$0,00 ","0,0",,"R$0,00 ","52,78%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,300 x 250,70,0,"R$0,00 ","0,0",,"R$0,00 ","54,41%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,300 x 600,37,0,"R$0,00 ","0,0",,"R$0,00 ","8,11%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,320 x 50,19,0,"R$0,00 ","0,0",,"R$0,00 ","81,25%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,728 x 90,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,970 x 250,13,0,"R$0,00 ","0,0",,"R$0,00 ","107,69%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,970 x 90,2,0,"R$0,00 ","0,0",,"R$0,00 ","50,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,Nativo,220,0,"R$0,00 ","0,0",,"R$0,00 ","41,36%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,300 x 100,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,320 x 100,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,320 x 50,9,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,728 x 90,244,0,"R$0,00 ","0,0",,"R$0,00 ","98,36%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,970 x 90,369,0,"R$0,00 ","0,0",,"R$0,00 ","97,83%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,300 x 250,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,300 x 600,74,0,"R$0,00 ","0,0",,"R$0,00 ","97,30%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,728 x 90,62,0,"R$0,00 ","0,0",,"R$0,00 ","98,39%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,970 x 90,77,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Rádio Jornal,21/02/2024,300 x 250,5,0,"R$0,00 ","0,0",,"R$0,00 ","40,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,300 x 250,5084,20,"R$0,00 ","0,0",,"R$0,00 ","65,03%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,300 x 600,471,1,"R$0,00 ","0,0",,"R$0,00 ","35,67%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,320 x 50,3365,12,"R$0,00 ","0,0",,"R$0,00 ","79,76%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,728 x 90,16,0,"R$0,00 ","0,0",,"R$0,00 ","50,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,970 x 250,91,4,"R$0,00 ","0,0",,"R$0,00 ","61,54%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,970 x 90,5,0,"R$0,00 ","0,0",,"R$0,00 ","40,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,Nativo,86,0,"R$0,00 ","0,0",,"R$0,00 ","39,53%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,300 x 100,14,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,300 x 50,1,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,320 x 100,6,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,320 x 50,2045,4,"R$0,00 ","0,0",,"R$0,00 ","96,72%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,728 x 90,474,0,"R$0,00 ","0,0",,"R$0,00 ","93,25%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,970 x 90,328,1,"R$0,00 ","0,0",,"R$0,00 ","90,85%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,300 x 250,75,1,"R$0,00 ","0,0",,"R$0,00 ","92,00%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,300 x 600,2506,5,"R$0,00 ","0,0",,"R$0,00 ","92,62%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,320 x 50,365,0,"R$0,00 ","0,0",,"R$0,00 ","82,47%"
CAMPANHA INSTITUCIONAL RECIFE,TV Jornal,21/02/2024,320 x 50,2,0,"R$0,00 ","0,0",,"R$0,00 ","100,00%"
CAMPANHA INSTITUCIONAL RECIFE,Interior,21/02/2024,300 x 600,50,0,"R$0,00 ","0,0",,"R$0,00 ","92,00%"
CLEVER GESTL LTDA,Portal NE10,21/02/2024,300 x 350,2586,1999,"R$0,00 ","0,0",,"R$0,00 ","3,63%"
CLEVER GESTL LTDA,JC Online,21/02/2024,300 x 350,14195,11175,"R$0,00 ","0,0",,"R$0,00 ","3,46%"
CLEVER GESTL LTDA,Social 1,21/02/2024,300 x 350,19078,16041,"R$0,00 ","0,0",,"R$0,00 ","2,34%"
CLEVER GESTL LTDA,Blog do Torcedor,21/02/2024,300 x 350,95,0,"R$0,00 ","0,0",,"R$0,00 ","6,32%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Portal NE10,21/02/2024,300 x 250,3,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Portal NE10,21/02/2024,300 x 50,2,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Portal NE10,21/02/2024,300 x 250,3,0,"R$0,01 ","0,006",,"R$3,04 ","33,33%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Portal NE10,21/02/2024,320 x 50,4,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Portal NE10,21/02/2024,320 x 50,3,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Interior,21/02/2024,300 x 250,2,0,"R$0,01 ","0,006",,"R$3,04 ","50,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Interior,21/02/2024,300 x 600,1,0,"R$0,00 ","0,0",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Interior,21/02/2024,320 x 50,2,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Interior,21/02/2024,320 x 50,2,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,300 x 250,365,1,"R$1,11 ","0,666",,"R$3,04 ","54,52%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,300 x 600,2,0,"R$0,01 ","0,006",,"R$3,04 ","50,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,320 x 50,403,2,"R$1,22 ","0,732",,"R$3,04 ","90,05%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,728 x 90,1,0,"R$0,00 ","0,0",,"R$3,04 ","0,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,300 x 250,813,0,"R$2,47 ","1,482",,"R$3,04 ","41,34%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,320 x 50,839,2,"R$2,55 ","1,53",,"R$3,04 ","97,37%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,300 x 50,13,0,"R$0,04 ","0,024",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,320 x 50,41,0,"R$0,12 ","0,072",,"R$3,04 ","95,12%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",JC Online,21/02/2024,728 x 90,1,0,"R$0,00 ","0,0",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,300 x 250,35,0,"R$0,11 ","0,066",,"R$3,04 ","71,43%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,300 x 600,1,0,"R$0,00 ","0,0",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,320 x 50,13,0,"R$0,04 ","0,024",,"R$3,04 ","76,92%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,300 x 50,9,0,"R$0,03 ","0,018",,"R$3,04 ","88,89%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,320 x 50,36,0,"R$0,11 ","0,066",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Jamildo,21/02/2024,300 x 250,11,1,"R$0,03 ","0,018",,"R$3,04 ","90,91%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Portal NE10,21/02/2024,320 x 50,2,0,"R$0,01 ","0,006",,"R$3,04 ","100,00%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Social 1,21/02/2024,300 x 250,2458,3,"R$7,46 ","4,476",,"R$3,04 ","56,27%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Social 1,21/02/2024,320 x 50,1594,1,"R$4,84 ","2,904",,"R$3,04 ","98,87%"
"COOPERATIVA CENTRAL DE CREDITO, POUPANCA E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO / 0001-48",Social 1,21/02/2024,300 x 50,52,0,"R$0,16 ","0,096",,"R$3,04 ","96,15%"
