Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,300 x 250,2032,2,"R$19,10 ","11,46","R$9,40 ","53,60%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,320 x 50,1479,3,"R$13,90 ","8,34","R$9,40 ","65,40%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/04/2024,300 x 250,1426,4,"R$13,40 ","8,04","R$9,40 ","56,35%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/04/2024,320 x 50,2133,5,"R$20,05 ","12,03","R$9,40 ","64,87%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/04/2024,970 x 250,1,0,"R$0,01 ","0,006","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,300 x 250,1517,9,"R$14,26 ","8,556","R$9,40 ","60,44%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,320 x 50,2720,15,"R$25,57 ","15,342","R$9,40 ","60,12%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/04/2024,300 x 250,1543,7,"R$14,50 ","8,7","R$9,40 ","66,32%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/04/2024,320 x 50,1645,4,"R$15,46 ","9,276","R$9,40 ","82,59%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,05/04/2024,300 x 250,1345,4,"R$12,64 ","7,584","R$9,40 ","61,26%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,05/04/2024,320 x 50,2045,8,"R$19,22 ","11,532","R$9,40 ","77,07%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,05/04/2024,728 x 90,202,0,"R$1,90 ","1,14","R$9,40 ","66,83%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,05/04/2024,970 x 250,119,0,"R$1,12 ","0,672","R$9,40 ","78,15%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/04/2024,300 x 250,1886,6,"R$17,73 ","10,638","R$9,40 ","68,63%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/04/2024,320 x 50,1440,8,"R$13,54 ","8,124","R$9,40 ","78,03%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/04/2024,728 x 90,124,0,"R$1,17 ","0,702","R$9,40 ","83,87%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/04/2024,970 x 250,58,0,"R$0,55 ","0,33","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/04/2024,300 x 250,1641,7,"R$15,43 ","9,258","R$9,40 ","62,46%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/04/2024,320 x 50,1402,2,"R$13,18 ","7,908","R$9,40 ","86,44%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/04/2024,728 x 90,97,0,"R$0,91 ","0,546","R$9,40 ","117,53%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/04/2024,970 x 250,44,0,"R$0,41 ","0,246","R$9,40 ","106,82%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/04/2024,300 x 250,1829,3,"R$17,19 ","10,314","R$9,40 ","67,14%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/04/2024,320 x 50,1233,3,"R$11,59 ","6,954","R$9,40 ","74,35%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/04/2024,728 x 90,326,0,"R$3,06 ","1,836","R$9,40 ","73,93%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/04/2024,970 x 250,183,0,"R$1,72 ","1,032","R$9,40 ","79,78%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/04/2024,300 x 250,1240,5,"R$11,66 ","6,996","R$9,40 ","57,50%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/04/2024,320 x 50,1692,4,"R$15,90 ","9,54","R$9,40 ","80,66%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/04/2024,728 x 90,237,1,"R$2,23 ","1,338","R$9,40 ","80,59%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/04/2024,970 x 250,152,0,"R$1,43 ","0,858","R$9,40 ","57,89%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/04/2024,300 x 250,1293,7,"R$12,15 ","7,29","R$9,40 ","56,07%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/04/2024,320 x 50,1674,0,"R$15,74 ","9,444","R$9,40 ","78,36%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/04/2024,728 x 90,171,0,"R$1,61 ","0,966","R$9,40 ","78,95%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/04/2024,970 x 250,93,1,"R$0,87 ","0,522","R$9,40 ","90,32%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/04/2024,300 x 250,1292,10,"R$12,14 ","7,284","R$9,40 ","59,25%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/04/2024,320 x 50,2277,8,"R$21,40 ","12,84","R$9,40 ","88,73%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/04/2024,728 x 90,58,0,"R$0,55 ","0,33","R$9,40 ","96,55%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/04/2024,970 x 250,226,0,"R$2,12 ","1,272","R$9,40 ","96,90%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,320 x 50,3205,8,"R$30,13 ","18,078","R$9,40 ","88,64%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,728 x 90,778,0,"R$7,31 ","4,386","R$9,40 ","101,54%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/04/2024,320 x 50,587,3,"R$5,52 ","3,312","R$9,40 ","72,23%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/04/2024,728 x 90,738,0,"R$6,94 ","4,164","R$9,40 ","94,58%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,320 x 50,352,0,"R$3,31 ","1,986","R$9,40 ","88,35%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,728 x 90,1065,0,"R$10,01 ","6,006","R$9,40 ","93,43%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/04/2024,320 x 50,291,2,"R$2,74 ","1,644","R$9,40 ","98,28%"
