Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
-,parceiros (10869286) » ne_10 (11238766),3/1/2024,0 x 0,-1,",10869286,11238766,",150,0,"R$0,26 ","R$1,75 ","60,40%"
-,parceiros (10869286) » ne_10 (11238766),3/2/2024,0 x 0,-1,",10869286,11238766,",66,0,"R$0,08 ","R$1,24 ","66,67%"
-,parceiros (10869286) » ne_10 (11238766),3/3/2024,0 x 0,-1,",10869286,11238766,",133,0,"R$0,21 ","R$1,55 ","55,30%"
-,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),3/1/2024,0 x 0,-1,",10869286,11238766,22834406532,",450,0,"R$0,40 ","R$0,88 ","96,67%"
-,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),3/2/2024,0 x 0,-1,",10869286,11238766,22834406532,",233,0,"R$0,27 ","R$1,15 ","98,28%"
-,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),3/3/2024,0 x 0,-1,",10869286,11238766,22834406532,",237,0,"R$0,13 ","R$0,56 ","95,36%"
-,parceiros (10869286) » ne_10 (11238766) » entretenimento (21722649521),3/3/2024,0 x 0,-1,",10869286,11238766,21722649521,",1,0,"R$0,00 ","R$0,33 ","100,00%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961),3/1/2024,0 x 0,-1,",10869286,11238766,21723566961,",1487,0,"R$5,14 ","R$3,45 ","66,53%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961),3/2/2024,0 x 0,-1,",10869286,11238766,21723566961,",836,0,"R$3,21 ","R$3,84 ","56,68%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961),3/3/2024,0 x 0,-1,",10869286,11238766,21723566961,",857,0,"R$3,46 ","R$4,03 ","66,16%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),3/1/2024,0 x 0,-1,",10869286,11238766,21723566961,22835570053,",1652,8,"R$1,94 ","R$1,17 ","97,09%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),3/2/2024,0 x 0,-1,",10869286,11238766,21723566961,22835570053,",584,2,"R$0,82 ","R$1,40 ","96,58%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),3/3/2024,0 x 0,-1,",10869286,11238766,21723566961,22835570053,",561,1,"R$0,76 ","R$1,36 ","96,08%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),3/1/2024,0 x 0,-1,",10869286,11238766,21723566961,21814819361,",19,2,"R$0,18 ","R$9,47 ","100,00%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),3/2/2024,0 x 0,-1,",10869286,11238766,21723566961,21814819361,",23,2,"R$0,04 ","R$1,70 ","86,96%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),3/3/2024,0 x 0,-1,",10869286,11238766,21723566961,21814819361,",20,0,"R$0,20 ","R$10,18 ","80,00%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361) » outstream (22691595912),3/1/2024,0 x 0,-1,",10869286,11238766,21723566961,21814819361,22691595912,",26,0,"R$0,06 ","R$2,46 ","61,54%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361) » outstream (22691595912),3/2/2024,0 x 0,-1,",10869286,11238766,21723566961,21814819361,22691595912,",25,0,"R$0,19 ","R$7,54 ","88,00%"
-,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361) » outstream (22691595912),3/3/2024,0 x 0,-1,",10869286,11238766,21723566961,21814819361,22691595912,",27,0,"R$0,12 ","R$4,48 ","70,37%"
-,parceiros (10869286) » ne_10 (11238766) » in-article (21720229610),3/1/2024,0 x 0,-1,",10869286,11238766,21720229610,",468,6,"R$0,48 ","R$1,02 ","90,19%"
