Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,249,0,"R$0,28 ","0,168","1,1245"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,357,0,"R$0,48 ","0,288","1,3445"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,2173,0,"R$4,00 ","2,4","1,8408"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,117,0,"R$0,06 ","0,036","0,5128"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,12,0,"R$0,12 ","0,072","10,0"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,87,0,"R$0,09 ","0,054","1,0345"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,21,0,"R$0,05 ","0,03","2,381"
Áudio (0x0),Interior,30/01/2024,0 x 0,187,0,"R$0,65 ","0,39","3,4759"
Áudio (0x0),Interior,30/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,30/01/2024,0 x 0,178,1,"R$0,63 ","0,378","3,5393"
Áudio (0x0),Interior,30/01/2024,0 x 0,3,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,30/01/2024,0 x 0,16,0,"R$0,03 ","0,018","1,875"
Áudio (0x0),Interior,30/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Interior,30/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,2,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,30/01/2024,0 x 0,31863,4,"R$70,75 ","42,45","2,2204"
Áudio (0x0),JC Online,30/01/2024,0 x 0,1,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),Jamildo,30/01/2024,0 x 0,30732,0,"R$67,42 ","40,452","2,1938"
Áudio (0x0),JC Online,30/01/2024,0 x 0,15,0,"R$0,02 ","0,012","1,3333"
Áudio (0x0),JC Online,30/01/2024,0 x 0,18622,38,"R$32,87 ","19,722","1,7651"
Áudio (0x0),Jamildo,30/01/2024,0 x 0,6757,0,"R$14,97 ","8,982","2,2155"
Áudio (0x0),Jamildo,30/01/2024,0 x 0,8344,9,"R$13,97 ","8,382","1,6743"
Áudio (0x0),Jamildo,30/01/2024,0 x 0,2337,2,"R$4,92 ","2,952","2,1053"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,4,0,"R$0,01 ","0,006","2,5"
Áudio (0x0),Social 1,30/01/2024,0 x 0,91986,1,"R$127,98 ","76,788","1,3913"
Áudio (0x0),Social 1,30/01/2024,0 x 0,68,0,"R$0,08 ","0,048","1,1765"
Áudio (0x0),Social 1,30/01/2024,0 x 0,3561,3,"R$7,22 ","4,332","2,0275"
Áudio (0x0),Social 1,30/01/2024,0 x 0,1033,5,"R$2,92 ","1,752","2,8267"
Áudio (0x0),Blog do Torcedor,30/01/2024,0 x 0,23182,4,"R$43,81 ","26,286","1,8898"
Áudio (0x0),Blog do Torcedor,30/01/2024,0 x 0,2025,15,"R$4,54 ","2,724","2,242"
Áudio (0x0),Blog do Torcedor,30/01/2024,0 x 0,407,4,"R$1,48 ","0,888","3,6364"
Áudio (0x0),JC Online,30/01/2024,0 x 0,6,0,"R$0,00 ","0,0","0,0"
Áudio (0x0),JC Online,30/01/2024,0 x 0,200,1,"R$0,86 ","0,516","4,3"
Áudio (0x0),JC Online,30/01/2024,0 x 0,593,0,"R$0,91 ","0,546","1,5346"
Áudio (0x0),JC HTML,30/01/2024,0 x 0,1884,0,"R$1,67 ","1,002","0,8864"
Áudio (0x0),JC HTML,30/01/2024,0 x 0,79,0,"R$0,25 ","0,15","3,1646"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,453,0,"R$1,29 ","0,774","2,8477"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,115,0,"R$0,53 ","0,318","4,6087"
Áudio (0x0),Portal NE10,30/01/2024,0 x 0,32,0,"R$0,02 ","0,012","0,625"
Áudio (0x0),Rádio Jornal,30/01/2024,0 x 0,787,0,"R$1,72 ","1,032","2,1855"
Áudio (0x0),Rádio Jornal,30/01/2024,0 x 0,629,1,"R$0,89 ","0,534","1,4149"
Áudio (0x0),Rádio Jornal,30/01/2024,0 x 0,7,0,"R$0,02 ","0,012","2,8571"
