Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766),7/8/2024,970 x 250,4676895284,",10869286,11238766,",302,1,"R$2,68 ","R$8,89 ","69,54%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766),7/9/2024,970 x 250,4676895284,",10869286,11238766,",463,1,"R$4,12 ","R$8,89 ","67,39%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » entretenimento (21722649521),7/9/2024,970 x 250,4676895284,",10869286,11238766,21722649521,",1,0,"R$0,01 ","R$8,89 ","0,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,970 x 250,4676895284,",10869286,11238766,21723566961,",770,0,"R$6,85 ","R$8,89 ","72,73%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/2/2024,970 x 250,4676895284,",10869286,11238766,21723566961,",967,0,"R$8,60 ","R$8,89 ","68,25%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/3/2024,970 x 250,4676895284,",10869286,11238766,21723566961,",379,0,"R$3,37 ","R$8,89 ","74,14%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/8/2024,970 x 250,4676895284,",10869286,11238766,21723566961,",3918,3,"R$34,83 ","R$8,89 ","70,32%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/9/2024,970 x 250,4676895284,",10869286,11238766,21723566961,",3682,2,"R$32,73 ","R$8,89 ","69,22%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),7/8/2024,970 x 250,4676895284,",10869286,11238766,21737767482,",19,0,"R$0,17 ","R$8,89 ","126,32%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),7/9/2024,970 x 250,4676895284,",10869286,11238766,21737767482,",787,0,"R$7,00 ","R$8,89 ","75,35%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » produtos (22024412677) » trofeu (22024507104),7/9/2024,970 x 250,4676895284,",10869286,11238766,21737767482,22024412677,22024507104,",9,0,"R$0,08 ","R$8,89 ","66,67%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » indica (22674207097),7/8/2024,970 x 250,4676895284,",10869286,11238766,22674207097,",3,0,"R$0,03 ","R$8,89 ","66,67%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » indica (22674207097),7/9/2024,970 x 250,4676895284,",10869286,11238766,22674207097,",2,0,"R$0,02 ","R$8,89 ","100,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/1/2024,970 x 250,4676895284,",10869286,11238766,21268726,",4646,4,"R$41,30 ","R$8,89 ","72,45%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/2/2024,970 x 250,4676895284,",10869286,11238766,21268726,",8188,2,"R$72,79 ","R$8,89 ","68,25%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/3/2024,970 x 250,4676895284,",10869286,11238766,21268726,",8635,2,"R$76,77 ","R$8,89 ","72,67%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/4/2024,970 x 250,4676895284,",10869286,11238766,21268726,",7168,4,"R$63,72 ","R$8,89 ","72,52%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/5/2024,970 x 250,4676895284,",10869286,11238766,21268726,",9109,4,"R$80,98 ","R$8,89 ","68,33%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/6/2024,970 x 250,4676895284,",10869286,11238766,21268726,",5482,1,"R$48,73 ","R$8,89 ","67,71%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/7/2024,970 x 250,4676895284,",10869286,11238766,21268726,",5462,2,"R$48,56 ","R$8,89 ","68,88%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/8/2024,970 x 250,4676895284,",10869286,11238766,21268726,",2660,1,"R$23,65 ","R$8,89 ","67,93%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/9/2024,970 x 250,4676895284,",10869286,11238766,21268726,",505,0,"R$4,49 ","R$8,89 ","60,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » coluna_dinheiro (22220157699),7/5/2024,970 x 250,4676895284,",10869286,11238766,21268726,22220157699,",1,0,"R$0,01 ","R$8,89 ","0,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » coluna_dinheiro (22220157699),7/6/2024,970 x 250,4676895284,",10869286,11238766,21268726,22220157699,",13,0,"R$0,12 ","R$8,89 ","84,62%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » coluna_dinheiro (22220157699),7/7/2024,970 x 250,4676895284,",10869286,11238766,21268726,22220157699,",1,0,"R$0,01 ","R$8,89 ","100,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » coluna_dinheiro (22220157699),7/8/2024,970 x 250,4676895284,",10869286,11238766,21268726,22220157699,",1,0,"R$0,01 ","R$8,89 ","100,00%"
