Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,970 x 250,4676895284,",10869286,11238766,21723566961,",770,0,"R$6,85 ","R$8,89 ","72,73%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),7/1/2024,970 x 250,4676895284,",10869286,11238766,21268726,",4646,4,"R$41,30 ","R$8,89 ","72,45%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » coluna_toques (22219892338),7/1/2024,970 x 250,4676895284,",10869286,11238766,21268726,22219892338,",1,0,"R$0,01 ","R$8,89 ","100,00%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),7/1/2024,970 x 250,4676895284,",10869286,11238766,21268726,21725415585,22503128490,",103,0,"R$0,92 ","R$8,89 ","74,76%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),7/1/2024,970 x 250,4676895284,",10869286,11238766,21268726,21725415585,22462745544,",182,0,"R$1,62 ","R$8,89 ","74,73%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,1 x 1,5628453248,",10869286,11238766,21723566961,",96,0,"R$0,84 ","R$8,70 ","73,96%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,300 x 250,5628453248,",10869286,11238766,21723566961,",47,0,"R$0,41 ","R$8,70 ","55,32%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,300 x 600,5628453248,",10869286,11238766,21723566961,",73,0,"R$0,64 ","R$8,70 ","38,36%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,320 x 50,5628453248,",10869286,11238766,21723566961,",54,0,"R$0,47 ","R$8,70 ","83,33%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,728 x 90,5628453248,",10869286,11238766,21723566961,",76,0,"R$0,66 ","R$8,70 ","60,53%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961),7/1/2024,970 x 250,5628453248,",10869286,11238766,21723566961,",115,0,"R$1,00 ","R$8,70 ","73,91%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),7/1/2024,320 x 50,5628453248,",10869286,11238766,21723566961,22835570053,",75,0,"R$0,65 ","R$8,70 ","92,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),7/1/2024,728 x 90,5628453248,",10869286,11238766,21723566961,22835570053,",479,0,"R$4,17 ","R$8,70 ","93,32%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361) » outstream (22691595912),7/1/2024,300 x 250,5628453248,",10869286,11238766,21723566961,21814819361,22691595912,",73,1,"R$0,64 ","R$8,70 ","75,34%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),7/1/2024,300 x 250,5628453248,",10869286,11238766,21268726,21725415585,22503128490,",109,0,"R$0,95 ","R$8,70 ","70,64%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),7/1/2024,320 x 50,5628453248,",10869286,11238766,21268726,21725415585,22503128490,",238,0,"R$2,07 ","R$8,70 ","97,06%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),7/1/2024,728 x 90,5628453248,",10869286,11238766,21268726,21725415585,22503128490,",20,0,"R$0,17 ","R$8,70 ","95,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),7/1/2024,1 x 1,5628453248,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",326,2,"R$2,84 ","R$8,70 ","26,38%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),7/1/2024,320 x 50,5628453248,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",4,0,"R$0,03 ","R$8,70 ","100,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),7/1/2024,728 x 90,5628453248,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",4,0,"R$0,03 ","R$8,70 ","100,00%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),7/1/2024,1 x 1,5628453248,",10869286,11238766,21719551231,",11,0,"R$0,10 ","R$8,70 ","63,64%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),7/1/2024,300 x 250,5628453248,",10869286,11238766,21719551231,",189,1,"R$1,64 ","R$8,70 ","74,60%"
(VENDAS DIRETAS SJCC)  PITU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),7/1/2024,300 x 600,5628453248,",10869286,11238766,21719551231,",17,0,"R$0,15 ","R$8,70 ","105,88%"
