Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,300 x 250,44,1,"0,41 ","0,246","R$9,40 ","54,55%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,320 x 50,35,1,"0,33 ","0,198","R$9,40 ","42,86%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,728 x 90,1,0,"0,01 ","0,006","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,300 x 250,85,0,"0,80 ","0,48","R$9,40 ","80,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,320 x 50,19,0,"0,18 ","0,108","R$9,40 ","47,37%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,320 x 50,12,0,"0,11 ","0,066","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,728 x 90,2,1,"0,02 ","0,012","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,320 x 50,28,0,"0,26 ","0,156","R$9,40 ","78,57%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,728 x 90,4,0,"0,04 ","0,024","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,300 x 250,29,0,"0,27 ","0,162","R$9,40 ","79,31%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,320 x 50,2,0,"0,02 ","0,012","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,728 x 90,12,0,"0,11 ","0,066","R$9,40 ","66,67%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,970 x 250,12,0,"0,11 ","0,066","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,320 x 50,3,0,"0,03 ","0,018","R$9,40 ","66,67%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,320 x 50,2,0,"0,02 ","0,012","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,728 x 90,28,0,"0,26 ","0,156","R$9,40 ","96,43%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,320 x 50,1,0,"0,01 ","0,006","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,04/06/2024,728 x 90,1,0,"0,01 ","0,006","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,300 x 250,7,0,"0,07 ","0,042","R$9,40 ","85,71%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,300 x 250,370,0,"3,48 ","2,088","R$9,40 ","60,54%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,320 x 50,160,1,"1,50 ","0,9","R$9,40 ","88,75%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,728 x 90,17,0,"0,16 ","0,096","R$9,40 ","147,06%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,970 x 250,20,0,"0,19 ","0,114","R$9,40 ","125,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,300 x 250,455,0,"4,28 ","2,568","R$9,40 ","69,89%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,320 x 50,24,0,"0,23 ","0,138","R$9,40 ","87,50%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,300 x 250,1772,6,"16,66 ","9,996","R$9,40 ","67,72%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,320 x 50,84,0,"0,79 ","0,474","R$9,40 ","85,71%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,728 x 90,11,0,"0,10 ","0,06","R$9,40 ","54,55%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,970 x 250,14,0,"0,13 ","0,078","R$9,40 ","64,29%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,300 x 250,595,2,"5,59 ","3,354","R$9,40 ","67,39%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,320 x 50,38,0,"0,36 ","0,216","R$9,40 ","76,32%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,320 x 50,4722,1,"44,39 ","26,634","R$9,40 ","97,37%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,728 x 90,236,0,"2,22 ","1,332","R$9,40 ","106,36%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,320 x 50,8362,6,"78,60 ","47,16","R$9,40 ","97,69%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,728 x 90,19,0,"0,18 ","0,108","R$9,40 ","94,74%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,320 x 50,1260,1,"11,84 ","7,104","R$9,40 ","97,14%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,728 x 90,66,0,"0,62 ","0,372","R$9,40 ","98,48%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,320 x 50,8058,5,"75,75 ","45,45","R$9,40 ","97,36%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,728 x 90,85,0,"0,80 ","0,48","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,300 x 250,38,0,"0,36 ","0,216","R$9,40 ","68,42%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,300 x 250,46,0,"0,43 ","0,258","R$9,40 ","58,70%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,300 x 250,294,0,"2,76 ","1,656","R$9,40 ","64,97%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,300 x 250,63,0,"0,59 ","0,354","R$9,40 ","57,14%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,320 x 50,1,0,"0,01 ","0,006","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,320 x 50,7,0,"0,07 ","0,042","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,320 x 50,1,0,"0,01 ","0,006","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,320 x 50,2,0,"0,02 ","0,012","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,300 x 250,6,0,"0,06 ","0,036","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,320 x 50,33,0,"0,31 ","0,186","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,728 x 90,10,0,"0,09 ","0,054","R$9,40 ","80,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/06/2024,970 x 250,5,0,"0,05 ","0,03","R$9,40 ","60,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,300 x 250,14,0,"0,13 ","0,078","R$9,40 ","57,14%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/06/2024,320 x 50,12,0,"0,11 ","0,066","R$9,40 ","91,67%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,300 x 250,102,0,"0,96 ","0,576","R$9,40 ","42,16%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,320 x 50,114,0,"1,07 ","0,642","R$9,40 ","80,70%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,728 x 90,2,0,"0,02 ","0,012","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/06/2024,970 x 250,1,0,"0,01 ","0,006","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,300 x 250,26,0,"0,24 ","0,144","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,04/06/2024,320 x 50,81,0,"0,76 ","0,456","R$9,40 ","91,36%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,300 x 250,5,0,"0,05 ","0,03","R$9,40 ","20,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Portal NE10,03/06/2024,970 x 250,1,0,"0,01 ","0,006","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),JC Online,03/06/2024,300 x 250,2103,3,"19,77 ","11,862","R$9,40 ","66,22%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),JC Online,03/06/2024,320 x 50,1468,2,"13,80 ","8,28","R$9,40 ","90,25%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),JC Online,03/06/2024,728 x 90,46,0,"0,43 ","0,258","R$9,40 ","69,57%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),JC Online,03/06/2024,970 x 250,62,0,"0,58 ","0,348","R$9,40 ","69,35%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),JC Online,04/06/2024,300 x 250,3417,5,"32,12 ","19,272","R$9,40 ","59,58%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),JC Online,04/06/2024,320 x 50,1923,6,"18,08 ","10,848","R$9,40 ","90,98%"
