Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,24,0,"R$0,20 ","0,12","R$8,29 ","66,67%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,244,0,"R$0,26 ","0,156","R$1,08 ","90,57%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,1,0,"R$0,01 ","0,006","R$7,02 ","0,00%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,672,0,"R$7,49 ","4,494","R$11,15 ","66,67%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,2433,3,"R$4,81 ","2,886","R$1,98 ","95,56%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,764,1,"R$1,31 ","0,786","R$1,71 ","88,77%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,29,0,"R$0,37 ","0,222","R$12,73 ","86,21%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,129,3,"R$0,21 ","0,126","R$1,66 ","85,83%"
Áudio (0x0),Interior,14/03/2024,0 x 0,18,0,"R$0,17 ","0,102","R$9,51 ","55,56%"
Áudio (0x0),Interior,14/03/2024,0 x 0,288,1,"R$0,81 ","0,486","R$2,80 ","97,22%"
Áudio (0x0),Interior,14/03/2024,0 x 0,111,1,"R$0,17 ","0,102","R$1,51 ","83,02%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,1,0,"R$0,01 ","0,006","R$6,43 ","100,00%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,5594,4,"R$41,53 ","24,918","R$7,42 ","69,71%"
Áudio (0x0),Jamildo,14/03/2024,0 x 0,6374,0,"R$37,54 ","22,524","R$5,89 ","59,64%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,5,0,"R$0,01 ","0,006","R$1,47 ","0,00%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,22224,39,"R$35,30 ","21,18","R$1,59 ","97,16%"
Áudio (0x0),Jamildo,14/03/2024,0 x 0,1012,0,"R$5,70 ","3,42","R$5,63 ","71,88%"
Áudio (0x0),Jamildo,14/03/2024,0 x 0,10094,12,"R$13,53 ","8,118","R$1,34 ","96,72%"
Áudio (0x0),Jamildo,14/03/2024,0 x 0,1823,1,"R$4,16 ","2,496","R$2,28 ","82,68%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,8,0,"R$0,01 ","0,006","R$0,75 ","75,00%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$1,82 ","100,00%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,6,0,"R$0,03 ","0,018","R$5,13 ","66,67%"
Áudio (0x0),Social 1,14/03/2024,0 x 0,1846,0,"R$11,31 ","6,786","R$6,12 ","70,67%"
Áudio (0x0),Social 1,14/03/2024,0 x 0,37,0,"R$0,08 ","0,048","R$2,23 ","0,00%"
Áudio (0x0),Social 1,14/03/2024,0 x 0,2756,3,"R$4,81 ","2,886","R$1,75 ","97,35%"
Áudio (0x0),Social 1,14/03/2024,0 x 0,1071,3,"R$2,59 ","1,554","R$2,42 ","80,34%"
Áudio (0x0),Blog do Torcedor,14/03/2024,0 x 0,1638,0,"R$10,58 ","6,348","R$6,46 ","64,39%"
Áudio (0x0),Blog do Torcedor,14/03/2024,0 x 0,6411,8,"R$9,01 ","5,406","R$1,41 ","97,43%"
Áudio (0x0),Blog do Torcedor,14/03/2024,0 x 0,612,4,"R$2,51 ","1,506","R$4,10 ","88,64%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,5,0,"R$0,00 ","0,0","R$0,55 ","80,00%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,4658,12,"R$7,31 ","4,386","R$1,57 ","85,38%"
Áudio (0x0),JC Online,14/03/2024,0 x 0,188,0,"R$0,73 ","0,438","R$3,90 ","62,03%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,41,0,"R$0,31 ","0,186","R$7,46 ","62,50%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,191,0,"R$1,39 ","0,834","R$7,30 ","98,43%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,27,0,"R$0,07 ","0,042","R$2,69 ","92,31%"
Áudio (0x0),Rádio Jornal,14/03/2024,0 x 0,1312,0,"R$7,99 ","4,794","R$6,09 ","67,41%"
Áudio (0x0),Rádio Jornal,14/03/2024,0 x 0,130,0,"R$0,31 ","0,186","R$2,38 ","0,00%"
Áudio (0x0),Rádio Jornal,14/03/2024,0 x 0,7401,5,"R$14,67 ","8,802","R$1,98 ","99,45%"
Áudio (0x0),Rádio Jornal,14/03/2024,0 x 0,290,2,"R$0,67 ","0,402","R$2,30 ","80,87%"
Áudio (0x0),Rádio Jornal,14/03/2024,0 x 0,5,0,"R$0,02 ","0,012","R$3,74 ","80,00%"
Áudio (0x0),TV Jornal,14/03/2024,0 x 0,81,0,"R$0,96 ","0,576","R$11,91 ","65,79%"
Áudio (0x0),TV Jornal,14/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$1,30 ","0,00%"
Áudio (0x0),TV Jornal,14/03/2024,0 x 0,205,0,"R$1,29 ","0,774","R$6,31 ","97,56%"
Áudio (0x0),TV Jornal,14/03/2024,0 x 0,11,0,"R$0,02 ","0,012","R$2,24 ","100,00%"
Áudio (0x0),Interior,14/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,75 ","0,00%"
Áudio (0x0),Portal NE10,14/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$4,89 ","0,00%"
Áudio (0x0),TV Jornal,14/03/2024,0 x 0,28,0,"R$0,13 ","0,078","R$4,58 ","86,36%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,14/03/2024,728 x 90,18,0,"R$0,11 ","0,066","R$6,07 ","120,00%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,14/03/2024,728 x 90,1,0,"R$0,01 ","0,006","R$6,07 ","0,00%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,14/03/2024,728 x 90,120,0,"R$0,73 ","0,438","R$6,07 ","90,08%"
