Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,74,0,"R$0,67 ","0,402","R$9,08 ","64,86%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,329,0,"R$0,25 ","0,15","R$0,77 ","98,48%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$3,78 ","0,00%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,1199,0,"R$5,65 ","3,39","R$4,71 ","68,95%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,2126,6,"R$3,49 ","2,094","R$1,64 ","93,41%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,591,1,"R$0,79 ","0,474","R$1,34 ","83,00%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,12,0,"R$0,13 ","0,078","R$10,73 ","75,00%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,73,0,"R$0,23 ","0,138","R$3,22 ","84,51%"
Áudio (0x0),Interior,12/03/2024,0 x 0,47,0,"R$0,39 ","0,234","R$8,29 ","80,85%"
Áudio (0x0),Interior,12/03/2024,0 x 0,397,2,"R$0,57 ","0,342","R$1,43 ","96,98%"
Áudio (0x0),Interior,12/03/2024,0 x 0,49,0,"R$0,03 ","0,018","R$0,52 ","83,67%"
Áudio (0x0),Interior,12/03/2024,0 x 0,4,0,"R$0,01 ","0,006","R$1,50 ","0,00%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$2,47 ","0,00%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,10105,6,"R$41,81 ","25,086","R$4,14 ","66,90%"
Áudio (0x0),Jamildo,12/03/2024,0 x 0,12047,0,"R$44,15 ","26,49","R$3,67 ","67,90%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,3,0,"R$0,02 ","0,012","R$5,43 ","0,00%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,25879,50,"R$31,79 ","19,074","R$1,23 ","97,21%"
Áudio (0x0),Jamildo,12/03/2024,0 x 0,2167,0,"R$8,00 ","4,8","R$3,69 ","69,90%"
Áudio (0x0),Jamildo,12/03/2024,0 x 0,9762,8,"R$12,65 ","7,59","R$1,30 ","97,46%"
Áudio (0x0),Jamildo,12/03/2024,0 x 0,2657,11,"R$6,12 ","3,672","R$2,30 ","85,11%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,4,0,"R$0,00 ","0,0","R$0,24 ","25,00%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,14,0,"R$0,04 ","0,024","R$2,87 ","78,57%"
Áudio (0x0),Social 1,12/03/2024,0 x 0,98719,1,"R$182,11 ","109,266","R$1,84 ","71,63%"
Áudio (0x0),Social 1,12/03/2024,0 x 0,28,0,"R$0,04 ","0,024","R$1,59 ","0,00%"
Áudio (0x0),Social 1,12/03/2024,0 x 0,10691,7,"R$19,47 ","11,682","R$1,82 ","97,49%"
Áudio (0x0),Social 1,12/03/2024,0 x 0,3061,9,"R$8,20 ","4,92","R$2,68 ","81,54%"
Áudio (0x0),Blog do Torcedor,12/03/2024,0 x 0,1379,0,"R$4,80 ","2,88","R$3,48 ","70,99%"
Áudio (0x0),Blog do Torcedor,12/03/2024,0 x 0,3414,4,"R$4,77 ","2,862","R$1,40 ","97,77%"
Áudio (0x0),Blog do Torcedor,12/03/2024,0 x 0,339,1,"R$1,03 ","0,618","R$3,05 ","85,54%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,5,0,"R$0,00 ","0,0","R$0,91 ","100,00%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,3475,3,"R$6,40 ","3,84","R$1,84 ","83,86%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,282,0,"R$0,62 ","0,372","R$2,19 ","66,31%"
Áudio (0x0),JC Online,12/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,38 ","100,00%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,72,0,"R$0,43 ","0,258","R$5,92 ","80,56%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,319,1,"R$0,52 ","0,312","R$1,62 ","96,87%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,11,0,"R$0,04 ","0,024","R$3,58 ","81,82%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,8907,0,"R$28,83 ","17,298","R$3,24 ","77,82%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,131,0,"R$0,29 ","0,174","R$2,18 ","0,00%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,10617,11,"R$28,33 ","16,998","R$2,67 ","99,26%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$4,15 ","100,00%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,2,0,"R$0,01 ","0,006","R$4,41 ","100,00%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,521,3,"R$1,08 ","0,648","R$2,07 ","80,72%"
Áudio (0x0),Rádio Jornal,12/03/2024,0 x 0,17,0,"R$0,05 ","0,03","R$2,82 ","64,71%"
Áudio (0x0),TV Jornal,12/03/2024,0 x 0,75,0,"R$0,54 ","0,324","R$7,18 ","88,89%"
Áudio (0x0),TV Jornal,12/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,18 ","0,00%"
Áudio (0x0),TV Jornal,12/03/2024,0 x 0,367,0,"R$0,84 ","0,504","R$2,28 ","96,46%"
Áudio (0x0),TV Jornal,12/03/2024,0 x 0,17,0,"R$0,03 ","0,018","R$1,92 ","82,35%"
Áudio (0x0),Portal NE10,12/03/2024,0 x 0,3,0,"R$0,01 ","0,006","R$3,21 ","100,00%"
Áudio (0x0),TV Jornal,12/03/2024,0 x 0,26,0,"R$0,10 ","0,06","R$3,84 ","63,64%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,12/03/2024,728 x 90,2,0,"R$0,01 ","0,006","R$6,07 ","50,00%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,12/03/2024,728 x 90,15,0,"R$0,09 ","0,054","R$6,07 ","86,67%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,12/03/2024,728 x 90,8,0,"R$0,05 ","0,03","R$6,07 ","37,50%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,12/03/2024,728 x 90,75,0,"R$0,46 ","0,276","R$6,07 ","90,67%"
