Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,81,0,"R$0,20 ","0,12","R$2,46 ","71,25%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,311,0,"R$0,13 ","0,078","R$0,43 ","94,53%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,47 ","100,00%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,1167,0,"R$7,43 ","4,458","R$6,36 ","68,30%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,1653,2,"R$2,81 ","1,686","R$1,70 ","94,37%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,476,4,"R$0,61 ","0,366","R$1,28 ","86,49%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,4,0,"R$0,13 ","0,078","R$31,80 ","50,00%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,107,0,"R$0,16 ","0,096","R$1,53 ","82,69%"
Áudio (0x0),Interior,13/03/2024,0 x 0,28,0,"R$0,24 ","0,144","R$8,61 ","53,57%"
Áudio (0x0),Interior,13/03/2024,0 x 0,387,0,"R$0,38 ","0,228","R$0,98 ","96,90%"
Áudio (0x0),Interior,13/03/2024,0 x 0,58,0,"R$0,05 ","0,03","R$0,85 ","94,83%"
Áudio (0x0),Interior,13/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,59 ","50,00%"
Áudio (0x0),Interior,13/03/2024,0 x 0,8,0,"R$0,01 ","0,006","R$1,37 ","0,00%"
Áudio (0x0),Interior,13/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,75 ","0,00%"
Áudio (0x0),Interior,13/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,75 ","0,00%"
Áudio (0x0),JC Online,13/03/2024,0 x 0,9955,2,"R$42,40 ","25,44","R$4,26 ","68,55%"
Áudio (0x0),Jamildo,13/03/2024,0 x 0,18505,0,"R$70,32 ","42,192","R$3,80 ","60,66%"
Áudio (0x0),JC Online,13/03/2024,0 x 0,17761,26,"R$23,39 ","14,034","R$1,32 ","97,43%"
Áudio (0x0),Jamildo,13/03/2024,0 x 0,2143,0,"R$8,27 ","4,962","R$3,86 ","68,04%"
Áudio (0x0),Jamildo,13/03/2024,0 x 0,7276,12,"R$9,83 ","5,898","R$1,35 ","97,48%"
Áudio (0x0),Jamildo,13/03/2024,0 x 0,2086,13,"R$6,62 ","3,972","R$3,17 ","87,52%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,5,0,"R$0,00 ","0,0","R$0,73 ","60,00%"
Áudio (0x0),JC Online,13/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,23 ","50,00%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,21,0,"R$0,04 ","0,024","R$1,70 ","52,38%"
Áudio (0x0),Social 1,13/03/2024,0 x 0,11227,1,"R$37,62 ","22,572","R$3,35 ","81,97%"
Áudio (0x0),Social 1,13/03/2024,0 x 0,44,0,"R$0,06 ","0,036","R$1,35 ","0,00%"
Áudio (0x0),Social 1,13/03/2024,0 x 0,3687,9,"R$6,98 ","4,188","R$1,89 ","97,53%"
Áudio (0x0),Social 1,13/03/2024,0 x 0,1187,7,"R$2,45 ","1,47","R$2,07 ","87,95%"
Áudio (0x0),Blog do Torcedor,13/03/2024,0 x 0,3091,0,"R$13,71 ","8,226","R$4,43 ","70,48%"
Áudio (0x0),Blog do Torcedor,13/03/2024,0 x 0,3430,17,"R$5,32 ","3,192","R$1,55 ","96,82%"
Áudio (0x0),Blog do Torcedor,13/03/2024,0 x 0,1165,7,"R$2,74 ","1,644","R$2,35 ","89,65%"
Áudio (0x0),JC Online,13/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,92 ","100,00%"
Áudio (0x0),JC Online,13/03/2024,0 x 0,3373,14,"R$5,47 ","3,282","R$1,62 ","86,18%"
Áudio (0x0),JC Online,13/03/2024,0 x 0,119,0,"R$0,39 ","0,234","R$3,28 ","55,46%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,19,0,"R$0,14 ","0,084","R$7,41 ","68,42%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,207,1,"R$0,46 ","0,276","R$2,24 ","96,62%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,7,0,"R$0,00 ","0,0","R$0,47 ","83,33%"
Áudio (0x0),Rádio Jornal,13/03/2024,0 x 0,7388,0,"R$28,81 ","17,286","R$3,90 ","77,82%"
Áudio (0x0),Rádio Jornal,13/03/2024,0 x 0,113,0,"R$0,22 ","0,132","R$1,96 ","0,00%"
Áudio (0x0),Rádio Jornal,13/03/2024,0 x 0,12341,14,"R$26,70 ","16,02","R$2,16 ","99,31%"
Áudio (0x0),Rádio Jornal,13/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,85 ","100,00%"
Áudio (0x0),Rádio Jornal,13/03/2024,0 x 0,308,0,"R$0,70 ","0,42","R$2,26 ","79,46%"
Áudio (0x0),Rádio Jornal,13/03/2024,0 x 0,4,0,"R$0,02 ","0,012","R$4,35 ","50,00%"
Áudio (0x0),TV Jornal,13/03/2024,0 x 0,104,0,"R$0,83 ","0,498","R$7,98 ","79,00%"
Áudio (0x0),TV Jornal,13/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$3,93 ","0,00%"
Áudio (0x0),TV Jornal,13/03/2024,0 x 0,466,1,"R$1,88 ","1,128","R$4,02 ","98,28%"
Áudio (0x0),TV Jornal,13/03/2024,0 x 0,6,0,"R$0,00 ","0,0","R$0,69 ","120,00%"
Áudio (0x0),Interior,13/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$2,62 ","100,00%"
Áudio (0x0),Portal NE10,13/03/2024,0 x 0,5,0,"R$0,02 ","0,012","R$4,44 ","100,00%"
Áudio (0x0),TV Jornal,13/03/2024,0 x 0,33,1,"R$0,15 ","0,09","R$4,68 ","78,57%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,13/03/2024,728 x 90,14,0,"R$0,09 ","0,054","R$6,07 ","92,86%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,13/03/2024,728 x 90,22,0,"R$0,13 ","0,078","R$6,07 ","50,00%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,13/03/2024,728 x 90,66,0,"R$0,40 ","0,24","R$6,07 ","92,42%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Interior,13/03/2024,728 x 90,4,0,"R$0,02 ","0,012","R$6,07 ","75,00%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Interior,13/03/2024,728 x 90,19,0,"R$0,12 ","0,072","R$6,07 ","89,47%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,JC Online,13/03/2024,728 x 90,272,0,"R$1,65 ","0,99","R$6,07 ","54,41%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,JC Online,13/03/2024,728 x 90,617,0,"R$3,75 ","2,25","R$6,07 ","94,65%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Jamildo,13/03/2024,728 x 90,119,0,"R$0,72 ","0,432","R$6,07 ","60,50%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Jamildo,13/03/2024,728 x 90,298,0,"R$1,81 ","1,086","R$6,07 ","97,99%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Social 1,13/03/2024,728 x 90,39,0,"R$0,24 ","0,144","R$6,07 ","56,41%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Social 1,13/03/2024,728 x 90,128,0,"R$0,78 ","0,468","R$6,07 ","97,66%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Blog do Torcedor,13/03/2024,728 x 90,54,0,"R$0,33 ","0,198","R$6,07 ","53,70%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Blog do Torcedor,13/03/2024,728 x 90,160,0,"R$0,97 ","0,582","R$6,07 ","96,88%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Portal NE10,13/03/2024,728 x 90,16,0,"R$0,10 ","0,06","R$6,07 ","93,75%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Rádio Jornal,13/03/2024,728 x 90,13,0,"R$0,08 ","0,048","R$6,07 ","61,54%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,Rádio Jornal,13/03/2024,728 x 90,255,0,"R$1,55 ","0,93","R$6,07 ","98,82%"
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A/0001-58,TV Jornal,13/03/2024,728 x 90,9,0,"R$0,05 ","0,03","R$6,07 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,13/03/2024,300 x 250v,4,0,"R$0,10 ","0,06","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,13/03/2024,640 x 480v,6,0,"R$0,15 ","0,09","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,13/03/2024,640 x 480v,3,0,"R$0,08 ","0,048","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,13/03/2024,300 x 250v,35,0,"R$0,88 ","0,528","R$25,20 ","57,14%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,13/03/2024,300 x 250v,998,0,"R$25,15 ","15,09","R$25,20 ","76,99%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,13/03/2024,300 x 250v,105,0,"R$2,65 ","1,59","R$25,20 ","72,32%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,13/03/2024,300 x 250v,24,0,"R$0,60 ","0,36","R$25,20 ","70,83%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,13/03/2024,480 x 360v,5,0,"R$0,13 ","0,078","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,13/03/2024,300 x 250v,2,0,"R$0,05 ","0,03","R$25,20 ","50,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,13/03/2024,300 x 250v,457,0,"R$11,52 ","6,912","R$25,20 ","72,55%"
AGCLUB7 INTERACTIVE B.V/0000-00,Blog do Torcedor,13/03/2024,300 x 250v,52,0,"R$1,31 ","0,786","R$25,20 ","78,85%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,13/03/2024,480 x 360v,8,0,"R$0,20 ","0,12","R$25,20 ","87,50%"
AGCLUB7 INTERACTIVE B.V/0000-00,Rádio Jornal,13/03/2024,300 x 250v,104,0,"R$2,62 ","1,572","R$25,20 ","77,57%"
AGCLUB7 INTERACTIVE B.V/0000-00,Rádio Jornal,13/03/2024,480 x 360v,1,0,"R$0,03 ","0,018","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Rádio Jornal,13/03/2024,300 x 250v,1,0,"R$0,03 ","0,018","R$25,20 ","0,00%"
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA / 0001-03,Portal NE10,13/03/2024,480 x 360v,51,0,"R$0,65 ","0,39","R$12,81 ","80,39%"
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA / 0001-03,Portal NE10,13/03/2024,480 x 361v,9,0,"R$0,12 ","0,072","R$12,81 ","77,78%"
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA / 0001-03,Portal NE10,13/03/2024,640 x 480v,12,0,"R$0,15 ","0,09","R$12,81 ","83,33%"
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA / 0001-03,TV Jornal,13/03/2024,480 x 360v,138,0,"R$1,77 ","1,062","R$12,81 ","39,39%"
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA / 0001-03,TV Jornal,13/03/2024,480 x 361v,21,0,"R$0,27 ","0,162","R$12,81 ","28,57%"
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA / 0001-03,TV Jornal,13/03/2024,640 x 480v,33,0,"R$0,42 ","0,252","R$12,81 ","39,39%"
Amazon,Portal NE10,13/03/2024,1 x 1,1,0,"R$0,00 ","0,0","R$1,24 ","100,00%"
Amazon,Interior,13/03/2024,1 x 1,10,0,"R$0,07 ","0,042","R$6,93 ","80,00%"
Amazon,Interior,13/03/2024,1 x 1,1,0,"R$0,00 ","0,0","R$1,24 ","0,00%"
Amazon,JC Online,13/03/2024,1 x 1,4,0,"R$0,01 ","0,006","R$2,16 ","75,00%"
Amazon,Jamildo,13/03/2024,1 x 1,5,0,"R$0,01 ","0,006","R$2,08 ","40,00%"
Amazon,Social 1,13/03/2024,1 x 1,4,0,"R$0,06 ","0,036","R$15,41 ","0,00%"
Amazon,Social 1,13/03/2024,1 x 1,4,0,"R$0,03 ","0,018","R$6,43 ","50,00%"
Amazon,Blog do Torcedor,13/03/2024,1 x 1,2,0,"R$0,00 ","0,0","R$1,24 ","100,00%"
Amazon,JC Online,13/03/2024,1 x 1,3,0,"R$0,02 ","0,012","R$6,63 ","0,00%"
Amazon,Rádio Jornal,13/03/2024,1 x 1,1,0,"R$0,05 ","0,03","R$52,25 ","100,00%"
Amazon,Interior,13/03/2024,1 x 1,2,0,"R$0,02 ","0,012","R$11,05 ","50,00%"
AppNexus,Portal NE10,13/03/2024,1 x 1,97,0,"R$0,04 ","0,024","R$0,40 ","41,24%"
AppNexus,Portal NE10,13/03/2024,Nativo,31,0,"R$0,02 ","0,012","R$0,76 ","25,81%"
AppNexus,Portal NE10,13/03/2024,1 x 1,183,0,"R$0,09 ","0,054","R$0,51 ","93,99%"
AppNexus,Portal NE10,13/03/2024,1 x 1,3,0,"R$0,00 ","0,0","R$0,00 ","0,00%"
AppNexus,Portal NE10,13/03/2024,1 x 1,116,0,"R$0,10 ","0,06","R$0,85 ","45,69%"
AppNexus,Portal NE10,13/03/2024,1 x 1,902,0,"R$1,23 ","0,738","R$1,36 ","82,71%"
AppNexus,Portal NE10,13/03/2024,480 x 360v,147,1,"R$0,14 ","0,084","R$1,08 ","76,06%"
AppNexus,Portal NE10,13/03/2024,1 x 1,31,0,"R$0,02 ","0,012","R$0,69 ","45,16%"
AppNexus,Portal NE10,13/03/2024,480 x 360v,19,1,"R$0,01 ","0,006","R$0,61 ","94,74%"
AppNexus,Interior,13/03/2024,1 x 1,71,0,"R$0,01 ","0,006","R$0,08 ","61,97%"
AppNexus,Interior,13/03/2024,Nativo,6,0,"R$0,00 ","0,0","R$0,65 ","16,67%"
AppNexus,Interior,13/03/2024,1 x 1,318,0,"R$0,20 ","0,12","R$0,62 ","76,73%"
AppNexus,Interior,13/03/2024,480 x 360v,24,0,"R$0,02 ","0,012","R$0,72 ","91,67%"
AppNexus,Portal NE10,13/03/2024,1 x 1,4,0,"R$0,00 ","0,0","R$0,00 ","25,00%"
AppNexus,JC Online,13/03/2024,1 x 1,2997,0,"R$8,69 ","5,214","R$2,90 ","77,13%"
AppNexus,JC Online,13/03/2024,Nativo,81,0,"R$0,06 ","0,036","R$0,80 ","40,74%"
