Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,84,0,"R$0,17 ","0,102","R$2,07 ","58,33%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,10 ","0,00%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,254,1,"R$0,20 ","0,12","R$0,79 ","96,85%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,1582,1,"R$7,54 ","4,524","R$4,77 ","67,13%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,2523,5,"R$3,32 ","1,992","R$1,32 ","93,42%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,1136,0,"R$1,39 ","0,834","R$1,22 ","88,54%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,15,0,"R$0,16 ","0,096","R$10,72 ","53,33%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,146,0,"R$0,21 ","0,126","R$1,46 ","81,25%"
Áudio (0x0),Interior,11/03/2024,0 x 0,65,0,"R$0,40 ","0,24","R$6,18 ","43,08%"
Áudio (0x0),Interior,11/03/2024,0 x 0,362,1,"R$0,61 ","0,366","R$1,69 ","95,58%"
Áudio (0x0),Interior,11/03/2024,0 x 0,139,1,"R$0,09 ","0,054","R$0,62 ","86,23%"
Áudio (0x0),Interior,11/03/2024,0 x 0,12,0,"R$0,01 ","0,006","R$0,79 ","0,00%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,14701,2,"R$47,92 ","28,752","R$3,26 ","68,64%"
Áudio (0x0),Jamildo,11/03/2024,0 x 0,15855,0,"R$46,68 ","28,008","R$2,94 ","66,62%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,6,0,"R$0,01 ","0,006","R$2,26 ","0,00%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,37087,46,"R$38,92 ","23,352","R$1,05 ","97,81%"
Áudio (0x0),Jamildo,11/03/2024,0 x 0,2613,0,"R$8,54 ","5,124","R$3,27 ","68,89%"
Áudio (0x0),Jamildo,11/03/2024,0 x 0,12748,8,"R$13,37 ","8,022","R$1,05 ","97,60%"
Áudio (0x0),Jamildo,11/03/2024,0 x 0,4241,24,"R$9,48 ","5,688","R$2,24 ","87,81%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,72 ","100,00%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$1,39 ","100,00%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,22,0,"R$0,03 ","0,018","R$1,32 ","45,45%"
Áudio (0x0),Social 1,11/03/2024,0 x 0,103224,1,"R$205,21 ","123,126","R$1,99 ","66,50%"
Áudio (0x0),Social 1,11/03/2024,0 x 0,49,0,"R$0,08 ","0,048","R$1,65 ","0,00%"
Áudio (0x0),Social 1,11/03/2024,0 x 0,12059,14,"R$20,02 ","12,012","R$1,66 ","97,38%"
Áudio (0x0),Social 1,11/03/2024,0 x 0,4753,20,"R$14,77 ","8,862","R$3,11 ","82,88%"
Áudio (0x0),Blog do Torcedor,11/03/2024,0 x 0,1065,0,"R$3,79 ","2,274","R$3,56 ","71,60%"
Áudio (0x0),Blog do Torcedor,11/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,76 ","0,00%"
Áudio (0x0),Blog do Torcedor,11/03/2024,0 x 0,3106,6,"R$3,43 ","2,058","R$1,11 ","97,52%"
Áudio (0x0),Blog do Torcedor,11/03/2024,0 x 0,473,6,"R$1,36 ","0,816","R$2,88 ","86,10%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,11,0,"R$0,01 ","0,006","R$0,54 ","63,64%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,9068,19,"R$16,17 ","9,702","R$1,78 ","85,18%"
Áudio (0x0),JC Online,11/03/2024,0 x 0,530,0,"R$0,95 ","0,57","R$1,79 ","61,06%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,97,0,"R$0,38 ","0,228","R$3,89 ","77,32%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,407,0,"R$0,55 ","0,33","R$1,34 ","95,33%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,49,0,"R$0,06 ","0,036","R$1,26 ","85,71%"
Áudio (0x0),Rádio Jornal,11/03/2024,0 x 0,5699,0,"R$14,43 ","8,658","R$2,53 ","76,19%"
Áudio (0x0),Rádio Jornal,11/03/2024,0 x 0,146,0,"R$0,31 ","0,186","R$2,11 ","0,00%"
Áudio (0x0),Rádio Jornal,11/03/2024,0 x 0,7598,11,"R$10,64 ","6,384","R$1,40 ","98,25%"
Áudio (0x0),Rádio Jornal,11/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,52 ","50,00%"
Áudio (0x0),Rádio Jornal,11/03/2024,0 x 0,856,5,"R$1,46 ","0,876","R$1,70 ","80,60%"
Áudio (0x0),Rádio Jornal,11/03/2024,0 x 0,39,0,"R$0,15 ","0,09","R$3,77 ","69,23%"
Áudio (0x0),TV Jornal,11/03/2024,0 x 0,104,0,"R$1,06 ","0,636","R$10,16 ","75,00%"
Áudio (0x0),TV Jornal,11/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$1,60 ","0,00%"
Áudio (0x0),TV Jornal,11/03/2024,0 x 0,982,2,"R$1,28 ","0,768","R$1,31 ","96,44%"
Áudio (0x0),TV Jornal,11/03/2024,0 x 0,18,0,"R$0,10 ","0,06","R$5,42 ","100,00%"
Áudio (0x0),Interior,11/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,61 ","0,00%"
Áudio (0x0),Interior,11/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,28 ","0,00%"
Áudio (0x0),Portal NE10,11/03/2024,0 x 0,37,2,"R$0,05 ","0,03","R$1,32 ","83,33%"
